41 Q0 CACM-2578 1  1.0829184744607026 TF-IDF 
41 Q0 CACM-3043 2  0.9592885778065339 TF-IDF 
41 Q0 CACM-3082 3  0.8441786367175077 TF-IDF 
41 Q0 CACM-3148 4  0.8378998277068583 TF-IDF 
41 Q0 CACM-3137 5  0.7508482052575445 TF-IDF 
41 Q0 CACM-3128 6  0.7124622762302111 TF-IDF 
41 Q0 CACM-2327 7  0.6193626985145472 TF-IDF 
41 Q0 CACM-2849 8  0.5918454727070533 TF-IDF 
41 Q0 CACM-2949 9  0.5729359129489991 TF-IDF 
41 Q0 CACM-0059 10  0.5687420294398166 TF-IDF 
41 Q0 CACM-2318 11  0.5674526330120573 TF-IDF 
41 Q0 CACM-2995 12  0.5619729814076213 TF-IDF 
41 Q0 CACM-2128 13  0.5613431070371456 TF-IDF 
41 Q0 CACM-2345 14  0.5600092141353206 TF-IDF 
41 Q0 CACM-3119 15  0.5543297086647803 TF-IDF 
41 Q0 CACM-2482 16  0.5532684463770121 TF-IDF 
41 Q0 CACM-2407 17  0.5502272588907471 TF-IDF 
41 Q0 CACM-2111 18  0.5423826533836474 TF-IDF 
41 Q0 CACM-3141 19  0.5360235961880162 TF-IDF 
41 Q0 CACM-2311 20  0.5195283308560792 TF-IDF 
41 Q0 CACM-2504 21  0.517765081110441 TF-IDF 
41 Q0 CACM-0371 22  0.5168017303392193 TF-IDF 
41 Q0 CACM-0084 23  0.5158357941430893 TF-IDF 
41 Q0 CACM-2080 24  0.5139906836719118 TF-IDF 
41 Q0 CACM-0651 25  0.5112615914078694 TF-IDF 
41 Q0 CACM-1747 26  0.5093432494270722 TF-IDF 
41 Q0 CACM-0643 27  0.5051359077291386 TF-IDF 
41 Q0 CACM-2616 28  0.5008248373012741 TF-IDF 
41 Q0 CACM-3038 29  0.49931990748704286 TF-IDF 
41 Q0 CACM-2255 30  0.496553856672762 TF-IDF 
41 Q0 CACM-0088 31  0.49619572369609244 TF-IDF 
41 Q0 CACM-1341 32  0.4882009507697375 TF-IDF 
41 Q0 CACM-0052 33  0.4864917969332594 TF-IDF 
41 Q0 CACM-0086 34  0.4856346176908404 TF-IDF 
41 Q0 CACM-1959 35  0.48529400135582784 TF-IDF 
41 Q0 CACM-2236 36  0.4803409745439891 TF-IDF 
41 Q0 CACM-1751 37  0.47835281987206874 TF-IDF 
41 Q0 CACM-2371 38  0.4732473231411106 TF-IDF 
41 Q0 CACM-2738 39  0.47311376137854816 TF-IDF 
41 Q0 CACM-2672 40  0.47105143865239335 TF-IDF 
41 Q0 CACM-1101 41  0.4670067050952107 TF-IDF 
41 Q0 CACM-1748 42  0.4667081149928546 TF-IDF 
41 Q0 CACM-2342 43  0.46642450655555256 TF-IDF 
41 Q0 CACM-3150 44  0.46393049950512455 TF-IDF 
41 Q0 CACM-2325 45  0.4582963479257176 TF-IDF 
41 Q0 CACM-2276 46  0.4508779064654124 TF-IDF 
41 Q0 CACM-2969 47  0.4474062411031394 TF-IDF 
41 Q0 CACM-1136 48  0.44436651552273176 TF-IDF 
41 Q0 CACM-2376 49  0.4430462873355211 TF-IDF 
41 Q0 CACM-2522 50  0.44243436100159017 TF-IDF 
41 Q0 CACM-2479 51  0.43661758058178674 TF-IDF 
41 Q0 CACM-2932 52  0.43452594386438514 TF-IDF 
41 Q0 CACM-2842 53  0.43432050373183806 TF-IDF 
41 Q0 CACM-0618 54  0.4327436091802928 TF-IDF 
41 Q0 CACM-1828 55  0.43117355679498515 TF-IDF 
41 Q0 CACM-1928 56  0.4305841290799155 TF-IDF 
41 Q0 CACM-1247 57  0.42969939147971786 TF-IDF 
41 Q0 CACM-2499 58  0.42899293710944253 TF-IDF 
41 Q0 CACM-3025 59  0.42739004095465105 TF-IDF 
41 Q0 CACM-2950 60  0.4251712349522608 TF-IDF 
41 Q0 CACM-1541 61  0.42291569572361276 TF-IDF 
41 Q0 CACM-1912 62  0.4228714918797196 TF-IDF 
41 Q0 CACM-1196 63  0.42088483465789983 TF-IDF 
41 Q0 CACM-0238 64  0.4198185853037539 TF-IDF 
41 Q0 CACM-1780 65  0.41892349180364 TF-IDF 
41 Q0 CACM-1387 66  0.41749022170878286 TF-IDF 
41 Q0 CACM-0633 67  0.41714882099929473 TF-IDF 
41 Q0 CACM-1511 68  0.41541433019976287 TF-IDF 
41 Q0 CACM-2597 69  0.41467179590821257 TF-IDF 
41 Q0 CACM-2323 70  0.41462540577967655 TF-IDF 
41 Q0 CACM-2317 71  0.4144167890675647 TF-IDF 
41 Q0 CACM-0855 72  0.4141005642120693 TF-IDF 
41 Q0 CACM-2685 73  0.4139986528973411 TF-IDF 
41 Q0 CACM-3059 74  0.4139465587603377 TF-IDF 
41 Q0 CACM-3000 75  0.41313190281022244 TF-IDF 
41 Q0 CACM-1754 76  0.4126671590859625 TF-IDF 
41 Q0 CACM-1948 77  0.41129244023194356 TF-IDF 
41 Q0 CACM-2346 78  0.4108363992811478 TF-IDF 
41 Q0 CACM-2895 79  0.40989104895365236 TF-IDF 
41 Q0 CACM-2198 80  0.4046762517918651 TF-IDF 
41 Q0 CACM-0652 81  0.4022949296115268 TF-IDF 
41 Q0 CACM-2406 82  0.4004119345829544 TF-IDF 
41 Q0 CACM-1360 83  0.39973606531378775 TF-IDF 
41 Q0 CACM-1901 84  0.3996194459664719 TF-IDF 
41 Q0 CACM-1153 85  0.39903853376266585 TF-IDF 
41 Q0 CACM-2812 86  0.3987027889382835 TF-IDF 
41 Q0 CACM-0435 87  0.3986690791838522 TF-IDF 
41 Q0 CACM-1048 88  0.39825819257756834 TF-IDF 
41 Q0 CACM-0356 89  0.3978659569906254 TF-IDF 
41 Q0 CACM-1924 90  0.39785744188729366 TF-IDF 
41 Q0 CACM-3070 91  0.397627725634723 TF-IDF 
41 Q0 CACM-1461 92  0.39680961351064103 TF-IDF 
41 Q0 CACM-2372 93  0.39607524938568445 TF-IDF 
41 Q0 CACM-1572 94  0.39574938700415013 TF-IDF 
41 Q0 CACM-2151 95  0.3952379385374368 TF-IDF 
41 Q0 CACM-2985 96  0.3949295305264405 TF-IDF 
41 Q0 CACM-2882 97  0.3929221166485895 TF-IDF 
41 Q0 CACM-2988 98  0.39210309610934346 TF-IDF 
41 Q0 CACM-2955 99  0.38968872994122805 TF-IDF 
41 Q0 CACM-1552 100  0.38923401764915855 TF-IDF 
