57 Q0 CACM-1106 1  1.0414318450567492 TF-IDF 
57 Q0 CACM-1137 2  0.9997598737147849 TF-IDF 
57 Q0 CACM-3077 3  0.97937579532005 TF-IDF 
57 Q0 CACM-0196 4  0.9445695389760701 TF-IDF 
57 Q0 CACM-1132 5  0.9372426505965921 TF-IDF 
57 Q0 CACM-0437 6  0.8887586377624029 TF-IDF 
57 Q0 CACM-0001 7  0.8831535050110851 TF-IDF 
57 Q0 CACM-0209 8  0.8831535050110851 TF-IDF 
57 Q0 CACM-3140 9  0.7686901791454531 TF-IDF 
57 Q0 CACM-3178 10  0.750005790371862 TF-IDF 
57 Q0 CACM-0176 11  0.7204248502149412 TF-IDF 
57 Q0 CACM-0065 12  0.7133162925089535 TF-IDF 
57 Q0 CACM-3155 13  0.6710865080965468 TF-IDF 
57 Q0 CACM-0259 14  0.6253818135112441 TF-IDF 
57 Q0 CACM-0232 15  0.6183322641366332 TF-IDF 
57 Q0 CACM-0228 16  0.6073651002541736 TF-IDF 
57 Q0 CACM-1914 17  0.6039315545118717 TF-IDF 
57 Q0 CACM-0406 18  0.6021092513099215 TF-IDF 
57 Q0 CACM-0689 19  0.5845432308979865 TF-IDF 
57 Q0 CACM-0231 20  0.5794005801946704 TF-IDF 
57 Q0 CACM-1246 21  0.5741095154164239 TF-IDF 
57 Q0 CACM-1715 22  0.5616059836771771 TF-IDF 
57 Q0 CACM-0057 23  0.5471822752509733 TF-IDF 
57 Q0 CACM-1103 24  0.5440250066517475 TF-IDF 
57 Q0 CACM-0139 25  0.5422145423377337 TF-IDF 
57 Q0 CACM-0875 26  0.5401558424488259 TF-IDF 
57 Q0 CACM-0349 27  0.507212793171904 TF-IDF 
57 Q0 CACM-0632 28  0.49675344097876184 TF-IDF 
57 Q0 CACM-0011 29  0.48574684232619586 TF-IDF 
57 Q0 CACM-0014 30  0.48574684232619586 TF-IDF 
57 Q0 CACM-0233 31  0.48358343746437027 TF-IDF 
57 Q0 CACM-1133 32  0.4717121304741725 TF-IDF 
57 Q0 CACM-0218 33  0.46902197774408005 TF-IDF 
57 Q0 CACM-1733 34  0.459271751055516 TF-IDF 
57 Q0 CACM-0353 35  0.45890681286981794 TF-IDF 
57 Q0 CACM-0355 36  0.45890681286981794 TF-IDF 
57 Q0 CACM-0199 37  0.4457313056573693 TF-IDF 
57 Q0 CACM-0235 38  0.4457313056573693 TF-IDF 
57 Q0 CACM-2700 39  0.4450107947679751 TF-IDF 
57 Q0 CACM-0351 40  0.44303194210387364 TF-IDF 
57 Q0 CACM-0077 41  0.4422505494705381 TF-IDF 
57 Q0 CACM-0956 42  0.44075473063199283 TF-IDF 
57 Q0 CACM-0631 43  0.4392097360037718 TF-IDF 
57 Q0 CACM-0348 44  0.43804741228482624 TF-IDF 
57 Q0 CACM-0525 45  0.43804741228482624 TF-IDF 
57 Q0 CACM-1835 46  0.4371190318495318 TF-IDF 
57 Q0 CACM-0026 47  0.4362001672298959 TF-IDF 
57 Q0 CACM-0091 48  0.4362001672298959 TF-IDF 
57 Q0 CACM-0193 49  0.4362001672298959 TF-IDF 
57 Q0 CACM-0230 50  0.4362001672298959 TF-IDF 
57 Q0 CACM-0905 51  0.4359012306295589 TF-IDF 
57 Q0 CACM-0643 52  0.4356239431420873 TF-IDF 
57 Q0 CACM-0398 53  0.43429380649967875 TF-IDF 
57 Q0 CACM-0948 54  0.4317659660070253 TF-IDF 
57 Q0 CACM-0245 55  0.42599225202295543 TF-IDF 
57 Q0 CACM-0310 56  0.42599225202295543 TF-IDF 
57 Q0 CACM-1339 57  0.4258181570636979 TF-IDF 
57 Q0 CACM-0611 58  0.42379610021204817 TF-IDF 
57 Q0 CACM-1755 59  0.4212073204751503 TF-IDF 
57 Q0 CACM-0277 60  0.41900187262026856 TF-IDF 
57 Q0 CACM-0035 61  0.41542873069513886 TF-IDF 
57 Q0 CACM-0027 62  0.41300826817283803 TF-IDF 
57 Q0 CACM-0345 63  0.4121402402794333 TF-IDF 
57 Q0 CACM-0066 64  0.4112739372091898 TF-IDF 
57 Q0 CACM-0910 65  0.4102471584060431 TF-IDF 
57 Q0 CACM-3123 66  0.4087051157394661 TF-IDF 
57 Q0 CACM-1007 67  0.4064231681091767 TF-IDF 
57 Q0 CACM-0870 68  0.40430818675445424 TF-IDF 
57 Q0 CACM-2312 69  0.4024570305091092 TF-IDF 
57 Q0 CACM-0681 70  0.4015434612610907 TF-IDF 
57 Q0 CACM-0352 71  0.4014910423061509 TF-IDF 
57 Q0 CACM-0024 72  0.3988122208513304 TF-IDF 
57 Q0 CACM-0017 73  0.39580938350417894 TF-IDF 
57 Q0 CACM-0633 74  0.3957779765525314 TF-IDF 
57 Q0 CACM-0346 75  0.39422109939771877 TF-IDF 
57 Q0 CACM-0238 76  0.3928015552629107 TF-IDF 
57 Q0 CACM-1942 77  0.39092690731076385 TF-IDF 
57 Q0 CACM-0203 78  0.3908753394972531 TF-IDF 
57 Q0 CACM-0191 79  0.38798559412801525 TF-IDF 
57 Q0 CACM-1675 80  0.3879014797556577 TF-IDF 
57 Q0 CACM-0600 81  0.385930541901979 TF-IDF 
57 Q0 CACM-0050 82  0.3851940020312742 TF-IDF 
57 Q0 CACM-0344 83  0.38141649019084345 TF-IDF 
57 Q0 CACM-0291 84  0.3804164737345703 TF-IDF 
57 Q0 CACM-0214 85  0.378871609808764 TF-IDF 
57 Q0 CACM-0307 86  0.37813229701058587 TF-IDF 
57 Q0 CACM-0308 87  0.37813229701058587 TF-IDF 
57 Q0 CACM-0309 88  0.37813229701058587 TF-IDF 
57 Q0 CACM-0566 89  0.37813229701058587 TF-IDF 
57 Q0 CACM-0750 90  0.37813229701058587 TF-IDF 
57 Q0 CACM-1070 91  0.3725736975868051 TF-IDF 
57 Q0 CACM-1278 92  0.3721768177537105 TF-IDF 
57 Q0 CACM-2705 93  0.37199287458624 TF-IDF 
57 Q0 CACM-3148 94  0.3714127610150497 TF-IDF 
57 Q0 CACM-0350 95  0.37065550270254527 TF-IDF 
57 Q0 CACM-0060 96  0.3705570411122047 TF-IDF 
57 Q0 CACM-0025 97  0.3699020093640405 TF-IDF 
57 Q0 CACM-0347 98  0.3676633737565985 TF-IDF 
57 Q0 CACM-0931 99  0.3671122669188457 TF-IDF 
57 Q0 CACM-0285 100  0.36516778401034367 TF-IDF 
