27 Q0 CACM-2297 1  16.044410726178977 BM25
27 Q0 CACM-2988 2  15.604403874014118 BM25
27 Q0 CACM-2358 3  15.529513371338794 BM25
27 Q0 CACM-2902 4  14.918171991090384 BM25
27 Q0 CACM-1752 5  14.57301579157231 BM25
27 Q0 CACM-3006 6  14.316410901166828 BM25
27 Q0 CACM-2798 7  14.245767789160922 BM25
27 Q0 CACM-2669 8  14.01878754324365 BM25
27 Q0 CACM-1901 9  13.663286954270047 BM25
27 Q0 CACM-2859 10  13.31007448073442 BM25
27 Q0 CACM-1892 11  13.291567030312208 BM25
27 Q0 CACM-2069 12  13.174117344840047 BM25
27 Q0 CACM-3000 13  13.118991486585228 BM25
27 Q0 CACM-1728 14  13.046776788124793 BM25
27 Q0 CACM-1750 15  12.818330695668791 BM25
27 Q0 CACM-1924 16  12.670733062316518 BM25
27 Q0 CACM-1751 17  12.499793123334639 BM25
27 Q0 CACM-2864 18  12.313650885418873 BM25
27 Q0 CACM-2867 19  12.31350550816058 BM25
27 Q0 CACM-1753 20  12.263583196943475 BM25
27 Q0 CACM-2374 21  12.259557007529857 BM25
27 Q0 CACM-2017 22  12.157630398964326 BM25
27 Q0 CACM-2481 23  12.127558612532928 BM25
27 Q0 CACM-2262 24  11.835710342195613 BM25
27 Q0 CACM-3153 25  11.455396429571785 BM25
27 Q0 CACM-2319 26  11.322373088803154 BM25
27 Q0 CACM-3067 27  11.292197992888847 BM25
27 Q0 CACM-2372 28  11.189100156415016 BM25
27 Q0 CACM-1845 29  11.179682228803141 BM25
27 Q0 CACM-2967 30  11.177999240640185 BM25
27 Q0 CACM-1826 31  11.15586348876421 BM25
27 Q0 CACM-1708 32  11.065144551671121 BM25
27 Q0 CACM-0855 33  11.013822560953255 BM25
27 Q0 CACM-1747 34  10.992688771491736 BM25
27 Q0 CACM-1725 35  10.983166277133142 BM25
27 Q0 CACM-2625 36  10.91961763071948 BM25
27 Q0 CACM-2582 37  10.830957896603834 BM25
27 Q0 CACM-2311 38  10.795421533233938 BM25
27 Q0 CACM-2479 39  10.790867817316716 BM25
27 Q0 CACM-2435 40  10.78670627526399 BM25
27 Q0 CACM-3011 41  10.682836405633893 BM25
27 Q0 CACM-2681 42  10.508897852147658 BM25
27 Q0 CACM-1657 43  10.41032625469353 BM25
27 Q0 CACM-1810 44  10.403088083178595 BM25
27 Q0 CACM-2406 45  10.387110212219943 BM25
27 Q0 CACM-2928 46  10.256103908388301 BM25
27 Q0 CACM-2668 47  10.133135837327924 BM25
27 Q0 CACM-2626 48  10.102430013564314 BM25
27 Q0 CACM-2868 49  10.054539261512918 BM25
27 Q0 CACM-2740 50  9.987621799676099 BM25
27 Q0 CACM-2918 51  9.984830483329068 BM25
27 Q0 CACM-2624 52  9.96578660567814 BM25
27 Q0 CACM-3068 53  9.868868374884457 BM25
27 Q0 CACM-2365 54  9.836562900744298 BM25
27 Q0 CACM-2526 55  9.815553529402099 BM25
27 Q0 CACM-1959 56  9.772506377602308 BM25
27 Q0 CACM-2852 57  9.723046632895157 BM25
27 Q0 CACM-0059 58  9.665255744555825 BM25
27 Q0 CACM-1677 59  9.661543147811336 BM25
27 Q0 CACM-2378 60  9.644690729824466 BM25
27 Q0 CACM-2198 61  9.582572602065875 BM25
27 Q0 CACM-1912 62  9.582470376310681 BM25
27 Q0 CACM-2985 63  9.544576131745128 BM25
27 Q0 CACM-2095 64  9.530831598263052 BM25
27 Q0 CACM-2863 65  9.51409873969462 BM25
27 Q0 CACM-0084 66  9.472900729380891 BM25
27 Q0 CACM-3118 67  9.469829111028075 BM25
27 Q0 CACM-3050 68  9.405442476904899 BM25
27 Q0 CACM-2396 69  9.345044097615073 BM25
27 Q0 CACM-2379 70  9.271048328553388 BM25
27 Q0 CACM-0086 71  9.267328784691689 BM25
27 Q0 CACM-2277 72  9.195998317037668 BM25
27 Q0 CACM-2343 73  9.194147398154392 BM25
27 Q0 CACM-1856 74  9.082702323497351 BM25
27 Q0 CACM-2516 75  9.077726666234264 BM25
27 Q0 CACM-1471 76  9.066429269221594 BM25
27 Q0 CACM-1641 77  9.023340911484572 BM25
27 Q0 CACM-1409 78  9.019740463414427 BM25
27 Q0 CACM-2818 79  8.977534807780973 BM25
27 Q0 CACM-2111 80  8.957576349377344 BM25
27 Q0 CACM-3092 81  8.948434673599584 BM25
27 Q0 CACM-3142 82  8.928006877574086 BM25
27 Q0 CACM-2208 83  8.888789942703486 BM25
27 Q0 CACM-2596 84  8.847490194496705 BM25
27 Q0 CACM-2314 85  8.817996167179981 BM25
27 Q0 CACM-2497 86  8.759681372649641 BM25
27 Q0 CACM-3090 87  8.73246781313983 BM25
27 Q0 CACM-1462 88  8.716933070719943 BM25
27 Q0 CACM-3072 89  8.6775444195615 BM25
27 Q0 CACM-0944 90  8.632689004835845 BM25
27 Q0 CACM-2163 91  8.616549521565048 BM25
27 Q0 CACM-3128 92  8.57308878632262 BM25
27 Q0 CACM-2106 93  8.551506658639838 BM25
27 Q0 CACM-2646 94  8.512247658120659 BM25
27 Q0 CACM-1456 95  8.512233828837285 BM25
27 Q0 CACM-0940 96  8.458083183223287 BM25
27 Q0 CACM-1754 97  8.45189745914004 BM25
27 Q0 CACM-2978 98  8.437461422445196 BM25
27 Q0 CACM-1154 99  8.37806127072808 BM25
27 Q0 CACM-2407 100  8.370644875806548 BM25
