25 Q0 CACM-2318 1  18.71615498109992 BM25
25 Q0 CACM-3119 2  16.3646504502034 BM25
25 Q0 CACM-1653 3  16.25810354748342 BM25
25 Q0 CACM-2812 4  15.75554934331507 BM25
25 Q0 CACM-2319 5  15.388731535335502 BM25
25 Q0 CACM-3089 6  15.117057887124336 BM25
25 Q0 CACM-2984 7  14.943693593399274 BM25
25 Q0 CACM-2741 8  14.849170030563686 BM25
25 Q0 CACM-2542 9  14.597060665676828 BM25
25 Q0 CACM-1719 10  14.521077919706183 BM25
25 Q0 CACM-2268 11  14.352061616803057 BM25
25 Q0 CACM-3070 12  13.99113893958626 BM25
25 Q0 CACM-2988 13  13.97681905504476 BM25
25 Q0 CACM-1908 14  13.916853639389055 BM25
25 Q0 CACM-2882 15  13.836498953604213 BM25
25 Q0 CACM-3048 16  13.796569022562213 BM25
25 Q0 CACM-2634 17  13.773020306938802 BM25
25 Q0 CACM-2990 18  13.758814163041865 BM25
25 Q0 CACM-1267 19  13.71975750298515 BM25
25 Q0 CACM-1938 20  13.688565745599755 BM25
25 Q0 CACM-2798 21  13.568900875764859 BM25
25 Q0 CACM-2375 22  13.121142129408355 BM25
25 Q0 CACM-2344 23  13.084335304685965 BM25
25 Q0 CACM-2017 24  13.068491188225593 BM25
25 Q0 CACM-2535 25  13.003516312106711 BM25
25 Q0 CACM-1518 26  12.99707863954325 BM25
25 Q0 CACM-1827 27  12.990554984833594 BM25
25 Q0 CACM-2894 28  12.89968203555245 BM25
25 Q0 CACM-2151 29  12.57166872472137 BM25
25 Q0 CACM-2522 30  12.266532446758541 BM25
25 Q0 CACM-1032 31  12.246866062215599 BM25
25 Q0 CACM-1750 32  12.071268197416517 BM25
25 Q0 CACM-1792 33  12.060564972463881 BM25
25 Q0 CACM-3028 34  12.013246295799219 BM25
25 Q0 CACM-2951 35  11.948360407367735 BM25
25 Q0 CACM-2298 36  11.917610536724082 BM25
25 Q0 CACM-2452 37  11.89836069970269 BM25
25 Q0 CACM-2765 38  11.756072136241695 BM25
25 Q0 CACM-3136 39  11.636413669306247 BM25
25 Q0 CACM-2016 40  11.588034654030226 BM25
25 Q0 CACM-2892 41  11.553001165747705 BM25
25 Q0 CACM-3088 42  11.482526614014686 BM25
25 Q0 CACM-3072 43  11.459773876940243 BM25
25 Q0 CACM-1728 44  11.451539207097696 BM25
25 Q0 CACM-2571 45  11.379192729165034 BM25
25 Q0 CACM-2852 46  11.366875766962067 BM25
25 Q0 CACM-0040 47  11.255302920710285 BM25
25 Q0 CACM-2317 48  11.162736747607415 BM25
25 Q0 CACM-2859 49  11.119021351163484 BM25
25 Q0 CACM-1805 50  11.070117723298203 BM25
25 Q0 CACM-1572 51  11.061783756623583 BM25
25 Q0 CACM-1347 52  11.05418871871322 BM25
25 Q0 CACM-2985 53  10.976652672813684 BM25
25 Q0 CACM-3153 54  10.948855167407526 BM25
25 Q0 CACM-1699 55  10.86543405891964 BM25
25 Q0 CACM-2669 56  10.841750265075794 BM25
25 Q0 CACM-1747 57  10.828893616603766 BM25
25 Q0 CACM-1030 58  10.752200861023931 BM25
25 Q0 CACM-1844 59  10.691483820343006 BM25
25 Q0 CACM-1341 60  10.622430430431546 BM25
25 Q0 CACM-1529 61  10.605641101258808 BM25
25 Q0 CACM-2679 62  10.509484703166159 BM25
25 Q0 CACM-3091 63  10.424382297409737 BM25
25 Q0 CACM-2314 64  10.372877384207438 BM25
25 Q0 CACM-3090 65  10.341232196114227 BM25
25 Q0 CACM-2719 66  10.318109791836267 BM25
25 Q0 CACM-3150 67  10.273055549622146 BM25
25 Q0 CACM-1752 68  10.23616935225353 BM25
25 Q0 CACM-0671 69  10.231891537616045 BM25
25 Q0 CACM-2325 70  10.191352244209508 BM25
25 Q0 CACM-1901 71  10.149871798764455 BM25
25 Q0 CACM-2437 72  10.148132228906967 BM25
25 Q0 CACM-2106 73  10.088465788423434 BM25
25 Q0 CACM-2308 74  10.074199214604523 BM25
25 Q0 CACM-1542 75  10.052673766022302 BM25
25 Q0 CACM-2936 76  10.019306815251914 BM25
25 Q0 CACM-2967 77  9.978429864849025 BM25
25 Q0 CACM-1247 78  9.94092619223006 BM25
25 Q0 CACM-3182 79  9.852417027186213 BM25
25 Q0 CACM-3025 80  9.827383761143011 BM25
25 Q0 CACM-1415 81  9.78977894224759 BM25
25 Q0 CACM-0417 82  9.788134415761208 BM25
25 Q0 CACM-1196 83  9.785754178296656 BM25
25 Q0 CACM-1892 84  9.782304591275114 BM25
25 Q0 CACM-3059 85  9.77315786222776 BM25
25 Q0 CACM-2321 86  9.74653436599177 BM25
25 Q0 CACM-1435 87  9.729125515091248 BM25
25 Q0 CACM-3076 88  9.68803595866448 BM25
25 Q0 CACM-1926 89  9.680141261278823 BM25
25 Q0 CACM-0533 90  9.665256702060999 BM25
25 Q0 CACM-1071 91  9.635255104621729 BM25
25 Q0 CACM-1912 92  9.5947459971022 BM25
25 Q0 CACM-2111 93  9.567495266674952 BM25
25 Q0 CACM-2734 94  9.552258792933545 BM25
25 Q0 CACM-1270 95  9.548651294448149 BM25
25 Q0 CACM-2406 96  9.522507454540348 BM25
25 Q0 CACM-0059 97  9.510755694692657 BM25
25 Q0 CACM-2886 98  9.510550725993147 BM25
25 Q0 CACM-1748 99  9.483931387535979 BM25
25 Q0 CACM-2198 100  9.475592963515743 BM25
