28 Q0 CACM-3032 1  67.06236201997784 BM25
28 Q0 CACM-2949 2  57.08415922727128 BM25
28 Q0 CACM-2890 3  47.188850234804626 BM25
28 Q0 CACM-2892 4  44.869103512810256 BM25
28 Q0 CACM-2849 5  44.100679291947245 BM25
28 Q0 CACM-1685 6  39.565440654886686 BM25
28 Q0 CACM-2776 7  38.970453307564604 BM25
28 Q0 CACM-3158 8  38.33621166230782 BM25
28 Q0 CACM-2197 9  36.52078878572829 BM25
28 Q0 CACM-1928 10  36.284963389647636 BM25
28 Q0 CACM-2951 11  35.33257879634946 BM25
28 Q0 CACM-2515 12  33.77078767473438 BM25
28 Q0 CACM-2969 13  33.597901204013446 BM25
28 Q0 CACM-1723 14  33.24153453917627 BM25
28 Q0 CACM-0441 15  32.96746003015242 BM25
28 Q0 CACM-2371 16  32.855926262275766 BM25
28 Q0 CACM-1695 17  32.407896348573196 BM25
28 Q0 CACM-0828 18  32.28858801185743 BM25
28 Q0 CACM-3040 19  32.05877814423076 BM25
28 Q0 CACM-1989 20  31.017096489453667 BM25
28 Q0 CACM-2712 21  31.008471077988908 BM25
28 Q0 CACM-2274 22  30.6983271344259 BM25
28 Q0 CACM-3133 23  30.37596015883055 BM25
28 Q0 CACM-2046 24  29.56635344013471 BM25
28 Q0 CACM-2289 25  29.335508454264712 BM25
28 Q0 CACM-2454 26  29.246581163390886 BM25
28 Q0 CACM-1846 27  29.058402563987784 BM25
28 Q0 CACM-2630 28  29.033932837315184 BM25
28 Q0 CACM-1261 29  28.80290906441986 BM25
28 Q0 CACM-1611 30  28.548725433017484 BM25
28 Q0 CACM-3038 31  28.418531958975453 BM25
28 Q0 CACM-1890 32  28.17362288530001 BM25
28 Q0 CACM-2900 33  27.62011214773603 BM25
28 Q0 CACM-3076 34  26.72600194337541 BM25
28 Q0 CACM-3059 35  26.704718410919753 BM25
28 Q0 CACM-2973 36  26.308329820352718 BM25
28 Q0 CACM-3164 37  26.071545422487436 BM25
28 Q0 CACM-1906 38  26.02781514468222 BM25
28 Q0 CACM-2988 39  25.707328189386512 BM25
28 Q0 CACM-0367 40  25.517546284417193 BM25
28 Q0 CACM-2572 41  25.51640010742627 BM25
28 Q0 CACM-2401 42  25.50399056020688 BM25
28 Q0 CACM-1572 43  25.21431719803702 BM25
28 Q0 CACM-2894 44  25.18612486189514 BM25
28 Q0 CACM-3070 45  25.117117611880225 BM25
28 Q0 CACM-1622 46  24.96930193875992 BM25
28 Q0 CACM-1397 47  24.362520950844086 BM25
28 Q0 CACM-2598 48  24.28832049342228 BM25
28 Q0 CACM-2450 49  24.21994267585464 BM25
28 Q0 CACM-1362 50  24.21161400065805 BM25
28 Q0 CACM-2581 51  24.093187497828843 BM25
28 Q0 CACM-2216 52  23.946794939893344 BM25
28 Q0 CACM-1034 53  23.88601194800465 BM25
28 Q0 CACM-1889 54  23.875397871474373 BM25
28 Q0 CACM-2568 55  23.692022691972266 BM25
28 Q0 CACM-1768 56  23.507506304001723 BM25
28 Q0 CACM-0616 57  23.497701060707442 BM25
28 Q0 CACM-2178 58  23.4814714429774 BM25
28 Q0 CACM-1601 59  23.3076140545577 BM25
28 Q0 CACM-2828 60  23.06579922893125 BM25
28 Q0 CACM-1728 61  22.99994874887566 BM25
28 Q0 CACM-1811 62  22.936565963137912 BM25
28 Q0 CACM-1199 63  22.882995394567278 BM25
28 Q0 CACM-1423 64  22.849241698574318 BM25
28 Q0 CACM-1458 65  22.840337113758416 BM25
28 Q0 CACM-1551 66  22.790624841110194 BM25
28 Q0 CACM-1614 67  22.6155787328251 BM25
28 Q0 CACM-1171 68  22.561739765350037 BM25
28 Q0 CACM-3082 69  22.53596428770647 BM25
28 Q0 CACM-1233 70  22.50250592193026 BM25
28 Q0 CACM-2887 71  22.493938963958858 BM25
28 Q0 CACM-2196 72  22.466257096226705 BM25
28 Q0 CACM-2916 73  22.39888590259239 BM25
28 Q0 CACM-1770 74  22.352993787344793 BM25
28 Q0 CACM-1516 75  22.270825935130954 BM25
28 Q0 CACM-1745 76  22.19761249456346 BM25
28 Q0 CACM-2327 77  22.135639877699454 BM25
28 Q0 CACM-1877 78  22.12018296117868 BM25
28 Q0 CACM-1032 79  22.020997018201545 BM25
28 Q0 CACM-1886 80  21.94601906012228 BM25
28 Q0 CACM-1326 81  21.944530698914583 BM25
28 Q0 CACM-2217 82  21.930057045170013 BM25
28 Q0 CACM-2200 83  21.919943080878042 BM25
28 Q0 CACM-1711 84  21.88509929752631 BM25
28 Q0 CACM-2307 85  21.840041797923362 BM25
28 Q0 CACM-1443 86  21.796849775737993 BM25
28 Q0 CACM-2053 87  21.742954549718874 BM25
28 Q0 CACM-2147 88  21.668019967896857 BM25
28 Q0 CACM-2614 89  21.66044421044939 BM25
28 Q0 CACM-0383 90  21.594356304841984 BM25
28 Q0 CACM-2741 91  21.560133807331663 BM25
28 Q0 CACM-3153 92  21.5477484993706 BM25
28 Q0 CACM-2934 93  21.53414841227475 BM25
28 Q0 CACM-2805 94  21.53345760713025 BM25
28 Q0 CACM-1696 95  21.5122559050054 BM25
28 Q0 CACM-2948 96  21.48279278101683 BM25
28 Q0 CACM-2932 97  21.47415296571463 BM25
28 Q0 CACM-0531 98  21.43570555991961 BM25
28 Q0 CACM-3202 99  21.359088319853505 BM25
28 Q0 CACM-0409 100  21.327026925912353 BM25
