7 Q0 CACM-3043 1  40.72060248351727 BM25
7 Q0 CACM-3128 2  30.038055510531432 BM25
7 Q0 CACM-2912 3  27.845167202102864 BM25
7 Q0 CACM-2342 4  27.78299449251772 BM25
7 Q0 CACM-2376 5  27.1271117182576 BM25
7 Q0 CACM-2949 6  26.668272727787137 BM25
7 Q0 CACM-2865 7  26.61497255976772 BM25
7 Q0 CACM-3141 8  25.997742590468043 BM25
7 Q0 CACM-1854 9  25.555964235826096 BM25
7 Q0 CACM-2320 10  24.416814255016206 BM25
7 Q0 CACM-3148 11  23.254392431543508 BM25
7 Q0 CACM-2740 12  22.489773046690456 BM25
7 Q0 CACM-1749 13  22.23331203846167 BM25
7 Q0 CACM-0046 14  22.113978412218167 BM25
7 Q0 CACM-1198 15  21.512807200602982 BM25
7 Q0 CACM-2890 16  21.337653316772354 BM25
7 Q0 CACM-2378 17  21.114293997553474 BM25
7 Q0 CACM-3048 18  20.69601456667354 BM25
7 Q0 CACM-2111 19  20.54915743765145 BM25
7 Q0 CACM-2871 20  20.543766438407456 BM25
7 Q0 CACM-2541 21  20.425361079367647 BM25
7 Q0 CACM-2080 22  20.290644311485988 BM25
7 Q0 CACM-2519 23  20.187133478945107 BM25
7 Q0 CACM-3014 24  20.164560472976543 BM25
7 Q0 CACM-2379 25  20.096955112875797 BM25
7 Q0 CACM-2150 26  20.076088468227926 BM25
7 Q0 CACM-3104 27  20.026139548198525 BM25
7 Q0 CACM-2895 28  19.95958036333374 BM25
7 Q0 CACM-1748 29  19.570670549760045 BM25
7 Q0 CACM-2940 30  19.509958684102124 BM25
7 Q0 CACM-3082 31  19.400998467337214 BM25
7 Q0 CACM-0243 32  19.28949439805987 BM25
7 Q0 CACM-2371 33  19.286306580513074 BM25
7 Q0 CACM-2317 34  19.24142127226046 BM25
7 Q0 CACM-3078 35  19.08890715195029 BM25
7 Q0 CACM-1135 36  19.036941576039023 BM25
7 Q0 CACM-1753 37  18.962825512994716 BM25
7 Q0 CACM-2851 38  18.836096311771357 BM25
7 Q0 CACM-1381 39  18.803521735983153 BM25
7 Q0 CACM-1623 40  18.727464589778613 BM25
7 Q0 CACM-3080 41  18.724750774619558 BM25
7 Q0 CACM-2979 42  18.72361242672967 BM25
7 Q0 CACM-1745 43  18.662766680980724 BM25
7 Q0 CACM-1098 44  18.647555940890946 BM25
7 Q0 CACM-2264 45  18.534162533609255 BM25
7 Q0 CACM-2276 46  18.52147840526152 BM25
7 Q0 CACM-2795 47  18.447614056480862 BM25
7 Q0 CACM-3039 48  18.381666541453253 BM25
7 Q0 CACM-1928 49  18.367320212262555 BM25
7 Q0 CACM-2216 50  18.265839875323735 BM25
7 Q0 CACM-2802 51  18.188784704609265 BM25
7 Q0 CACM-2972 52  18.177349690707967 BM25
7 Q0 CACM-1698 53  18.07371019628858 BM25
7 Q0 CACM-3137 54  18.059002026076687 BM25
7 Q0 CACM-2920 55  17.92267859530941 BM25
7 Q0 CACM-1099 56  17.86505010615817 BM25
7 Q0 CACM-2958 57  17.85127499903962 BM25
7 Q0 CACM-2016 58  17.801197070171252 BM25
7 Q0 CACM-2903 59  17.682012008329934 BM25
7 Q0 CACM-2326 60  17.648090186542756 BM25
7 Q0 CACM-3031 61  17.64776012667697 BM25
7 Q0 CACM-2732 62  17.64497192971807 BM25
7 Q0 CACM-3170 63  17.617930481136067 BM25
7 Q0 CACM-1397 64  17.600859914321614 BM25
7 Q0 CACM-1886 65  17.570276607219323 BM25
7 Q0 CACM-0942 66  17.55527340790846 BM25
7 Q0 CACM-2950 67  17.510972827478835 BM25
7 Q0 CACM-1272 68  17.494366150302987 BM25
7 Q0 CACM-2307 69  17.44763912719185 BM25
7 Q0 CACM-2864 70  17.427760439218762 BM25
7 Q0 CACM-2179 71  17.401421855262186 BM25
7 Q0 CACM-2289 72  17.383021762750936 BM25
7 Q0 CACM-1626 73  17.357978913475826 BM25
7 Q0 CACM-3140 74  17.340665235028574 BM25
7 Q0 CACM-0825 75  17.330566626014043 BM25
7 Q0 CACM-1706 76  17.31851607223067 BM25
7 Q0 CACM-2470 77  17.254248759553228 BM25
7 Q0 CACM-2522 78  17.21754071140776 BM25
7 Q0 CACM-1458 79  17.163799077827843 BM25
7 Q0 CACM-2535 80  17.126560139201203 BM25
7 Q0 CACM-1834 81  17.064936166365882 BM25
7 Q0 CACM-2344 82  17.004569230230654 BM25
7 Q0 CACM-2033 83  16.978522875073867 BM25
7 Q0 CACM-1572 84  16.965879417996057 BM25
7 Q0 CACM-1518 85  16.909055375598438 BM25
7 Q0 CACM-1960 86  16.906243715388403 BM25
7 Q0 CACM-2931 87  16.890891844173513 BM25
7 Q0 CACM-2623 88  16.882195372623567 BM25
7 Q0 CACM-1665 89  16.87095392472629 BM25
7 Q0 CACM-3143 90  16.86903425589312 BM25
7 Q0 CACM-3021 91  16.853536930747612 BM25
7 Q0 CACM-2406 92  16.8413106700273 BM25
7 Q0 CACM-2581 93  16.804530546549397 BM25
7 Q0 CACM-3077 94  16.80399992433125 BM25
7 Q0 CACM-1601 95  16.78956488282094 BM25
7 Q0 CACM-1145 96  16.763105967911095 BM25
7 Q0 CACM-2060 97  16.73687003912863 BM25
7 Q0 CACM-2268 98  16.691764300682703 BM25
7 Q0 CACM-1609 99  16.65561875118693 BM25
7 Q0 CACM-1415 100  16.65202497489066 BM25
