22 Q0 CACM-2674 1  8.32383815184722 BM25
22 Q0 CACM-2678 2  7.581750090025704 BM25
22 Q0 CACM-2924 3  7.334668744822802 BM25
22 Q0 CACM-2188 4  6.378816313581192 BM25
22 Q0 CACM-1741 5  6.370452676162763 BM25
22 Q0 CACM-2687 6  6.140852064042197 BM25
22 Q0 CACM-2825 7  6.111288834865076 BM25
22 Q0 CACM-1978 8  6.079538551576478 BM25
22 Q0 CACM-2402 9  5.943572669758648 BM25
22 Q0 CACM-2004 10  5.93265926490683 BM25
22 Q0 CACM-3049 11  5.9028074748471955 BM25
22 Q0 CACM-1742 12  5.553993279462011 BM25
22 Q0 CACM-2211 13  5.513113544572077 BM25
22 Q0 CACM-2078 14  5.455254582992286 BM25
22 Q0 CACM-2152 15  5.311994786326395 BM25
22 Q0 CACM-0266 16  5.062354052679769 BM25
22 Q0 CACM-2369 17  5.017325174177088 BM25
22 Q0 CACM-2913 18  4.8651477188488155 BM25
22 Q0 CACM-2751 19  4.842831364451886 BM25
22 Q0 CACM-3149 20  4.78034071083303 BM25
22 Q0 CACM-2771 21  4.735153343110677 BM25
22 Q0 CACM-2845 22  4.41118574303798 BM25
22 Q0 CACM-2003 23  4.36422785856193 BM25
22 Q0 CACM-2967 24  4.2823004691160715 BM25
22 Q0 CACM-0087 25  4.261706630616446 BM25
22 Q0 CACM-2367 26  4.020266154084669 BM25
22 Q0 CACM-2201 27  3.9189737872116712 BM25
22 Q0 CACM-2486 28  3.909563373583672 BM25
22 Q0 CACM-2547 29  3.839334735419187 BM25
22 Q0 CACM-2826 30  3.799754507887788 BM25
22 Q0 CACM-1891 31  3.790631457135995 BM25
22 Q0 CACM-3116 32  3.77674492897902 BM25
22 Q0 CACM-2325 33  3.7044473600165873 BM25
22 Q0 CACM-2494 34  3.4211023383640597 BM25
22 Q0 CACM-1014 35  3.389404873190743 BM25
22 Q0 CACM-1915 36  3.327853773520851 BM25
22 Q0 CACM-2827 37  3.277036317902951 BM25
22 Q0 CACM-2421 38  3.2666889004177437 BM25
22 Q0 CACM-2959 39  3.2169782157623503 BM25
22 Q0 CACM-2902 40  3.212600358418793 BM25
22 Q0 CACM-2994 41  3.200452899393679 BM25
22 Q0 CACM-2692 42  3.1896785073338214 BM25
22 Q0 CACM-1697 43  3.1434942640332553 BM25
22 Q0 CACM-2426 44  3.1388565467301097 BM25
22 Q0 CACM-2820 45  3.115974790263139 BM25
22 Q0 CACM-1551 46  3.112239144629204 BM25
22 Q0 CACM-1680 47  3.0722100040539853 BM25
22 Q0 CACM-2873 48  3.066282988121772 BM25
22 Q0 CACM-1796 49  2.9957520626195002 BM25
22 Q0 CACM-2841 50  2.994533009498851 BM25
22 Q0 CACM-2708 51  2.973216382911741 BM25
22 Q0 CACM-2273 52  2.9641706031248045 BM25
22 Q0 CACM-1172 53  2.962930608241808 BM25
22 Q0 CACM-2973 54  2.907430174407076 BM25
22 Q0 CACM-2829 55  2.8840898663826184 BM25
22 Q0 CACM-1658 56  2.791415033872869 BM25
22 Q0 CACM-2306 57  2.7797304737738435 BM25
22 Q0 CACM-2919 58  2.7087761675410365 BM25
22 Q0 CACM-2553 59  2.7027434768191574 BM25
22 Q0 CACM-3111 60  2.564668159594884 BM25
22 Q0 CACM-2368 61  2.5232806207205245 BM25
22 Q0 CACM-2478 62  2.495655630489986 BM25
22 Q0 CACM-1844 63  2.475865382176984 BM25
22 Q0 CACM-2672 64  2.436049455891614 BM25
22 Q0 CACM-2267 65  2.3648489203449468 BM25
22 Q0 CACM-2226 66  2.351428049865774 BM25
22 Q0 CACM-2925 67  2.310927262292696 BM25
22 Q0 CACM-2987 68  2.3073252126670254 BM25
22 Q0 CACM-2007 69  2.292003843943587 BM25
22 Q0 CACM-2809 70  2.284073751920234 BM25
22 Q0 CACM-2341 71  2.2836002405365567 BM25
22 Q0 CACM-1952 72  2.2556453661160902 BM25
22 Q0 CACM-0217 73  2.242813061097795 BM25
22 Q0 CACM-2329 74  2.2409789559212907 BM25
22 Q0 CACM-1342 75  2.2378952941327923 BM25
22 Q0 CACM-1660 76  2.2378952941327923 BM25
22 Q0 CACM-0557 77  2.2248817596304873 BM25
22 Q0 CACM-2502 78  2.2089844286244684 BM25
22 Q0 CACM-0270 79  2.2085204940548984 BM25
22 Q0 CACM-1000 80  2.2072349056908482 BM25
22 Q0 CACM-0859 81  2.206623741591311 BM25
22 Q0 CACM-3032 82  2.1926175810575685 BM25
22 Q0 CACM-2899 83  2.1921289127530628 BM25
22 Q0 CACM-0037 84  2.1898657841752973 BM25
22 Q0 CACM-0725 85  2.1898657841752973 BM25
22 Q0 CACM-0998 86  2.1898657841752973 BM25
22 Q0 CACM-0804 87  2.185528014921815 BM25
22 Q0 CACM-0436 88  2.1727678896992844 BM25
22 Q0 CACM-0997 89  2.1727678896992844 BM25
22 Q0 CACM-2503 90  2.1727678896992844 BM25
22 Q0 CACM-1103 91  2.1602791747032275 BM25
22 Q0 CACM-2573 92  2.154937533028258 BM25
22 Q0 CACM-1374 93  2.1531766561467833 BM25
22 Q0 CACM-1208 94  2.1393607605551845 BM25
22 Q0 CACM-2755 95  2.1393607605551845 BM25
22 Q0 CACM-3029 96  2.1393607605551845 BM25
22 Q0 CACM-0188 97  2.1069653700701827 BM25
22 Q0 CACM-0561 98  2.1069653700701827 BM25
22 Q0 CACM-1851 99  2.1053559500490007 BM25
22 Q0 CACM-1953 100  2.1053559500490007 BM25
