47 Q0 CACM-1699 1  20.8117794647655 BM25
47 Q0 CACM-2278 2  18.68774087493138 BM25
47 Q0 CACM-3012 3  17.99139707114869 BM25
47 Q0 CACM-2288 4  17.89267039031805 BM25
47 Q0 CACM-2990 5  16.555921221341624 BM25
47 Q0 CACM-2258 6  16.082508380370356 BM25
47 Q0 CACM-1489 7  15.44300200981948 BM25
47 Q0 CACM-1937 8  15.323810284100547 BM25
47 Q0 CACM-2451 9  15.261248017338245 BM25
47 Q0 CACM-2976 10  15.244646389888263 BM25
47 Q0 CACM-1032 11  15.200208569233844 BM25
47 Q0 CACM-3134 12  14.993684006725465 BM25
47 Q0 CACM-1236 13  14.87235155416997 BM25
47 Q0 CACM-2318 14  14.83857998718421 BM25
47 Q0 CACM-2516 15  14.649701050714665 BM25
47 Q0 CACM-2552 16  14.577678158780639 BM25
47 Q0 CACM-0275 17  14.38731373590352 BM25
47 Q0 CACM-2979 18  14.192393522123234 BM25
47 Q0 CACM-2598 19  14.006455749070856 BM25
47 Q0 CACM-1506 20  13.894131875508378 BM25
47 Q0 CACM-2307 21  13.788239736056038 BM25
47 Q0 CACM-1935 22  13.754925959016955 BM25
47 Q0 CACM-1194 23  13.681810852802686 BM25
47 Q0 CACM-2070 24  13.569847193886126 BM25
47 Q0 CACM-2970 25  13.418750692616324 BM25
47 Q0 CACM-1359 26  13.392804328234543 BM25
47 Q0 CACM-0891 27  13.282660645882675 BM25
47 Q0 CACM-2293 28  13.274517872045589 BM25
47 Q0 CACM-2882 29  13.122574286257235 BM25
47 Q0 CACM-2947 30  13.017648128122458 BM25
47 Q0 CACM-2157 31  12.986104615111248 BM25
47 Q0 CACM-2848 32  12.971332030563708 BM25
47 Q0 CACM-1680 33  12.913516840682085 BM25
47 Q0 CACM-2711 34  12.778799770738889 BM25
47 Q0 CACM-1681 35  12.613791987839232 BM25
47 Q0 CACM-1830 36  12.5434330513967 BM25
47 Q0 CACM-2394 37  12.489737850365001 BM25
47 Q0 CACM-2722 38  12.382429184516472 BM25
47 Q0 CACM-2726 39  12.313810257831964 BM25
47 Q0 CACM-1908 40  11.95436959807804 BM25
47 Q0 CACM-1927 41  11.834535716210956 BM25
47 Q0 CACM-0239 42  11.69019731544434 BM25
47 Q0 CACM-2547 43  11.540922450889182 BM25
47 Q0 CACM-2965 44  11.521090528674396 BM25
47 Q0 CACM-2532 45  11.489220176005942 BM25
47 Q0 CACM-2046 46  11.462939635233727 BM25
47 Q0 CACM-3168 47  11.441677503683465 BM25
47 Q0 CACM-2114 48  11.428922127444238 BM25
47 Q0 CACM-0292 49  11.325179966486399 BM25
47 Q0 CACM-3169 50  11.286091080540928 BM25
47 Q0 CACM-2370 51  11.251850903509023 BM25
47 Q0 CACM-2832 52  11.228966208865375 BM25
47 Q0 CACM-0944 53  11.149239395886681 BM25
47 Q0 CACM-2372 54  11.021164540585879 BM25
47 Q0 CACM-1698 55  10.906472945347117 BM25
47 Q0 CACM-1115 56  10.867972049713387 BM25
47 Q0 CACM-1271 57  10.823835297474035 BM25
47 Q0 CACM-2631 58  10.821731497651763 BM25
47 Q0 CACM-1652 59  10.817453310298408 BM25
47 Q0 CACM-2781 60  10.798776674504408 BM25
47 Q0 CACM-2765 61  10.772139802061481 BM25
47 Q0 CACM-2140 62  10.740985242839336 BM25
47 Q0 CACM-1684 63  10.732485352373741 BM25
47 Q0 CACM-2412 64  10.71333093765984 BM25
47 Q0 CACM-2453 65  10.692633886762215 BM25
47 Q0 CACM-0440 66  10.663188962532166 BM25
47 Q0 CACM-1831 67  10.657108986991702 BM25
47 Q0 CACM-0798 68  10.64835963125311 BM25
47 Q0 CACM-2988 69  10.593332535435108 BM25
47 Q0 CACM-1527 70  10.560771407072908 BM25
47 Q0 CACM-2742 71  10.510987602863947 BM25
47 Q0 CACM-1457 72  10.50295256165765 BM25
47 Q0 CACM-1938 73  10.464884393316803 BM25
47 Q0 CACM-2561 74  10.438387509885317 BM25
47 Q0 CACM-2530 75  10.433655309099734 BM25
47 Q0 CACM-1524 76  10.327382772933372 BM25
47 Q0 CACM-1651 77  10.31046439315027 BM25
47 Q0 CACM-3095 78  10.040767149425506 BM25
47 Q0 CACM-1514 79  9.939622098108774 BM25
47 Q0 CACM-3070 80  9.892215428831062 BM25
47 Q0 CACM-3113 81  9.890417620593917 BM25
47 Q0 CACM-2577 82  9.776109155317869 BM25
47 Q0 CACM-2263 83  9.772917880111338 BM25
47 Q0 CACM-0651 84  9.665250480729183 BM25
47 Q0 CACM-2092 85  9.639099794383004 BM25
47 Q0 CACM-1627 86  9.632924438987295 BM25
47 Q0 CACM-2984 87  9.631768533527051 BM25
47 Q0 CACM-1725 88  9.600830162308446 BM25
47 Q0 CACM-2176 89  9.572928988194972 BM25
47 Q0 CACM-3033 90  9.496337317268305 BM25
47 Q0 CACM-2575 91  9.448240220901933 BM25
47 Q0 CACM-2978 92  9.421055247697916 BM25
47 Q0 CACM-2991 93  9.40634052001907 BM25
47 Q0 CACM-1267 94  9.332890528273143 BM25
47 Q0 CACM-1172 95  9.310579177589704 BM25
47 Q0 CACM-2622 96  9.210086897379432 BM25
47 Q0 CACM-1976 97  9.146975610707086 BM25
47 Q0 CACM-2437 98  9.019993380145078 BM25
47 Q0 CACM-3087 99  9.017904644700852 BM25
47 Q0 CACM-2535 100  9.01774911249343 BM25
