42 Q0 CACM-1653 1  15.641718423202406 BM25
42 Q0 CACM-2318 2  15.107882952789794 BM25
42 Q0 CACM-2984 3  12.968598792906471 BM25
42 Q0 CACM-2542 4  12.752121789438316 BM25
42 Q0 CACM-2319 5  12.4646156551717 BM25
42 Q0 CACM-3089 6  12.261777827096516 BM25
42 Q0 CACM-3048 7  11.617373422473053 BM25
42 Q0 CACM-3119 8  11.496886371505358 BM25
42 Q0 CACM-2894 9  11.428909843910064 BM25
42 Q0 CACM-2268 10  10.737160003085709 BM25
42 Q0 CACM-1827 11  10.544944694631004 BM25
42 Q0 CACM-3070 12  10.510828965526757 BM25
42 Q0 CACM-2452 13  10.499322526587774 BM25
42 Q0 CACM-1908 14  10.21959091671633 BM25
42 Q0 CACM-2990 15  10.171974907610707 BM25
42 Q0 CACM-2812 16  10.024312952821568 BM25
42 Q0 CACM-2634 17  9.844778098689781 BM25
42 Q0 CACM-1938 18  9.843472196566175 BM25
42 Q0 CACM-2741 19  9.640115420222648 BM25
42 Q0 CACM-1931 20  9.612521815644278 BM25
42 Q0 CACM-2437 21  9.489352826053484 BM25
42 Q0 CACM-1719 22  9.468396595361225 BM25
42 Q0 CACM-1792 23  9.467529392853034 BM25
42 Q0 CACM-2344 24  9.40639430604218 BM25
42 Q0 CACM-1805 25  9.137650190778963 BM25
42 Q0 CACM-2882 26  9.128899844058209 BM25
42 Q0 CACM-2375 27  9.048881617324335 BM25
42 Q0 CACM-2571 28  8.994428263593507 BM25
42 Q0 CACM-2892 29  8.846346118099916 BM25
42 Q0 CACM-2988 30  8.806916728902895 BM25
42 Q0 CACM-2535 31  8.575570058117508 BM25
42 Q0 CACM-3091 32  8.46828195295833 BM25
42 Q0 CACM-2798 33  8.451002107698116 BM25
42 Q0 CACM-0893 34  8.418113578961849 BM25
42 Q0 CACM-2017 35  8.3864514436591 BM25
42 Q0 CACM-0040 36  8.089962972156147 BM25
42 Q0 CACM-2679 37  8.017664795802013 BM25
42 Q0 CACM-2902 38  8.004640647968625 BM25
42 Q0 CACM-2716 39  7.967617843338119 BM25
42 Q0 CACM-1518 40  7.928906131399824 BM25
42 Q0 CACM-1973 41  7.914205005249507 BM25
42 Q0 CACM-1267 42  7.894533931583883 BM25
42 Q0 CACM-2765 43  7.8090971229726165 BM25
42 Q0 CACM-1529 44  7.744993528673448 BM25
42 Q0 CACM-1542 45  7.557067988562048 BM25
42 Q0 CACM-2862 46  7.4783308268134325 BM25
42 Q0 CACM-1032 47  7.465475554565146 BM25
42 Q0 CACM-2967 48  7.360776095146877 BM25
42 Q0 CACM-0462 49  7.320087560052938 BM25
42 Q0 CACM-2991 50  7.254521662733096 BM25
42 Q0 CACM-1534 51  7.223323802135393 BM25
42 Q0 CACM-1689 52  7.20197906070354 BM25
42 Q0 CACM-2951 53  7.191674807769341 BM25
42 Q0 CACM-3028 54  7.187651897961473 BM25
42 Q0 CACM-2976 55  7.175941090724915 BM25
42 Q0 CACM-1940 56  7.165677569011756 BM25
42 Q0 CACM-2298 57  7.157922513828475 BM25
42 Q0 CACM-1620 58  7.150758513783703 BM25
42 Q0 CACM-1526 59  7.130895911466181 BM25
42 Q0 CACM-2849 60  7.035175332407728 BM25
42 Q0 CACM-2522 61  7.0309972093458475 BM25
42 Q0 CACM-2886 62  7.0106032437742005 BM25
42 Q0 CACM-2719 63  6.997327022417753 BM25
42 Q0 CACM-2720 64  6.947792074748108 BM25
42 Q0 CACM-1030 65  6.913474718372755 BM25
42 Q0 CACM-1028 66  6.842575429968654 BM25
42 Q0 CACM-0096 67  6.74132075525824 BM25
42 Q0 CACM-1270 68  6.74132075525824 BM25
42 Q0 CACM-2217 69  6.7235182108850005 BM25
42 Q0 CACM-3072 70  6.692556008837979 BM25
42 Q0 CACM-3088 71  6.690784608198006 BM25
42 Q0 CACM-2669 72  6.6469040423167485 BM25
42 Q0 CACM-3187 73  6.624221824272529 BM25
42 Q0 CACM-0591 74  6.611975489587421 BM25
42 Q0 CACM-2016 75  6.596935466342488 BM25
42 Q0 CACM-2203 76  6.581553833244427 BM25
42 Q0 CACM-1926 77  6.580906808287688 BM25
42 Q0 CACM-3020 78  6.572202688696551 BM25
42 Q0 CACM-2859 79  6.543334597615604 BM25
42 Q0 CACM-0671 80  6.5321808115978675 BM25
42 Q0 CACM-3044 81  6.4247605247822515 BM25
42 Q0 CACM-1536 82  6.34253294288857 BM25
42 Q0 CACM-2151 83  6.309641642437106 BM25
42 Q0 CACM-3176 84  6.2212576555406205 BM25
42 Q0 CACM-2494 85  6.206978053198867 BM25
42 Q0 CACM-2317 86  6.205436605676956 BM25
42 Q0 CACM-1278 87  6.1850182891747565 BM25
42 Q0 CACM-2852 88  6.172508175255519 BM25
42 Q0 CACM-0436 89  6.168400897833919 BM25
42 Q0 CACM-2048 90  6.132727097472115 BM25
42 Q0 CACM-3136 91  6.123735832683245 BM25
42 Q0 CACM-3058 92  6.092703290649988 BM25
42 Q0 CACM-1029 93  6.082349817750324 BM25
42 Q0 CACM-1699 94  6.070631920647362 BM25
42 Q0 CACM-2734 95  6.040346475310216 BM25
42 Q0 CACM-2454 96  6.010164688537545 BM25
42 Q0 CACM-2451 97  5.973498152039919 BM25
42 Q0 CACM-1750 98  5.957128099118522 BM25
42 Q0 CACM-2601 99  5.95549626176305 BM25
42 Q0 CACM-2683 100  5.9341607335623285 BM25
