63 Q0 CACM-3075 1  32.76104800458752 BM25
63 Q0 CACM-2973 2  32.532427419257 BM25
63 Q0 CACM-2266 3  31.03542093584197 BM25
63 Q0 CACM-2289 4  28.22429039415895 BM25
63 Q0 CACM-1601 5  27.88143187185669 BM25
63 Q0 CACM-2896 6  26.55405874268036 BM25
63 Q0 CACM-1468 7  26.49262364064608 BM25
63 Q0 CACM-2557 8  26.484519330712207 BM25
63 Q0 CACM-1158 9  26.38612408232709 BM25
63 Q0 CACM-1795 10  26.126470457781675 BM25
63 Q0 CACM-2685 11  26.112372471353662 BM25
63 Q0 CACM-0950 12  26.111830772077674 BM25
63 Q0 CACM-3156 13  25.925811427594024 BM25
63 Q0 CACM-2785 14  25.84693280448269 BM25
63 Q0 CACM-3059 15  25.805284090158136 BM25
63 Q0 CACM-2714 16  25.105369220070237 BM25
63 Q0 CACM-2895 17  24.95869892024974 BM25
63 Q0 CACM-2570 18  24.698528152624387 BM25
63 Q0 CACM-1828 19  24.64588272396154 BM25
63 Q0 CACM-1262 20  24.423559835414153 BM25
63 Q0 CACM-2433 21  24.12250839269331 BM25
63 Q0 CACM-2838 22  23.979657704811483 BM25
63 Q0 CACM-1367 23  23.363944873258884 BM25
63 Q0 CACM-1811 24  22.984952822445663 BM25
63 Q0 CACM-2851 25  22.979481494231862 BM25
63 Q0 CACM-2865 26  22.636512355993883 BM25
63 Q0 CACM-2342 27  22.476284313373622 BM25
63 Q0 CACM-2700 28  22.408732237442642 BM25
63 Q0 CACM-1957 29  22.32359512593413 BM25
63 Q0 CACM-2401 30  22.29140234692703 BM25
63 Q0 CACM-2114 31  21.835449347606115 BM25
63 Q0 CACM-1302 32  21.512152202381365 BM25
63 Q0 CACM-1536 33  21.019546329398327 BM25
63 Q0 CACM-1569 34  20.72698795429438 BM25
63 Q0 CACM-3166 35  20.282697801003252 BM25
63 Q0 CACM-2195 36  20.235934365322795 BM25
63 Q0 CACM-2723 37  19.57190083186533 BM25
63 Q0 CACM-1747 38  19.132827539316978 BM25
63 Q0 CACM-2884 39  19.094772073801625 BM25
63 Q0 CACM-2692 40  19.042698485723403 BM25
63 Q0 CACM-1471 41  18.958899671182692 BM25
63 Q0 CACM-3073 42  18.843541499125518 BM25
63 Q0 CACM-2263 43  18.482015824354416 BM25
63 Q0 CACM-2950 44  18.324580725341793 BM25
63 Q0 CACM-0320 45  18.23977485768274 BM25
63 Q0 CACM-1411 46  18.22595760734994 BM25
63 Q0 CACM-2490 47  17.993698847790352 BM25
63 Q0 CACM-2819 48  17.92797336473553 BM25
63 Q0 CACM-2952 49  17.909422705502767 BM25
63 Q0 CACM-3131 50  17.853183088111468 BM25
63 Q0 CACM-2175 51  17.689231809435032 BM25
63 Q0 CACM-1603 52  17.53410522655934 BM25
63 Q0 CACM-1658 53  17.440951502321248 BM25
63 Q0 CACM-2898 54  17.42197921384598 BM25
63 Q0 CACM-2080 55  17.369120946287715 BM25
63 Q0 CACM-1551 56  17.303547916853088 BM25
63 Q0 CACM-2767 57  17.282323323434603 BM25
63 Q0 CACM-1959 58  17.192685470439873 BM25
63 Q0 CACM-0141 59  17.031677034817914 BM25
63 Q0 CACM-2325 60  17.020379279617334 BM25
63 Q0 CACM-1008 61  16.952324301952537 BM25
63 Q0 CACM-1554 62  16.835332024226382 BM25
63 Q0 CACM-1846 63  16.780439562361668 BM25
63 Q0 CACM-2679 64  16.771058550908606 BM25
63 Q0 CACM-0392 65  16.769808550411366 BM25
63 Q0 CACM-2337 66  16.76860932379929 BM25
63 Q0 CACM-2135 67  16.537506577304235 BM25
63 Q0 CACM-2968 68  16.462586710323507 BM25
63 Q0 CACM-2426 69  16.42242865284728 BM25
63 Q0 CACM-2283 70  16.378569215521143 BM25
63 Q0 CACM-2276 71  16.29799363683476 BM25
63 Q0 CACM-2627 72  16.267803788878446 BM25
63 Q0 CACM-1613 73  16.25874257732713 BM25
63 Q0 CACM-1200 74  16.21456554376649 BM25
63 Q0 CACM-3006 75  16.13744458276166 BM25
63 Q0 CACM-2454 76  15.942236289749316 BM25
63 Q0 CACM-1924 77  15.918256603949672 BM25
63 Q0 CACM-2182 78  15.913445188406858 BM25
63 Q0 CACM-2226 79  15.89084078000532 BM25
63 Q0 CACM-2060 80  15.725981896321912 BM25
63 Q0 CACM-2630 81  15.71318182281983 BM25
63 Q0 CACM-2740 82  15.668318841272853 BM25
63 Q0 CACM-2863 83  15.658567975863763 BM25
63 Q0 CACM-0409 84  15.649249044957852 BM25
63 Q0 CACM-2200 85  15.407974866215476 BM25
63 Q0 CACM-2932 86  15.37487467040454 BM25
63 Q0 CACM-1392 87  15.35616238198512 BM25
63 Q0 CACM-2828 88  15.348819978769658 BM25
63 Q0 CACM-2146 89  15.324432664741757 BM25
63 Q0 CACM-3032 90  15.151320903208065 BM25
63 Q0 CACM-2727 91  15.119346184606894 BM25
63 Q0 CACM-2273 92  15.072888031819613 BM25
63 Q0 CACM-3038 93  15.03917202179049 BM25
63 Q0 CACM-2997 94  15.015593083497581 BM25
63 Q0 CACM-3044 95  14.978224351854477 BM25
63 Q0 CACM-1409 96  14.942662073449437 BM25
63 Q0 CACM-1171 97  14.891805936151444 BM25
63 Q0 CACM-2030 98  14.83542949738528 BM25
63 Q0 CACM-2081 99  14.790834158361577 BM25
63 Q0 CACM-0371 100  14.720464822022361 BM25
