36 Q0 CACM-2030 1  16.22574259004486 BM25
36 Q0 CACM-2301 2  14.544910650996048 BM25
36 Q0 CACM-1989 3  13.73245476455591 BM25
36 Q0 CACM-2110 4  12.9756050798719 BM25
36 Q0 CACM-1012 5  12.766690098446329 BM25
36 Q0 CACM-1612 6  12.744125302130838 BM25
36 Q0 CACM-2739 7  12.285521931389972 BM25
36 Q0 CACM-2581 8  12.255460559572636 BM25
36 Q0 CACM-2050 9  12.219009726719523 BM25
36 Q0 CACM-2112 10  11.71948257158521 BM25
36 Q0 CACM-1265 11  11.558040059172871 BM25
36 Q0 CACM-2794 12  11.30522173870186 BM25
36 Q0 CACM-1787 13  11.01821995413599 BM25
36 Q0 CACM-2754 14  10.830247617621069 BM25
36 Q0 CACM-1548 15  10.805158225298769 BM25
36 Q0 CACM-1825 16  10.378719150009111 BM25
36 Q0 CACM-3176 17  10.346713121481027 BM25
36 Q0 CACM-1855 18  10.297114352000275 BM25
36 Q0 CACM-2811 19  10.274661439311327 BM25
36 Q0 CACM-3045 20  10.153182581407819 BM25
36 Q0 CACM-2836 21  10.02486660158041 BM25
36 Q0 CACM-2492 22  9.938341308316437 BM25
36 Q0 CACM-1350 23  9.89722708386427 BM25
36 Q0 CACM-1836 24  9.888825789460912 BM25
36 Q0 CACM-2733 25  9.85616942487473 BM25
36 Q0 CACM-2698 26  9.670075544641659 BM25
36 Q0 CACM-3094 27  9.526781838358747 BM25
36 Q0 CACM-3093 28  9.408484558736788 BM25
36 Q0 CACM-2061 29  9.285192483326693 BM25
36 Q0 CACM-1455 30  9.215834134604266 BM25
36 Q0 CACM-2982 31  9.173370639688093 BM25
36 Q0 CACM-2423 32  9.148279870088642 BM25
36 Q0 CACM-1527 33  9.069384395040448 BM25
36 Q0 CACM-2545 34  8.990730104490996 BM25
36 Q0 CACM-1395 35  8.869983830077071 BM25
36 Q0 CACM-2310 36  8.487502340601086 BM25
36 Q0 CACM-2340 37  8.417494448011187 BM25
36 Q0 CACM-2708 38  8.227875019146335 BM25
36 Q0 CACM-2113 39  8.159158269844417 BM25
36 Q0 CACM-1162 40  8.09688823413641 BM25
36 Q0 CACM-1988 41  7.907014886291645 BM25
36 Q0 CACM-1454 42  7.707208200613038 BM25
36 Q0 CACM-2643 43  7.631243712396882 BM25
36 Q0 CACM-2252 44  7.56203214273499 BM25
36 Q0 CACM-2906 45  7.561797433363218 BM25
36 Q0 CACM-2546 46  7.559773481268255 BM25
36 Q0 CACM-2886 47  7.545648776997805 BM25
36 Q0 CACM-2179 48  7.5209606107744005 BM25
36 Q0 CACM-2059 49  7.417060618343318 BM25
36 Q0 CACM-2138 50  7.395419806292656 BM25
36 Q0 CACM-2091 51  7.3934219466093385 BM25
36 Q0 CACM-2785 52  7.359422189443186 BM25
36 Q0 CACM-2703 53  7.317749748527752 BM25
36 Q0 CACM-1885 54  7.277083956292934 BM25
36 Q0 CACM-0644 55  7.244920996897544 BM25
36 Q0 CACM-1852 56  7.2388599050053415 BM25
36 Q0 CACM-1496 57  7.160358177443451 BM25
36 Q0 CACM-2971 58  7.039398121091079 BM25
36 Q0 CACM-2786 59  7.007259699674076 BM25
36 Q0 CACM-3087 60  6.996943366151222 BM25
36 Q0 CACM-3198 61  6.930421070017252 BM25
36 Q0 CACM-1549 62  6.912021065091832 BM25
36 Q0 CACM-2954 63  6.908906069778895 BM25
36 Q0 CACM-1959 64  6.88822981550677 BM25
36 Q0 CACM-1145 65  6.869494486053876 BM25
36 Q0 CACM-1768 66  6.868605312409853 BM25
36 Q0 CACM-1622 67  6.848990679148596 BM25
36 Q0 CACM-3100 68  6.842064661715661 BM25
36 Q0 CACM-3184 69  6.839113278745649 BM25
36 Q0 CACM-2230 70  6.824146068082518 BM25
36 Q0 CACM-0082 71  6.704544517214248 BM25
36 Q0 CACM-0679 72  6.690686308426912 BM25
36 Q0 CACM-1486 73  6.608413563579665 BM25
36 Q0 CACM-1504 74  6.595281382521656 BM25
36 Q0 CACM-2702 75  6.579381809516338 BM25
36 Q0 CACM-2717 76  6.578078269052188 BM25
36 Q0 CACM-1084 77  6.498217230217915 BM25
36 Q0 CACM-3132 78  6.497414003491473 BM25
36 Q0 CACM-0778 79  6.4958013643205685 BM25
36 Q0 CACM-1856 80  6.468204445677651 BM25
36 Q0 CACM-2406 81  6.452829054487834 BM25
36 Q0 CACM-0354 82  6.448413769111331 BM25
36 Q0 CACM-2246 83  6.445078396128621 BM25
36 Q0 CACM-2060 84  6.418682836996607 BM25
36 Q0 CACM-2873 85  6.377399812284921 BM25
36 Q0 CACM-1170 86  6.363814898926428 BM25
36 Q0 CACM-1818 87  6.350960341036352 BM25
36 Q0 CACM-2915 88  6.340430518230622 BM25
36 Q0 CACM-1902 89  6.335079715969579 BM25
36 Q0 CACM-1484 90  6.331093248243645 BM25
36 Q0 CACM-1602 91  6.321161981834288 BM25
36 Q0 CACM-2994 92  6.314184099619888 BM25
36 Q0 CACM-2898 93  6.299541761463343 BM25
36 Q0 CACM-1453 94  6.293073749040831 BM25
36 Q0 CACM-1693 95  6.274021953657989 BM25
36 Q0 CACM-2556 96  6.2474943540330345 BM25
36 Q0 CACM-2895 97  6.234147595075065 BM25
36 Q0 CACM-2812 98  6.223784282720574 BM25
36 Q0 CACM-2127 99  6.18833463145642 BM25
36 Q0 CACM-1179 100  6.1639098484119845 BM25
