33 Q0 CACM-2805 1  53.417640289825485 BM25
33 Q0 CACM-2697 2  44.38292401892869 BM25
33 Q0 CACM-2554 3  43.622357441335865 BM25
33 Q0 CACM-2047 4  43.226874278021654 BM25
33 Q0 CACM-1954 5  41.46105611542863 BM25
33 Q0 CACM-2043 6  41.46105611542863 BM25
33 Q0 CACM-2284 7  40.7696106788226 BM25
33 Q0 CACM-2695 8  38.41247122394061 BM25
33 Q0 CACM-2281 9  38.352536830265 BM25
33 Q0 CACM-2081 10  38.19805004093683 BM25
33 Q0 CACM-2335 11  38.04495821352886 BM25
33 Q0 CACM-1501 12  37.029071268581845 BM25
33 Q0 CACM-3152 13  36.871652907836875 BM25
33 Q0 CACM-1963 14  36.744933636304 BM25
33 Q0 CACM-2806 15  36.60701617646151 BM25
33 Q0 CACM-1347 16  36.563282084647945 BM25
33 Q0 CACM-3016 17  36.544625832699175 BM25
33 Q0 CACM-3085 18  36.119346526970574 BM25
33 Q0 CACM-0070 19  35.90679768295031 BM25
33 Q0 CACM-1423 20  35.72559176324366 BM25
33 Q0 CACM-2809 21  35.06590738376883 BM25
33 Q0 CACM-2177 22  33.67075615251167 BM25
33 Q0 CACM-1809 23  33.31895124974589 BM25
33 Q0 CACM-2807 24  33.08814320669987 BM25
33 Q0 CACM-2000 25  32.84393278769021 BM25
33 Q0 CACM-1116 26  32.77750849763359 BM25
33 Q0 CACM-2134 27  32.759478813409096 BM25
33 Q0 CACM-1614 28  32.64843098165659 BM25
33 Q0 CACM-1998 29  31.79636193131495 BM25
33 Q0 CACM-3115 30  31.669599491203606 BM25
33 Q0 CACM-1636 31  31.101417790141177 BM25
33 Q0 CACM-1143 32  30.999935124859675 BM25
33 Q0 CACM-2544 33  30.97830041536413 BM25
33 Q0 CACM-2787 34  30.35235676490933 BM25
33 Q0 CACM-1707 35  30.346088914070858 BM25
33 Q0 CACM-1766 36  29.892440945112497 BM25
33 Q0 CACM-2186 37  29.68831854552056 BM25
33 Q0 CACM-2213 38  29.590937174723756 BM25
33 Q0 CACM-0497 39  29.475824291054174 BM25
33 Q0 CACM-1787 40  29.336238904841473 BM25
33 Q0 CACM-3153 41  29.279708705572606 BM25
33 Q0 CACM-1692 42  29.2092513819095 BM25
33 Q0 CACM-0441 43  28.925124687064255 BM25
33 Q0 CACM-1457 44  28.917250126799107 BM25
33 Q0 CACM-3200 45  28.836327252875066 BM25
33 Q0 CACM-1047 46  28.569324766391528 BM25
33 Q0 CACM-1353 47  28.4990627738184 BM25
33 Q0 CACM-1285 48  27.9205892460679 BM25
33 Q0 CACM-2887 49  27.918356486855846 BM25
33 Q0 CACM-1441 50  27.798277371014585 BM25
33 Q0 CACM-0495 51  27.730441154807128 BM25
33 Q0 CACM-2133 52  27.53010883885879 BM25
33 Q0 CACM-2837 53  27.513868930323213 BM25
33 Q0 CACM-1859 54  27.430911717433503 BM25
33 Q0 CACM-2567 55  27.267454460174786 BM25
33 Q0 CACM-1147 56  27.254867801844426 BM25
33 Q0 CACM-2226 57  26.926502898802156 BM25
33 Q0 CACM-3086 58  26.898044008225746 BM25
33 Q0 CACM-3059 59  26.876408176472417 BM25
33 Q0 CACM-2355 60  26.765794464538338 BM25
33 Q0 CACM-0758 61  26.64536039703522 BM25
33 Q0 CACM-3138 62  26.418623129770637 BM25
33 Q0 CACM-1709 63  26.403070361491935 BM25
33 Q0 CACM-1727 64  26.32329396472664 BM25
33 Q0 CACM-1807 65  26.305164802697323 BM25
33 Q0 CACM-1916 66  26.27066769990433 BM25
33 Q0 CACM-0537 67  26.268595808286232 BM25
33 Q0 CACM-2233 68  26.259252893799637 BM25
33 Q0 CACM-1968 69  26.23053952076526 BM25
33 Q0 CACM-1046 70  26.19657521696609 BM25
33 Q0 CACM-1334 71  26.028968450172897 BM25
33 Q0 CACM-1930 72  25.935248178036073 BM25
33 Q0 CACM-2855 73  25.895363011349602 BM25
33 Q0 CACM-2778 74  25.893406629456408 BM25
33 Q0 CACM-2998 75  25.83325907726481 BM25
33 Q0 CACM-2986 76  25.72432751642839 BM25
33 Q0 CACM-1847 77  25.708765854634485 BM25
33 Q0 CACM-2488 78  25.625890219453474 BM25
33 Q0 CACM-0848 79  25.5870038417738 BM25
33 Q0 CACM-1369 80  25.586806965270487 BM25
33 Q0 CACM-1350 81  25.5520352689155 BM25
33 Q0 CACM-1014 82  25.493000598539385 BM25
33 Q0 CACM-2369 83  25.465044412415416 BM25
33 Q0 CACM-0397 84  25.417116998595315 BM25
33 Q0 CACM-1622 85  25.39148242664927 BM25
33 Q0 CACM-2557 86  25.289712114085475 BM25
33 Q0 CACM-2031 87  25.28816249647834 BM25
33 Q0 CACM-2841 88  25.28777651829333 BM25
33 Q0 CACM-1401 89  25.24158404700784 BM25
33 Q0 CACM-1647 90  25.199937202239894 BM25
33 Q0 CACM-1905 91  25.18478573074169 BM25
33 Q0 CACM-1887 92  25.139815828274056 BM25
33 Q0 CACM-1610 93  25.05611178305398 BM25
33 Q0 CACM-1672 94  25.05521071485569 BM25
33 Q0 CACM-1274 95  25.034953013305092 BM25
33 Q0 CACM-2780 96  24.9576971910648 BM25
33 Q0 CACM-2513 97  24.940438664803043 BM25
33 Q0 CACM-1404 98  24.917923406598632 BM25
33 Q0 CACM-1924 99  24.896617749449472 BM25
33 Q0 CACM-2929 100  24.853856828110693 BM25
