39 Q0 CACM-2651 1  54.58477987721716 BM25
39 Q0 CACM-3105 2  46.35004668795882 BM25
39 Q0 CACM-2940 3  44.000492051616874 BM25
39 Q0 CACM-2956 4  42.392115927455 BM25
39 Q0 CACM-2958 5  37.75953524851836 BM25
39 Q0 CACM-2470 6  37.28163470510573 BM25
39 Q0 CACM-1861 7  37.00487228952075 BM25
39 Q0 CACM-3103 8  35.20775053101057 BM25
39 Q0 CACM-2957 9  35.10499375831251 BM25
39 Q0 CACM-2254 10  34.68269524754168 BM25
39 Q0 CACM-1614 11  34.59759037621691 BM25
39 Q0 CACM-2941 12  34.23600742533767 BM25
39 Q0 CACM-2939 13  33.79449588060223 BM25
39 Q0 CACM-2265 14  33.15302601803893 BM25
39 Q0 CACM-2705 15  32.57308421703089 BM25
39 Q0 CACM-3031 16  30.68325041387343 BM25
39 Q0 CACM-2082 17  29.36238422447873 BM25
39 Q0 CACM-1678 18  29.075387204754456 BM25
39 Q0 CACM-0867 19  28.69136847825906 BM25
39 Q0 CACM-2937 20  28.24553536348168 BM25
39 Q0 CACM-2931 21  28.205061342679826 BM25
39 Q0 CACM-2341 22  27.758698344025362 BM25
39 Q0 CACM-1835 23  27.71795856920944 BM25
39 Q0 CACM-1463 24  27.61289547539926 BM25
39 Q0 CACM-2051 25  27.231595264652817 BM25
39 Q0 CACM-1098 26  27.151298636549978 BM25
39 Q0 CACM-1379 27  27.096047822806188 BM25
39 Q0 CACM-2603 28  27.046391346521908 BM25
39 Q0 CACM-2558 29  26.670280940713063 BM25
39 Q0 CACM-2305 30  25.692286869496243 BM25
39 Q0 CACM-2632 31  25.58983434536214 BM25
39 Q0 CACM-1491 32  25.53753005984479 BM25
39 Q0 CACM-1366 33  25.455297266732238 BM25
39 Q0 CACM-1469 34  25.416218860497853 BM25
39 Q0 CACM-1625 35  25.403776756086934 BM25
39 Q0 CACM-1902 36  25.328868385062314 BM25
39 Q0 CACM-2406 37  25.197895502868715 BM25
39 Q0 CACM-3101 38  25.01395867148939 BM25
39 Q0 CACM-3066 39  24.681107312133978 BM25
39 Q0 CACM-2264 40  24.539834044517093 BM25
39 Q0 CACM-2317 41  24.43112506017826 BM25
39 Q0 CACM-2002 42  24.412723127136488 BM25
39 Q0 CACM-1474 43  24.214557728316922 BM25
39 Q0 CACM-2684 44  24.15994666994594 BM25
39 Q0 CACM-2546 45  24.136624808923898 BM25
39 Q0 CACM-3071 46  23.690759066246393 BM25
39 Q0 CACM-1911 47  23.61429968579485 BM25
39 Q0 CACM-2645 48  23.598528464164712 BM25
39 Q0 CACM-1237 49  23.31363119123465 BM25
39 Q0 CACM-1693 50  23.273990064813695 BM25
39 Q0 CACM-2886 51  23.258828044063474 BM25
39 Q0 CACM-1112 52  23.148772697285715 BM25
39 Q0 CACM-2252 53  23.12025025066782 BM25
39 Q0 CACM-2078 54  23.08191721247624 BM25
39 Q0 CACM-3198 55  22.99168796746929 BM25
39 Q0 CACM-2198 56  22.85428895403922 BM25
39 Q0 CACM-2178 57  22.818419738016793 BM25
39 Q0 CACM-2887 58  22.804977471533455 BM25
39 Q0 CACM-1467 59  22.76387451215839 BM25
39 Q0 CACM-0464 60  22.754100334547758 BM25
39 Q0 CACM-1457 61  22.712601066579357 BM25
39 Q0 CACM-2126 62  22.60308919588557 BM25
39 Q0 CACM-1180 63  22.58595651570889 BM25
39 Q0 CACM-1470 64  22.58008993406647 BM25
39 Q0 CACM-2652 65  22.512442957037006 BM25
39 Q0 CACM-2299 66  22.385468082261603 BM25
39 Q0 CACM-0655 67  22.327763550137234 BM25
39 Q0 CACM-3142 68  22.320697126008533 BM25
39 Q0 CACM-1282 69  22.29566050720023 BM25
39 Q0 CACM-2138 70  22.266340434997524 BM25
39 Q0 CACM-3150 71  22.119914362397264 BM25
39 Q0 CACM-1459 72  22.062571487482327 BM25
39 Q0 CACM-3030 73  22.052463318614166 BM25
39 Q0 CACM-2699 74  21.88004672788839 BM25
39 Q0 CACM-2081 75  21.819613716635605 BM25
39 Q0 CACM-3006 76  21.740704835791355 BM25
39 Q0 CACM-2717 77  21.475161945536655 BM25
39 Q0 CACM-1485 78  21.41848568126758 BM25
39 Q0 CACM-0205 79  21.356143360613384 BM25
39 Q0 CACM-2320 80  21.3299261742463 BM25
39 Q0 CACM-1588 81  21.28194730592002 BM25
39 Q0 CACM-1703 82  21.17570099120288 BM25
39 Q0 CACM-3185 83  21.165677351603545 BM25
39 Q0 CACM-1852 84  21.152385402289458 BM25
39 Q0 CACM-1626 85  21.131105897873564 BM25
39 Q0 CACM-3002 86  21.09117858102345 BM25
39 Q0 CACM-1200 87  21.09036427139557 BM25
39 Q0 CACM-1482 88  21.038486767747727 BM25
39 Q0 CACM-0949 89  20.906878958620428 BM25
39 Q0 CACM-2527 90  20.868762733845905 BM25
39 Q0 CACM-1543 91  20.80342202128658 BM25
39 Q0 CACM-2722 92  20.80333613101486 BM25
39 Q0 CACM-1265 93  20.797080423609852 BM25
39 Q0 CACM-0321 94  20.766287056524078 BM25
39 Q0 CACM-0618 95  20.5597488063942 BM25
39 Q0 CACM-2289 96  20.531899087680387 BM25
39 Q0 CACM-2810 97  20.520769507091433 BM25
39 Q0 CACM-1143 98  20.511344044289714 BM25
39 Q0 CACM-2152 99  20.492025400654885 BM25
39 Q0 CACM-3148 100  20.479602681280976 BM25
