15 Q0 CACM-3125 1  23.41458965829237 BM25
15 Q0 CACM-1947 2  22.817345082939124 BM25
15 Q0 CACM-2835 3  22.54187331312797 BM25
15 Q0 CACM-1807 4  21.866644926559545 BM25
15 Q0 CACM-2616 5  21.80817144835725 BM25
15 Q0 CACM-1231 6  21.357468866125593 BM25
15 Q0 CACM-2344 7  20.687647260573716 BM25
15 Q0 CACM-2195 8  20.607875377927368 BM25
15 Q0 CACM-3080 9  20.285423556164943 BM25
15 Q0 CACM-2929 10  20.084444260912207 BM25
15 Q0 CACM-1795 11  20.074606064096564 BM25
15 Q0 CACM-2701 12  19.967620024338785 BM25
15 Q0 CACM-2716 13  19.07821505105671 BM25
15 Q0 CACM-3054 14  18.869977934696994 BM25
15 Q0 CACM-1676 15  18.80577098852328 BM25
15 Q0 CACM-2877 16  18.57252940857437 BM25
15 Q0 CACM-2944 17  18.495317362369857 BM25
15 Q0 CACM-2464 18  18.393355832021445 BM25
15 Q0 CACM-2904 19  17.944475183667425 BM25
15 Q0 CACM-2923 20  17.7638490203685 BM25
15 Q0 CACM-2836 21  17.758642540587626 BM25
15 Q0 CACM-2897 22  17.706027070087426 BM25
15 Q0 CACM-2680 23  17.66967498302542 BM25
15 Q0 CACM-3018 24  17.49022915069657 BM25
15 Q0 CACM-2812 25  17.36391485788757 BM25
15 Q0 CACM-1658 26  17.06268632428446 BM25
15 Q0 CACM-2388 27  17.033219069579882 BM25
15 Q0 CACM-2953 28  16.793907996119017 BM25
15 Q0 CACM-3069 29  16.765052916744477 BM25
15 Q0 CACM-2537 30  16.60326987897963 BM25
15 Q0 CACM-2253 31  16.590935841705022 BM25
15 Q0 CACM-2964 32  16.540785676876133 BM25
15 Q0 CACM-1223 33  16.116226871153092 BM25
15 Q0 CACM-2134 34  15.925350512072491 BM25
15 Q0 CACM-2411 35  15.739360562304196 BM25
15 Q0 CACM-1195 36  15.685010655575114 BM25
15 Q0 CACM-0104 37  15.501573352272796 BM25
15 Q0 CACM-1886 38  15.495775288468671 BM25
15 Q0 CACM-1564 39  15.290538245694695 BM25
15 Q0 CACM-2969 40  15.081568897092126 BM25
15 Q0 CACM-2321 41  15.004381336054422 BM25
15 Q0 CACM-1719 42  14.882087224389604 BM25
15 Q0 CACM-2699 43  14.808527030473545 BM25
15 Q0 CACM-3020 44  14.797739113106855 BM25
15 Q0 CACM-2188 45  14.610592512544242 BM25
15 Q0 CACM-2611 46  14.49499028232835 BM25
15 Q0 CACM-0693 47  14.432301804062707 BM25
15 Q0 CACM-2858 48  14.375913025427053 BM25
15 Q0 CACM-2570 49  14.352178611197802 BM25
15 Q0 CACM-2433 50  14.256333667811981 BM25
15 Q0 CACM-2903 51  14.233966987145248 BM25
15 Q0 CACM-2142 52  13.939870050841677 BM25
15 Q0 CACM-2715 53  13.875017959656597 BM25
15 Q0 CACM-2000 54  13.692425269204143 BM25
15 Q0 CACM-2579 55  13.65714255607026 BM25
15 Q0 CACM-1410 56  13.484946550190248 BM25
15 Q0 CACM-2883 57  13.436830139198818 BM25
15 Q0 CACM-1974 58  13.399909793681854 BM25
15 Q0 CACM-2133 59  13.096227351218236 BM25
15 Q0 CACM-3002 60  12.871035710994235 BM25
15 Q0 CACM-1951 61  12.826271836554398 BM25
15 Q0 CACM-2451 62  12.740932097906345 BM25
15 Q0 CACM-2314 63  12.730450338718457 BM25
15 Q0 CACM-2495 64  12.628109635980783 BM25
15 Q0 CACM-2290 65  12.411806647121006 BM25
15 Q0 CACM-3053 66  12.317789597497656 BM25
15 Q0 CACM-2423 67  12.097139348166134 BM25
15 Q0 CACM-2940 68  12.076378693450376 BM25
15 Q0 CACM-2722 69  11.989831532164537 BM25
15 Q0 CACM-2685 70  11.9260287539879 BM25
15 Q0 CACM-2015 71  11.391370356898783 BM25
15 Q0 CACM-1548 72  11.337932799820427 BM25
15 Q0 CACM-0396 73  11.29683446006755 BM25
15 Q0 CACM-3118 74  11.265215069579352 BM25
15 Q0 CACM-3064 75  10.81599119015888 BM25
15 Q0 CACM-3087 76  10.76839956614478 BM25
15 Q0 CACM-2943 77  10.758376849367494 BM25
15 Q0 CACM-2187 78  10.667913115261063 BM25
15 Q0 CACM-2365 79  10.579723580071406 BM25
15 Q0 CACM-2541 80  10.566758032440815 BM25
15 Q0 CACM-2181 81  10.388016596522938 BM25
15 Q0 CACM-2210 82  10.124626141934929 BM25
15 Q0 CACM-2130 83  10.120746257197892 BM25
15 Q0 CACM-2470 84  10.067138402830546 BM25
15 Q0 CACM-2920 85  9.943708574020619 BM25
15 Q0 CACM-1768 86  9.929120639674268 BM25
15 Q0 CACM-2827 87  9.813895579265381 BM25
15 Q0 CACM-2030 88  9.669179192662488 BM25
15 Q0 CACM-0243 89  9.66486125063124 BM25
15 Q0 CACM-2457 90  9.483751126559486 BM25
15 Q0 CACM-3024 91  9.4501464168846 BM25
15 Q0 CACM-2880 92  9.407184397209228 BM25
15 Q0 CACM-1750 93  9.359049639817318 BM25
15 Q0 CACM-2137 94  9.348687810886755 BM25
15 Q0 CACM-0695 95  9.279688641800092 BM25
15 Q0 CACM-2146 96  9.251021136325523 BM25
15 Q0 CACM-2800 97  9.216835336058388 BM25
15 Q0 CACM-2304 98  9.091301141427493 BM25
15 Q0 CACM-1961 99  9.090302485177519 BM25
15 Q0 CACM-2851 100  9.028053260103118 BM25
