45 Q0 CACM-2816 1  25.316149951082796 BM25
45 Q0 CACM-2452 2  24.968059633575397 BM25
45 Q0 CACM-2765 3  23.667865967841312 BM25
45 Q0 CACM-1976 4  21.718123022729543 BM25
45 Q0 CACM-2114 5  20.53134233685474 BM25
45 Q0 CACM-2969 6  20.460354492241418 BM25
45 Q0 CACM-2926 7  19.529035138501268 BM25
45 Q0 CACM-3002 8  19.24310347345911 BM25
45 Q0 CACM-2437 9  19.066030629515655 BM25
45 Q0 CACM-1032 10  18.469175098456855 BM25
45 Q0 CACM-2140 11  18.289362719984013 BM25
45 Q0 CACM-2991 12  18.067420296697176 BM25
45 Q0 CACM-2631 13  17.979262734654032 BM25
45 Q0 CACM-1412 14  17.824964568295414 BM25
45 Q0 CACM-1194 15  17.669516748155516 BM25
45 Q0 CACM-1226 16  17.63887320063295 BM25
45 Q0 CACM-2359 17  17.162682645670397 BM25
45 Q0 CACM-3134 18  16.89480999176652 BM25
45 Q0 CACM-3089 19  16.854508319910302 BM25
45 Q0 CACM-2949 20  16.506275677972816 BM25
45 Q0 CACM-2493 21  16.368589112904253 BM25
45 Q0 CACM-2900 22  16.360596063612036 BM25
45 Q0 CACM-3058 23  16.18530787615548 BM25
45 Q0 CACM-2680 24  16.06585139294947 BM25
45 Q0 CACM-2203 25  15.88619363986046 BM25
45 Q0 CACM-2860 26  15.846780330418701 BM25
45 Q0 CACM-2451 27  15.625556938788801 BM25
45 Q0 CACM-3137 28  15.54424701914468 BM25
45 Q0 CACM-3129 29  15.458771072932326 BM25
45 Q0 CACM-2160 30  15.267969625325923 BM25
45 Q0 CACM-2819 31  14.917481896796131 BM25
45 Q0 CACM-0944 32  14.880670193943322 BM25
45 Q0 CACM-2032 33  14.730943380738381 BM25
45 Q0 CACM-2688 34  14.664361356547744 BM25
45 Q0 CACM-2888 35  14.633012656509546 BM25
45 Q0 CACM-2978 36  14.623201720380937 BM25
45 Q0 CACM-2716 37  14.480609267692461 BM25
45 Q0 CACM-2542 38  14.425691457055727 BM25
45 Q0 CACM-2319 39  14.328036373517818 BM25
45 Q0 CACM-2307 40  14.302227190560362 BM25
45 Q0 CACM-3114 41  14.209447114757824 BM25
45 Q0 CACM-2812 42  14.145992278609013 BM25
45 Q0 CACM-3152 43  14.129406698607307 BM25
45 Q0 CACM-3147 44  14.051990931537633 BM25
45 Q0 CACM-1267 45  13.995999533628128 BM25
45 Q0 CACM-1515 46  13.95326401328864 BM25
45 Q0 CACM-2669 47  13.81868117711401 BM25
45 Q0 CACM-2623 48  13.762088511433387 BM25
45 Q0 CACM-1653 49  13.714793654749233 BM25
45 Q0 CACM-2390 50  13.677465796609008 BM25
45 Q0 CACM-2484 51  13.581503772518607 BM25
45 Q0 CACM-1416 52  13.550539263996473 BM25
45 Q0 CACM-1135 53  13.512146165432823 BM25
45 Q0 CACM-2288 54  13.491011889412647 BM25
45 Q0 CACM-2375 55  13.45077921054634 BM25
45 Q0 CACM-2318 56  13.444639140214854 BM25
45 Q0 CACM-2988 57  13.444118435371134 BM25
45 Q0 CACM-0849 58  13.432049056357268 BM25
45 Q0 CACM-2629 59  13.384616426310847 BM25
45 Q0 CACM-3084 60  13.355781588344787 BM25
45 Q0 CACM-3128 61  13.328735520725852 BM25
45 Q0 CACM-0854 62  13.32822081701109 BM25
45 Q0 CACM-2356 63  13.3257612020877 BM25
45 Q0 CACM-0858 64  13.260885320274815 BM25
45 Q0 CACM-2184 65  13.223611642137401 BM25
45 Q0 CACM-3148 66  13.209469854122027 BM25
45 Q0 CACM-0696 67  13.174563060636476 BM25
45 Q0 CACM-0409 68  13.171703130398065 BM25
45 Q0 CACM-1959 69  13.101065701812985 BM25
45 Q0 CACM-2951 70  13.008878941675597 BM25
45 Q0 CACM-1514 71  13.001157845205983 BM25
45 Q0 CACM-2849 72  12.929714035101137 BM25
45 Q0 CACM-2722 73  12.912169408445552 BM25
45 Q0 CACM-3181 74  12.824359685697118 BM25
45 Q0 CACM-2524 75  12.811799383611712 BM25
45 Q0 CACM-1210 76  12.800698874566642 BM25
45 Q0 CACM-1827 77  12.776340510813421 BM25
45 Q0 CACM-0397 78  12.731013996730976 BM25
45 Q0 CACM-1828 79  12.730099415682114 BM25
45 Q0 CACM-1700 80  12.686548807823154 BM25
45 Q0 CACM-2966 81  12.636302952684018 BM25
45 Q0 CACM-3153 82  12.611580971031554 BM25
45 Q0 CACM-3028 83  12.559047671721071 BM25
45 Q0 CACM-3082 84  12.558680585027009 BM25
45 Q0 CACM-2862 85  12.51480755698808 BM25
45 Q0 CACM-1534 86  12.448829709697993 BM25
45 Q0 CACM-1936 87  12.434067523861467 BM25
45 Q0 CACM-2406 88  12.404046708092853 BM25
45 Q0 CACM-1712 89  12.392826486955643 BM25
45 Q0 CACM-1908 90  12.371129780612822 BM25
45 Q0 CACM-2344 91  12.328697906187186 BM25
45 Q0 CACM-3087 92  12.31424056724672 BM25
45 Q0 CACM-0855 93  12.31028257897369 BM25
45 Q0 CACM-0492 94  12.273198506398973 BM25
45 Q0 CACM-2990 95  12.23536305230858 BM25
45 Q0 CACM-3070 96  12.209322883278565 BM25
45 Q0 CACM-2928 97  12.145172713009032 BM25
45 Q0 CACM-2258 98  12.137202321228132 BM25
45 Q0 CACM-2358 99  12.128960822135802 BM25
45 Q0 CACM-1173 100  12.124221969577965 BM25
