16 Q0 CACM-3141 1  21.751458627973065 BM25
16 Q0 CACM-2080 2  20.402169033284245 BM25
16 Q0 CACM-2378 3  20.1624343911323 BM25
16 Q0 CACM-2629 4  19.318511033169845 BM25
16 Q0 CACM-2740 5  17.510850534842113 BM25
16 Q0 CACM-1753 6  17.407859001493488 BM25
16 Q0 CACM-2320 7  17.306395420980497 BM25
16 Q0 CACM-1854 8  17.223111311077798 BM25
16 Q0 CACM-1750 9  16.45207311783112 BM25
16 Q0 CACM-2342 10  16.381045859220084 BM25
16 Q0 CACM-2522 11  16.358579635064174 BM25
16 Q0 CACM-2376 12  16.160758810433045 BM25
16 Q0 CACM-0243 13  16.017410992921597 BM25
16 Q0 CACM-1135 14  15.963466105834794 BM25
16 Q0 CACM-1748 15  15.856084927405824 BM25
16 Q0 CACM-2920 16  15.7913024133778 BM25
16 Q0 CACM-2184 17  15.678332291959748 BM25
16 Q0 CACM-2317 18  15.50604811255424 BM25
16 Q0 CACM-1749 19  15.393238912947016 BM25
16 Q0 CACM-3128 20  15.247212047665586 BM25
16 Q0 CACM-3002 21  14.964773496808029 BM25
16 Q0 CACM-2379 22  14.795027512962262 BM25
16 Q0 CACM-1747 23  14.716100358140068 BM25
16 Q0 CACM-1928 24  14.628447902820781 BM25
16 Q0 CACM-2358 25  14.556267849349027 BM25
16 Q0 CACM-1199 26  14.5420312356371 BM25
16 Q0 CACM-2111 27  14.269838946680995 BM25
16 Q0 CACM-2424 28  14.181913525449287 BM25
16 Q0 CACM-1032 29  14.166242512270534 BM25
16 Q0 CACM-2867 30  14.009658266372892 BM25
16 Q0 CACM-3127 31  14.003528325501614 BM25
16 Q0 CACM-2950 32  13.86543668326108 BM25
16 Q0 CACM-1846 33  13.819463297450481 BM25
16 Q0 CACM-2307 34  13.809684115991992 BM25
16 Q0 CACM-2319 35  13.692781398960875 BM25
16 Q0 CACM-3039 36  13.6868071848155 BM25
16 Q0 CACM-1728 37  13.624922472191647 BM25
16 Q0 CACM-0409 38  13.588063548302054 BM25
16 Q0 CACM-0825 39  13.43869297212803 BM25
16 Q0 CACM-1677 40  13.374313552787228 BM25
16 Q0 CACM-2688 41  13.309071386015615 BM25
16 Q0 CACM-2372 42  13.271578369823786 BM25
16 Q0 CACM-2777 43  13.210960944750527 BM25
16 Q0 CACM-0855 44  13.172536781731496 BM25
16 Q0 CACM-1247 45  13.079249786520284 BM25
16 Q0 CACM-3148 46  13.064403471938622 BM25
16 Q0 CACM-2597 47  13.04346426839843 BM25
16 Q0 CACM-2482 48  13.02679921790447 BM25
16 Q0 CACM-0696 49  12.956144611049712 BM25
16 Q0 CACM-2160 50  12.935129147621279 BM25
16 Q0 CACM-3021 51  12.914637302324568 BM25
16 Q0 CACM-2979 52  12.876691816725469 BM25
16 Q0 CACM-1680 53  12.784616008546845 BM25
16 Q0 CACM-3025 54  12.754555220633053 BM25
16 Q0 CACM-2947 55  12.750953997564325 BM25
16 Q0 CACM-3068 56  12.745174850261119 BM25
16 Q0 CACM-1752 57  12.728756272113353 BM25
16 Q0 CACM-1959 58  12.717589830220714 BM25
16 Q0 CACM-2949 59  12.711527424019394 BM25
16 Q0 CACM-2357 60  12.665034906636208 BM25
16 Q0 CACM-2438 61  12.663702090491427 BM25
16 Q0 CACM-2888 62  12.615818756637204 BM25
16 Q0 CACM-2519 63  12.611338343404173 BM25
16 Q0 CACM-2840 64  12.602196893873757 BM25
16 Q0 CACM-1385 65  12.593640899397258 BM25
16 Q0 CACM-1534 66  12.57967726165102 BM25
16 Q0 CACM-1462 67  12.562509301830643 BM25
16 Q0 CACM-1844 68  12.542576119570048 BM25
16 Q0 CACM-3078 69  12.532783147926637 BM25
16 Q0 CACM-2795 70  12.518902372842533 BM25
16 Q0 CACM-2168 71  12.498224368761543 BM25
16 Q0 CACM-2868 72  12.472561862139543 BM25
16 Q0 CACM-1698 73  12.434288188794042 BM25
16 Q0 CACM-3028 74  12.353458433693499 BM25
16 Q0 CACM-1751 75  12.326964650304667 BM25
16 Q0 CACM-2151 76  12.282621575681214 BM25
16 Q0 CACM-0822 77  12.262978032234802 BM25
16 Q0 CACM-1226 78  12.255547394129904 BM25
16 Q0 CACM-1892 79  12.254877620547832 BM25
16 Q0 CACM-1518 80  12.250930925651138 BM25
16 Q0 CACM-1541 81  12.239074888711556 BM25
16 Q0 CACM-2297 82  12.229629770841152 BM25
16 Q0 CACM-2741 83  12.214914724337886 BM25
16 Q0 CACM-2217 84  12.166673201672765 BM25
16 Q0 CACM-1745 85  12.163112600547262 BM25
16 Q0 CACM-2622 86  12.161191183097891 BM25
16 Q0 CACM-1387 87  12.144037620571801 BM25
16 Q0 CACM-2198 88  12.142414136505224 BM25
16 Q0 CACM-1828 89  12.135975371192048 BM25
16 Q0 CACM-3114 90  12.125149862148504 BM25
16 Q0 CACM-1272 91  12.074684959980093 BM25
16 Q0 CACM-3043 92  12.060191042266528 BM25
16 Q0 CACM-2138 93  12.05502503620125 BM25
16 Q0 CACM-1198 94  12.023930664658838 BM25
16 Q0 CACM-2541 95  12.008857754468224 BM25
16 Q0 CACM-2680 96  12.008295066093062 BM25
16 Q0 CACM-3072 97  11.958295604912127 BM25
16 Q0 CACM-1960 98  11.953003716142984 BM25
16 Q0 CACM-3081 99  11.944273739110166 BM25
16 Q0 CACM-1098 100  11.925606556421906 BM25
