31 Q0 CACM-3047 1  76.03615733825183 BM25
31 Q0 CACM-1686 2  65.0302241770269 BM25
31 Q0 CACM-3013 3  64.0181174008875 BM25
31 Q0 CACM-2142 4  62.41640440974262 BM25
31 Q0 CACM-2283 5  61.941386555899996 BM25
31 Q0 CACM-1327 6  60.364351250741194 BM25
31 Q0 CACM-2125 7  58.11299855011512 BM25
31 Q0 CACM-2370 8  57.84202043048675 BM25
31 Q0 CACM-2065 9  57.78228006714613 BM25
31 Q0 CACM-1144 10  56.97964902804392 BM25
31 Q0 CACM-3015 11  55.196097303921576 BM25
31 Q0 CACM-2211 12  54.560094767155014 BM25
31 Q0 CACM-2826 13  52.23885237447338 BM25
31 Q0 CACM-1891 14  49.7126559929587 BM25
31 Q0 CACM-2231 15  48.88559272037764 BM25
31 Q0 CACM-2421 16  48.8613182412603 BM25
31 Q0 CACM-1741 17  47.15948066171979 BM25
31 Q0 CACM-2004 18  44.47757422239607 BM25
31 Q0 CACM-2674 19  44.40899279366683 BM25
31 Q0 CACM-0533 20  44.22073486010994 BM25
31 Q0 CACM-1543 21  42.73371941148126 BM25
31 Q0 CACM-2721 22  42.37020667314129 BM25
31 Q0 CACM-0605 23  42.31684455083541 BM25
31 Q0 CACM-2829 24  42.06342567363715 BM25
31 Q0 CACM-0078 25  41.87866339845675 BM25
31 Q0 CACM-1108 26  41.544748446789626 BM25
31 Q0 CACM-2188 27  41.356028582731945 BM25
31 Q0 CACM-0531 28  40.69756422795719 BM25
31 Q0 CACM-0893 29  40.678501360312 BM25
31 Q0 CACM-1929 30  40.301255699709714 BM25
31 Q0 CACM-1261 31  40.24067767239501 BM25
31 Q0 CACM-1571 32  39.92993207614 BM25
31 Q0 CACM-1388 33  39.81293053529405 BM25
31 Q0 CACM-1381 34  39.73056532169924 BM25
31 Q0 CACM-2606 35  39.51632465403387 BM25
31 Q0 CACM-1350 36  39.4789006475771 BM25
31 Q0 CACM-0104 37  39.45677755526132 BM25
31 Q0 CACM-2819 38  39.43123495154916 BM25
31 Q0 CACM-3200 39  39.22495293769889 BM25
31 Q0 CACM-1726 40  39.19644368020127 BM25
31 Q0 CACM-1292 41  39.130234523790435 BM25
31 Q0 CACM-2554 42  39.10572910183672 BM25
31 Q0 CACM-1423 43  39.010843538421994 BM25
31 Q0 CACM-1664 44  38.97446475910289 BM25
31 Q0 CACM-2020 45  38.971836032726635 BM25
31 Q0 CACM-2402 46  38.94083798901278 BM25
31 Q0 CACM-0464 47  38.86001015042888 BM25
31 Q0 CACM-2687 48  38.83544864466313 BM25
31 Q0 CACM-1415 49  38.78310876754524 BM25
31 Q0 CACM-2189 50  38.63368493118513 BM25
31 Q0 CACM-3160 51  38.47579726723753 BM25
31 Q0 CACM-1366 52  38.43353116772109 BM25
31 Q0 CACM-2051 53  38.34435698019038 BM25
31 Q0 CACM-0670 54  38.22614349842812 BM25
31 Q0 CACM-2893 55  37.964716220841176 BM25
31 Q0 CACM-1961 56  37.79792402841414 BM25
31 Q0 CACM-1928 57  37.79562375176356 BM25
31 Q0 CACM-2913 58  37.728198420797376 BM25
31 Q0 CACM-2931 59  37.7145463186275 BM25
31 Q0 CACM-1046 60  37.64360399223138 BM25
31 Q0 CACM-1847 61  37.62736656390851 BM25
31 Q0 CACM-1700 62  37.569274487716925 BM25
31 Q0 CACM-3059 63  37.54580800846108 BM25
31 Q0 CACM-0894 64  37.47978471999258 BM25
31 Q0 CACM-1625 65  37.372999099091984 BM25
31 Q0 CACM-3198 66  37.269519215366785 BM25
31 Q0 CACM-1428 67  37.24662890277332 BM25
31 Q0 CACM-2302 68  37.136612117527505 BM25
31 Q0 CACM-2341 69  37.02978417351193 BM25
31 Q0 CACM-1862 70  36.968237639855325 BM25
31 Q0 CACM-0724 71  36.95617762702996 BM25
31 Q0 CACM-0616 72  36.892401602549825 BM25
31 Q0 CACM-1206 73  36.84313717116184 BM25
31 Q0 CACM-1529 74  36.82646312614762 BM25
31 Q0 CACM-1392 75  36.75717819830941 BM25
31 Q0 CACM-2054 76  36.60671562966067 BM25
31 Q0 CACM-0329 77  36.58730155569388 BM25
31 Q0 CACM-1379 78  36.56994087169751 BM25
31 Q0 CACM-2643 79  36.53389458490818 BM25
31 Q0 CACM-1783 80  36.50065767804051 BM25
31 Q0 CACM-1384 81  36.462303560835565 BM25
31 Q0 CACM-2274 82  36.45169356905013 BM25
31 Q0 CACM-2304 83  36.428804608689546 BM25
31 Q0 CACM-2321 84  36.413513075643024 BM25
31 Q0 CACM-1409 85  36.32738457188123 BM25
31 Q0 CACM-1721 86  36.30175391901368 BM25
31 Q0 CACM-0696 87  36.24612137455054 BM25
31 Q0 CACM-0730 88  36.237589853604746 BM25
31 Q0 CACM-1476 89  36.153837573193094 BM25
31 Q0 CACM-1325 90  36.14684954744616 BM25
31 Q0 CACM-1806 91  36.14262494550391 BM25
31 Q0 CACM-2367 92  36.124432668816574 BM25
31 Q0 CACM-2163 93  36.115977135596864 BM25
31 Q0 CACM-3076 94  36.093872495195434 BM25
31 Q0 CACM-1671 95  36.075722019853416 BM25
31 Q0 CACM-1433 96  36.05969112021961 BM25
31 Q0 CACM-1194 97  36.026229024020616 BM25
31 Q0 CACM-2925 98  36.02398665120691 BM25
31 Q0 CACM-1154 99  36.00669183990042 BM25
31 Q0 CACM-1032 100  35.99738621886011 BM25
