48 Q0 CACM-1863 1  17.356926358020523 BM25
48 Q0 CACM-1729 2  17.280120471830994 BM25
48 Q0 CACM-2223 3  17.280120471830994 BM25
48 Q0 CACM-2475 4  16.020025136910117 BM25
48 Q0 CACM-1914 5  15.58946865610998 BM25
48 Q0 CACM-2509 6  15.585608158378628 BM25
48 Q0 CACM-2431 7  15.364474555891263 BM25
48 Q0 CACM-2510 8  15.147630112523546 BM25
48 Q0 CACM-1759 9  14.783058119557602 BM25
48 Q0 CACM-1797 10  14.630537475702093 BM25
48 Q0 CACM-2056 11  14.562543979369181 BM25
48 Q0 CACM-2675 12  14.380068336469296 BM25
48 Q0 CACM-2073 13  14.311835410943013 BM25
48 Q0 CACM-2589 14  14.272816901095716 BM25
48 Q0 CACM-1666 15  14.082230617364992 BM25
48 Q0 CACM-2362 16  13.31557250403469 BM25
48 Q0 CACM-1899 17  13.275383784747595 BM25
48 Q0 CACM-2285 18  13.008464114361205 BM25
48 Q0 CACM-1688 19  12.832703410091137 BM25
48 Q0 CACM-0149 20  12.66830494235537 BM25
48 Q0 CACM-1687 21  12.56173898213908 BM25
48 Q0 CACM-1690 22  12.56173898213908 BM25
48 Q0 CACM-2088 23  12.56173898213908 BM25
48 Q0 CACM-0927 24  12.386844293715626 BM25
48 Q0 CACM-2324 25  11.87963265516452 BM25
48 Q0 CACM-1353 26  11.707227153117492 BM25
48 Q0 CACM-1873 27  11.641985016617875 BM25
48 Q0 CACM-2226 28  11.58204393712859 BM25
48 Q0 CACM-1880 29  11.440826995111255 BM25
48 Q0 CACM-2592 30  11.401676690212748 BM25
48 Q0 CACM-1734 31  11.362829067420936 BM25
48 Q0 CACM-2395 32  10.482151744776173 BM25
48 Q0 CACM-1905 33  10.276298041579366 BM25
48 Q0 CACM-1171 34  10.13302601733789 BM25
48 Q0 CACM-2642 35  10.035836625137366 BM25
48 Q0 CACM-2766 36  10.026455217163985 BM25
48 Q0 CACM-2904 37  9.6707282102774 BM25
48 Q0 CACM-0558 38  9.55564829399093 BM25
48 Q0 CACM-1370 39  9.468888163127314 BM25
48 Q0 CACM-2405 40  9.17265414909766 BM25
48 Q0 CACM-2094 41  9.160233190169915 BM25
48 Q0 CACM-2110 42  9.06976004795491 BM25
48 Q0 CACM-3138 43  8.990366470017221 BM25
48 Q0 CACM-1985 44  8.602635471083127 BM25
48 Q0 CACM-2331 45  8.602635471083127 BM25
48 Q0 CACM-2604 46  8.54447885399895 BM25
48 Q0 CACM-2507 47  8.354625191417616 BM25
48 Q0 CACM-1066 48  8.324945245866626 BM25
48 Q0 CACM-2206 49  8.31936481298546 BM25
48 Q0 CACM-2142 50  8.203156454332147 BM25
48 Q0 CACM-3162 51  8.194144682286788 BM25
48 Q0 CACM-2325 52  8.163151932783322 BM25
48 Q0 CACM-0131 53  8.106329002302473 BM25
48 Q0 CACM-2014 54  8.051710038268713 BM25
48 Q0 CACM-2993 55  8.037266927266458 BM25
48 Q0 CACM-1406 56  7.98357846005109 BM25
48 Q0 CACM-1512 57  7.98357846005109 BM25
48 Q0 CACM-2284 58  7.719604321368072 BM25
48 Q0 CACM-2665 59  7.70002840772478 BM25
48 Q0 CACM-1744 60  7.663365196170915 BM25
48 Q0 CACM-1776 61  7.644105810357898 BM25
48 Q0 CACM-3099 62  7.290611073566525 BM25
48 Q0 CACM-2824 63  7.169360167271948 BM25
48 Q0 CACM-1433 64  6.918635361405908 BM25
48 Q0 CACM-2158 65  6.7079899312788696 BM25
48 Q0 CACM-2903 66  6.688066880560954 BM25
48 Q0 CACM-1836 67  6.665981573879957 BM25
48 Q0 CACM-2745 68  6.483858108268852 BM25
48 Q0 CACM-2256 69  6.463210384604959 BM25
48 Q0 CACM-2974 70  6.454761218939173 BM25
48 Q0 CACM-1977 71  6.430657921077552 BM25
48 Q0 CACM-1304 72  6.36514222794647 BM25
48 Q0 CACM-2899 73  6.349268442305496 BM25
48 Q0 CACM-1274 74  6.285695225597899 BM25
48 Q0 CACM-2573 75  6.261080918898013 BM25
48 Q0 CACM-0047 76  6.258230514402841 BM25
48 Q0 CACM-2902 77  6.206409625101479 BM25
48 Q0 CACM-1278 78  6.138622983065266 BM25
48 Q0 CACM-1658 79  6.136014394890193 BM25
48 Q0 CACM-2411 80  6.108204498077383 BM25
48 Q0 CACM-1138 81  6.0591700037148115 BM25
48 Q0 CACM-0682 82  6.011861602403473 BM25
48 Q0 CACM-2135 83  5.92578932461602 BM25
48 Q0 CACM-0223 84  5.838689083684165 BM25
48 Q0 CACM-2986 85  5.7735606864318925 BM25
48 Q0 CACM-1990 86  5.77160723630242 BM25
48 Q0 CACM-0025 87  5.746797731364064 BM25
48 Q0 CACM-0145 88  5.746797731364064 BM25
48 Q0 CACM-3034 89  5.685172477071638 BM25
48 Q0 CACM-2251 90  5.6551116744570615 BM25
48 Q0 CACM-0631 91  5.571427539985532 BM25
48 Q0 CACM-3037 92  5.557803609697871 BM25
48 Q0 CACM-2938 93  5.54267694737433 BM25
48 Q0 CACM-0079 94  5.529244712749351 BM25
48 Q0 CACM-1945 95  5.522663215247061 BM25
48 Q0 CACM-2704 96  5.506364833376218 BM25
48 Q0 CACM-2021 97  5.495736491145389 BM25
48 Q0 CACM-1852 98  5.484565059254206 BM25
48 Q0 CACM-2415 99  5.470757047230217 BM25
48 Q0 CACM-1147 100  5.447135169614656 BM25
