58 Q0 CACM-2634 1  25.2073693288768 BM25
58 Q0 CACM-1709 2  22.11018199170738 BM25
58 Q0 CACM-1344 3  21.389418032911102 BM25
58 Q0 CACM-2825 4  16.965888669951553 BM25
58 Q0 CACM-1631 5  15.397701809723447 BM25
58 Q0 CACM-1474 6  15.157638091363639 BM25
58 Q0 CACM-1637 7  15.019555305331007 BM25
58 Q0 CACM-1171 8  14.913463965790832 BM25
58 Q0 CACM-1420 9  14.772345109603418 BM25
58 Q0 CACM-2395 10  14.589030076138839 BM25
58 Q0 CACM-2216 11  14.092459756718998 BM25
58 Q0 CACM-2373 12  13.852501124045096 BM25
58 Q0 CACM-0069 13  13.80243606662852 BM25
58 Q0 CACM-1398 14  13.788680711098536 BM25
58 Q0 CACM-1816 15  13.753545150186612 BM25
58 Q0 CACM-1691 16  13.748495808426943 BM25
58 Q0 CACM-1874 17  13.531150925133813 BM25
58 Q0 CACM-3166 18  13.029328597163985 BM25
58 Q0 CACM-2525 19  12.388177175320612 BM25
58 Q0 CACM-1619 20  11.755838158037104 BM25
58 Q0 CACM-0382 21  11.703348433155819 BM25
58 Q0 CACM-2098 22  11.617347064600942 BM25
58 Q0 CACM-0050 23  11.272034788411924 BM25
58 Q0 CACM-1732 24  11.187320562116017 BM25
58 Q0 CACM-1823 25  11.187320562116017 BM25
58 Q0 CACM-1206 26  11.127180876469533 BM25
58 Q0 CACM-1252 27  11.109365640286708 BM25
58 Q0 CACM-0942 28  11.103140699396311 BM25
58 Q0 CACM-1944 29  11.081672914486072 BM25
58 Q0 CACM-1946 30  10.997350080007715 BM25
58 Q0 CACM-1779 31  10.89895684353655 BM25
58 Q0 CACM-0533 32  10.866634952592035 BM25
58 Q0 CACM-2999 33  10.735999029857277 BM25
58 Q0 CACM-3138 34  10.674443078464831 BM25
58 Q0 CACM-2225 35  10.448037270270836 BM25
58 Q0 CACM-2249 36  10.26138691065804 BM25
58 Q0 CACM-1629 37  10.16960671679087 BM25
58 Q0 CACM-0536 38  9.612870039153481 BM25
58 Q0 CACM-1848 39  9.58143476935106 BM25
58 Q0 CACM-2670 40  9.475053944125088 BM25
58 Q0 CACM-2849 41  9.295944366163306 BM25
58 Q0 CACM-2779 42  9.194606743951123 BM25
58 Q0 CACM-2595 43  9.01014992471112 BM25
58 Q0 CACM-1604 44  9.001780555439053 BM25
58 Q0 CACM-2488 45  8.984047751954389 BM25
58 Q0 CACM-1986 46  8.918884808873836 BM25
58 Q0 CACM-2096 47  8.91119367742193 BM25
58 Q0 CACM-2418 48  8.879065572402997 BM25
58 Q0 CACM-1987 49  8.839600309360703 BM25
58 Q0 CACM-1443 50  8.807587316436024 BM25
58 Q0 CACM-2907 51  8.65281713335118 BM25
58 Q0 CACM-2217 52  8.579048015771543 BM25
58 Q0 CACM-0298 53  8.55061017340545 BM25
58 Q0 CACM-2062 54  8.547938016350033 BM25
58 Q0 CACM-2025 55  8.524831507783421 BM25
58 Q0 CACM-3092 56  8.387500966574816 BM25
58 Q0 CACM-1698 57  8.302858526504677 BM25
58 Q0 CACM-3084 58  8.224000136207403 BM25
58 Q0 CACM-0529 59  8.182849109639077 BM25
58 Q0 CACM-3190 60  8.176168785577097 BM25
58 Q0 CACM-1644 61  8.163220254188136 BM25
58 Q0 CACM-1366 62  8.092345243543617 BM25
58 Q0 CACM-2679 63  8.072368248181977 BM25
58 Q0 CACM-1674 64  7.993709140041528 BM25
58 Q0 CACM-2993 65  7.927722339789415 BM25
58 Q0 CACM-1695 66  7.877107680919506 BM25
58 Q0 CACM-2212 67  7.684601106753053 BM25
58 Q0 CACM-2101 68  7.501684838806089 BM25
58 Q0 CACM-1835 69  7.4342568536014015 BM25
58 Q0 CACM-1778 70  7.361561781512744 BM25
58 Q0 CACM-3200 71  7.309354077432909 BM25
58 Q0 CACM-2592 72  7.2995983194895375 BM25
58 Q0 CACM-0048 73  7.295779263891684 BM25
58 Q0 CACM-2884 74  7.183184054987684 BM25
58 Q0 CACM-2930 75  7.141580112402493 BM25
58 Q0 CACM-1876 76  7.089555760746338 BM25
58 Q0 CACM-3167 77  6.982573587998279 BM25
58 Q0 CACM-1116 78  6.964438337080393 BM25
58 Q0 CACM-0266 79  6.857591745026351 BM25
58 Q0 CACM-1143 80  6.814851270779534 BM25
58 Q0 CACM-2585 81  6.763024501941424 BM25
58 Q0 CACM-0122 82  6.754530581563428 BM25
58 Q0 CACM-3150 83  6.745548282677522 BM25
58 Q0 CACM-2951 84  6.734120428765795 BM25
58 Q0 CACM-1423 85  6.72591494551124 BM25
58 Q0 CACM-1609 86  6.635771109807202 BM25
58 Q0 CACM-2970 87  6.627456185162944 BM25
58 Q0 CACM-1578 88  6.586888534867703 BM25
58 Q0 CACM-1978 89  6.575399065156779 BM25
58 Q0 CACM-2325 90  6.520522948544266 BM25
58 Q0 CACM-2238 91  6.500941565050282 BM25
58 Q0 CACM-2135 92  6.4964804467439965 BM25
58 Q0 CACM-1632 93  6.4907080668559525 BM25
58 Q0 CACM-1802 94  6.457157557001311 BM25
58 Q0 CACM-0840 95  6.4505771598952855 BM25
58 Q0 CACM-2799 96  6.441597471839289 BM25
58 Q0 CACM-1511 97  6.4163047402838185 BM25
58 Q0 CACM-0432 98  6.409539589295632 BM25
58 Q0 CACM-2480 99  6.404984430895502 BM25
58 Q0 CACM-0062 100  6.400987126542844 BM25
