60 Q0 CACM-3087 1  34.78602775514639 BM25
60 Q0 CACM-2882 2  28.628280620714893 BM25
60 Q0 CACM-2716 3  27.37385733305952 BM25
60 Q0 CACM-2876 4  27.264083345248608 BM25
60 Q0 CACM-2816 5  26.56999620984342 BM25
60 Q0 CACM-2888 6  24.84719609004745 BM25
60 Q0 CACM-2817 7  24.75656301207608 BM25
60 Q0 CACM-2957 8  24.079530210553113 BM25
60 Q0 CACM-2715 9  24.033984326461155 BM25
60 Q0 CACM-3089 10  23.80756157342455 BM25
60 Q0 CACM-2718 11  22.17357055741754 BM25
60 Q0 CACM-3137 12  21.786288785017916 BM25
60 Q0 CACM-2976 13  21.057848687400387 BM25
60 Q0 CACM-2710 14  20.723927274343907 BM25
60 Q0 CACM-3049 15  20.042761485089418 BM25
60 Q0 CACM-2812 16  19.836068734889547 BM25
60 Q0 CACM-2967 17  19.505211290069774 BM25
60 Q0 CACM-2959 18  19.279170635237772 BM25
60 Q0 CACM-3026 19  19.091427330709152 BM25
60 Q0 CACM-2516 20  19.07590683019873 BM25
60 Q0 CACM-3112 21  19.005511136589163 BM25
60 Q0 CACM-3142 22  18.7022913862626 BM25
60 Q0 CACM-2593 23  18.60643857268023 BM25
60 Q0 CACM-3164 24  18.528980932715292 BM25
60 Q0 CACM-2964 25  18.350748648038326 BM25
60 Q0 CACM-2988 26  18.27201296229841 BM25
60 Q0 CACM-3025 27  17.52578375777046 BM25
60 Q0 CACM-3136 28  17.313386332157634 BM25
60 Q0 CACM-0695 29  16.86858973179901 BM25
60 Q0 CACM-1844 30  16.40477500559696 BM25
60 Q0 CACM-2424 31  16.32591726145339 BM25
60 Q0 CACM-3070 32  16.312959223303213 BM25
60 Q0 CACM-1572 33  16.05171633805251 BM25
60 Q0 CACM-1695 34  15.959270904098055 BM25
60 Q0 CACM-1752 35  15.940767869606155 BM25
60 Q0 CACM-2198 36  15.913616820118467 BM25
60 Q0 CACM-2319 37  15.830859262057754 BM25
60 Q0 CACM-3059 38  15.816180341994375 BM25
60 Q0 CACM-2188 39  15.668353167221126 BM25
60 Q0 CACM-2536 40  15.456380732800932 BM25
60 Q0 CACM-1754 41  15.409497156588541 BM25
60 Q0 CACM-2482 42  15.096579137503852 BM25
60 Q0 CACM-2846 43  15.066589469665185 BM25
60 Q0 CACM-2951 44  15.03727227460966 BM25
60 Q0 CACM-0696 45  14.986271930216947 BM25
60 Q0 CACM-2375 46  14.963953613202097 BM25
60 Q0 CACM-2928 47  14.845679381796396 BM25
60 Q0 CACM-2717 48  14.74145982406913 BM25
60 Q0 CACM-2740 49  14.697005321124136 BM25
60 Q0 CACM-2298 50  14.666166417830189 BM25
60 Q0 CACM-3092 51  14.614219771068013 BM25
60 Q0 CACM-0616 52  14.613924155158108 BM25
60 Q0 CACM-2828 53  14.600648893533583 BM25
60 Q0 CACM-2372 54  14.568887836788482 BM25
60 Q0 CACM-2738 55  14.497581280266289 BM25
60 Q0 CACM-2358 56  14.350976666158735 BM25
60 Q0 CACM-2541 57  14.22733163105292 BM25
60 Q0 CACM-2311 58  14.194222048565631 BM25
60 Q0 CACM-2680 59  14.182745444012468 BM25
60 Q0 CACM-2359 60  14.163083766665792 BM25
60 Q0 CACM-3128 61  14.140473160625444 BM25
60 Q0 CACM-1901 62  14.126391772650171 BM25
60 Q0 CACM-1680 63  14.067225898197126 BM25
60 Q0 CACM-2138 64  14.051363671384946 BM25
60 Q0 CACM-2002 65  13.983053692985317 BM25
60 Q0 CACM-3084 66  13.961874405645185 BM25
60 Q0 CACM-1959 67  13.943123050829943 BM25
60 Q0 CACM-2345 68  13.925732204944817 BM25
60 Q0 CACM-1033 69  13.810629979323203 BM25
60 Q0 CACM-3150 70  13.752385586662513 BM25
60 Q0 CACM-1685 71  13.745104627978577 BM25
60 Q0 CACM-3134 72  13.712225841377649 BM25
60 Q0 CACM-3058 73  13.70846241824688 BM25
60 Q0 CACM-2720 74  13.649816800661812 BM25
60 Q0 CACM-1912 75  13.649415399217329 BM25
60 Q0 CACM-1751 76  13.632569980033638 BM25
60 Q0 CACM-1489 77  13.609420128188766 BM25
60 Q0 CACM-3067 78  13.570140433676615 BM25
60 Q0 CACM-2669 79  13.553653137033338 BM25
60 Q0 CACM-2852 80  13.525362037466184 BM25
60 Q0 CACM-2127 81  13.511669493721495 BM25
60 Q0 CACM-2955 82  13.502601023439777 BM25
60 Q0 CACM-2407 83  13.470568259214755 BM25
60 Q0 CACM-1518 84  13.42652251337507 BM25
60 Q0 CACM-2106 85  13.371622295122744 BM25
60 Q0 CACM-3090 86  13.293001513977893 BM25
60 Q0 CACM-1892 87  13.245521242069152 BM25
60 Q0 CACM-2985 88  13.222052330379462 BM25
60 Q0 CACM-3153 89  13.190108274467484 BM25
60 Q0 CACM-3082 90  13.147341612261489 BM25
60 Q0 CACM-2479 91  13.087019805155823 BM25
60 Q0 CACM-1083 92  13.072210338036408 BM25
60 Q0 CACM-1774 93  13.063413051509055 BM25
60 Q0 CACM-2948 94  13.0297130304394 BM25
60 Q0 CACM-3050 95  13.006650231818806 BM25
60 Q0 CACM-2625 96  12.981245928994017 BM25
60 Q0 CACM-0585 97  12.917970960715472 BM25
60 Q0 CACM-2500 98  12.890516716841256 BM25
60 Q0 CACM-2317 99  12.846493539278136 BM25
60 Q0 CACM-2016 100  12.837474155077304 BM25
