52 Q0 CACM-2721 1  14.627668427093308 BM25
52 Q0 CACM-2749 2  6.10313998856049 BM25
52 Q0 CACM-1928 3  5.914197804727992 BM25
52 Q0 CACM-3070 4  5.903435022959856 BM25
52 Q0 CACM-2767 5  5.762741577344739 BM25
52 Q0 CACM-1366 6  5.734073398890777 BM25
52 Q0 CACM-1870 7  5.539793925795013 BM25
52 Q0 CACM-2742 8  5.340222725018912 BM25
52 Q0 CACM-3051 9  5.323453036047621 BM25
52 Q0 CACM-2902 10  5.309349587509252 BM25
52 Q0 CACM-1030 11  5.287404260947102 BM25
52 Q0 CACM-1890 12  5.268068853269957 BM25
52 Q0 CACM-3048 13  5.110752649433724 BM25
52 Q0 CACM-0678 14  5.066618730825139 BM25
52 Q0 CACM-2218 15  5.020812581955491 BM25
52 Q0 CACM-1329 16  4.968405765945084 BM25
52 Q0 CACM-2970 17  4.911707454458689 BM25
52 Q0 CACM-0557 18  4.890570626816697 BM25
52 Q0 CACM-1637 19  4.809322863320907 BM25
52 Q0 CACM-0757 20  4.776017770049327 BM25
52 Q0 CACM-2914 21  4.7521847224958895 BM25
52 Q0 CACM-1207 22  4.7390167769483575 BM25
52 Q0 CACM-1208 23  4.702584688128811 BM25
52 Q0 CACM-1380 24  4.673293620405829 BM25
52 Q0 CACM-2062 25  4.670791351224949 BM25
52 Q0 CACM-1912 26  4.659885914318543 BM25
52 Q0 CACM-2936 27  4.657661208436614 BM25
52 Q0 CACM-1805 28  4.6194574752376525 BM25
52 Q0 CACM-1695 29  4.619252096801828 BM25
52 Q0 CACM-0238 30  4.617282689481644 BM25
52 Q0 CACM-1752 31  4.604354470882244 BM25
52 Q0 CACM-2798 32  4.598001853454174 BM25
52 Q0 CACM-2725 33  4.596573598391735 BM25
52 Q0 CACM-0643 34  4.516231913395301 BM25
52 Q0 CACM-1812 35  4.495236784333629 BM25
52 Q0 CACM-3064 36  4.434757927783616 BM25
52 Q0 CACM-2057 37  4.427914054588742 BM25
52 Q0 CACM-0633 38  4.401463669804385 BM25
52 Q0 CACM-3061 39  4.398271764959491 BM25
52 Q0 CACM-2844 40  4.366873053350036 BM25
52 Q0 CACM-1572 41  4.31422523307888 BM25
52 Q0 CACM-2261 42  4.238604051469569 BM25
52 Q0 CACM-1894 43  4.216372283455555 BM25
52 Q0 CACM-0104 44  4.1952564406037585 BM25
52 Q0 CACM-1716 45  4.18750846078026 BM25
52 Q0 CACM-2549 46  4.15903713465338 BM25
52 Q0 CACM-2344 47  4.118436749557492 BM25
52 Q0 CACM-1427 48  4.112501354120899 BM25
52 Q0 CACM-2349 49  4.103240378144209 BM25
52 Q0 CACM-1261 50  4.028744672010187 BM25
52 Q0 CACM-1680 51  3.923704169123826 BM25
52 Q0 CACM-1435 52  3.8902209777253334 BM25
52 Q0 CACM-2911 53  3.8236095742748404 BM25
52 Q0 CACM-1728 54  3.778897337105966 BM25
52 Q0 CACM-2882 55  3.6988032256167696 BM25
52 Q0 CACM-1288 56  3.6202591082208784 BM25
52 Q0 CACM-2318 57  3.6124538440482508 BM25
52 Q0 CACM-3107 58  3.5929232192813965 BM25
52 Q0 CACM-2077 59  3.576862045883358 BM25
52 Q0 CACM-2272 60  3.538366902769478 BM25
52 Q0 CACM-2829 61  3.5351399702666444 BM25
52 Q0 CACM-2951 62  3.5325251854064463 BM25
52 Q0 CACM-2262 63  3.461914330723257 BM25
52 Q0 CACM-1846 64  3.455210468845295 BM25
52 Q0 CACM-2375 65  3.4166105458947587 BM25
52 Q0 CACM-2435 66  3.41584636666044 BM25
52 Q0 CACM-2542 67  3.4115492515666612 BM25
52 Q0 CACM-0605 68  3.3825988285192987 BM25
52 Q0 CACM-1541 69  3.3677901754350534 BM25
52 Q0 CACM-1165 70  3.215921410024748 BM25
52 Q0 CACM-1199 71  3.183602374379942 BM25
52 Q0 CACM-2955 72  3.1722936614265542 BM25
52 Q0 CACM-1484 73  3.150194222678967 BM25
52 Q0 CACM-1856 74  3.132430968985164 BM25
52 Q0 CACM-1653 75  3.1052923821322143 BM25
52 Q0 CACM-1811 76  3.102924712842135 BM25
52 Q0 CACM-1253 77  3.100031625859202 BM25
52 Q0 CACM-2686 78  3.0270636748784434 BM25
52 Q0 CACM-2734 79  2.979904907667537 BM25
52 Q0 CACM-1426 80  2.95637497830588 BM25
52 Q0 CACM-1518 81  2.923966973910607 BM25
52 Q0 CACM-2276 82  2.8446622732214175 BM25
52 Q0 CACM-1933 83  2.8165816978956535 BM25
52 Q0 CACM-1674 84  2.7993387948360438 BM25
52 Q0 CACM-2652 85  2.783286949277282 BM25
52 Q0 CACM-2918 86  2.7822500414259403 BM25
52 Q0 CACM-1234 87  2.7573516165497955 BM25
52 Q0 CACM-3042 88  2.6912948575379017 BM25
52 Q0 CACM-1166 89  2.6620451559113674 BM25
52 Q0 CACM-2105 90  2.6570301889346974 BM25
52 Q0 CACM-2091 91  2.6119710724064706 BM25
52 Q0 CACM-2967 92  2.573410103564564 BM25
52 Q0 CACM-1711 93  2.5582720984904253 BM25
52 Q0 CACM-2862 94  2.5433033465531127 BM25
52 Q0 CACM-2859 95  2.452994890798456 BM25
52 Q0 CACM-1845 96  2.4499170470625264 BM25
52 Q0 CACM-2535 97  2.4343140177836595 BM25
52 Q0 CACM-2596 98  2.4270075839948397 BM25
52 Q0 CACM-2890 99  2.4232699829898428 BM25
52 Q0 CACM-2452 100  2.403491714187857 BM25
