35 Q0 CACM-2932 1  34.462595776617384 BM25
35 Q0 CACM-1474 2  25.97936424306423 BM25
35 Q0 CACM-2165 3  22.907045543728003 BM25
35 Q0 CACM-2836 4  22.642079369568304 BM25
35 Q0 CACM-3175 5  22.40948409503149 BM25
35 Q0 CACM-2090 6  20.299398665366546 BM25
35 Q0 CACM-1397 7  19.958805192388756 BM25
35 Q0 CACM-2681 8  19.514556536392323 BM25
35 Q0 CACM-2323 9  17.74544717512145 BM25
35 Q0 CACM-1386 10  17.679092508000068 BM25
35 Q0 CACM-3071 11  17.51875755928304 BM25
35 Q0 CACM-2166 12  16.51511284488093 BM25
35 Q0 CACM-2560 13  16.20758308294844 BM25
35 Q0 CACM-3203 14  15.388653553550526 BM25
35 Q0 CACM-1935 15  15.105702175715217 BM25
35 Q0 CACM-2645 16  14.925981833093722 BM25
35 Q0 CACM-2169 17  14.91584068346647 BM25
35 Q0 CACM-2516 18  14.6945365020182 BM25
35 Q0 CACM-2170 19  14.65764658291442 BM25
35 Q0 CACM-0717 20  14.475569830217342 BM25
35 Q0 CACM-2167 21  14.403650079086031 BM25
35 Q0 CACM-0265 22  13.930269109459456 BM25
35 Q0 CACM-2580 23  13.644889429356041 BM25
35 Q0 CACM-2850 24  12.940453703353944 BM25
35 Q0 CACM-1214 25  12.858521860953397 BM25
35 Q0 CACM-1396 26  12.319653324777104 BM25
35 Q0 CACM-2450 27  12.273622672211769 BM25
35 Q0 CACM-2414 28  12.2051703614493 BM25
35 Q0 CACM-0393 29  12.019488581562538 BM25
35 Q0 CACM-2437 30  11.83874193404008 BM25
35 Q0 CACM-0719 31  11.80802288899041 BM25
35 Q0 CACM-1216 32  11.65518210951523 BM25
35 Q0 CACM-2096 33  11.567575418338112 BM25
35 Q0 CACM-2164 34  11.123800440962045 BM25
35 Q0 CACM-2253 35  10.91162190456702 BM25
35 Q0 CACM-2231 36  10.770227659644757 BM25
35 Q0 CACM-1667 37  10.166596588154741 BM25
35 Q0 CACM-1893 38  10.166596588154741 BM25
35 Q0 CACM-2809 39  10.030090808067683 BM25
35 Q0 CACM-1392 40  9.958622608431291 BM25
35 Q0 CACM-0762 41  9.830505132167149 BM25
35 Q0 CACM-0278 42  9.789007817966782 BM25
35 Q0 CACM-2266 43  9.785142152726177 BM25
35 Q0 CACM-2704 44  9.75850498304407 BM25
35 Q0 CACM-1257 45  9.50273004114098 BM25
35 Q0 CACM-1696 46  9.468937364110614 BM25
35 Q0 CACM-1619 47  9.430942421607595 BM25
35 Q0 CACM-2921 48  9.240197439106485 BM25
35 Q0 CACM-1524 49  9.231101876519954 BM25
35 Q0 CACM-3201 50  9.182573095052218 BM25
35 Q0 CACM-2567 51  9.164305641469934 BM25
35 Q0 CACM-2490 52  9.153121520722765 BM25
35 Q0 CACM-1862 53  9.092217255032232 BM25
35 Q0 CACM-3007 54  9.078435708746078 BM25
35 Q0 CACM-2767 55  8.983334109062518 BM25
35 Q0 CACM-1154 56  8.981532370455495 BM25
35 Q0 CACM-2283 57  8.952475808469538 BM25
35 Q0 CACM-2956 58  8.946517856036253 BM25
35 Q0 CACM-0111 59  8.926814119846892 BM25
35 Q0 CACM-2953 60  8.914224488089305 BM25
35 Q0 CACM-1806 61  8.90709655263434 BM25
35 Q0 CACM-1743 62  8.798296614210017 BM25
35 Q0 CACM-0892 63  8.78670465155183 BM25
35 Q0 CACM-2714 64  8.733563636348372 BM25
35 Q0 CACM-1948 65  8.57032848168642 BM25
35 Q0 CACM-1388 66  8.538885729553114 BM25
35 Q0 CACM-0644 67  8.331158343931369 BM25
35 Q0 CACM-1210 68  8.225550836271646 BM25
35 Q0 CACM-1391 69  8.10860792849357 BM25
35 Q0 CACM-1699 70  8.058882809148345 BM25
35 Q0 CACM-1628 71  8.025267643884273 BM25
35 Q0 CACM-1946 72  7.992576570239109 BM25
35 Q0 CACM-1664 73  7.932194273843663 BM25
35 Q0 CACM-1121 74  7.886064535910225 BM25
35 Q0 CACM-2094 75  7.882927164238254 BM25
35 Q0 CACM-2273 76  7.873600490749048 BM25
35 Q0 CACM-1049 77  7.851960434852784 BM25
35 Q0 CACM-1543 78  7.7213749766429585 BM25
35 Q0 CACM-3189 79  7.719822595995477 BM25
35 Q0 CACM-2410 80  7.6250660916920925 BM25
35 Q0 CACM-1387 81  7.592127782446664 BM25
35 Q0 CACM-2325 82  7.564956992636194 BM25
35 Q0 CACM-3006 83  7.520465161148319 BM25
35 Q0 CACM-3078 84  7.504255398592645 BM25
35 Q0 CACM-1999 85  7.501587562351674 BM25
35 Q0 CACM-1706 86  7.475315249987759 BM25
35 Q0 CACM-2554 87  7.449051240026464 BM25
35 Q0 CACM-3131 88  7.4382470353967625 BM25
35 Q0 CACM-2268 89  7.429963196384833 BM25
35 Q0 CACM-0319 90  7.408865614731843 BM25
35 Q0 CACM-2719 91  7.343892627116416 BM25
35 Q0 CACM-2402 92  7.320189841831438 BM25
35 Q0 CACM-2997 93  7.29949164789805 BM25
35 Q0 CACM-1394 94  7.220117786413179 BM25
35 Q0 CACM-3031 95  7.163939015327282 BM25
35 Q0 CACM-0284 96  7.163303552206344 BM25
35 Q0 CACM-0044 97  7.147081857192316 BM25
35 Q0 CACM-3023 98  7.122939785961234 BM25
35 Q0 CACM-1197 99  7.08937606733535 BM25
35 Q0 CACM-2532 100  7.073120108366879 BM25
