2 Q0 CACM-2434 1  21.46186911440447 BM25
2 Q0 CACM-2863 2  18.11931244031417 BM25
2 Q0 CACM-3078 3  13.579072543023404 BM25
2 Q0 CACM-0497 4  9.522091878496468 BM25
2 Q0 CACM-1364 5  8.967942859305948 BM25
2 Q0 CACM-0727 6  8.783149477867047 BM25
2 Q0 CACM-1012 7  8.250444107386198 BM25
2 Q0 CACM-0335 8  8.185060760910027 BM25
2 Q0 CACM-2039 9  7.144656824032877 BM25
2 Q0 CACM-1821 10  6.809809004031035 BM25
2 Q0 CACM-1062 11  6.683473571286914 BM25
2 Q0 CACM-1931 12  6.18980736772836 BM25
2 Q0 CACM-0616 13  6.176862196947341 BM25
2 Q0 CACM-1977 14  6.174107484865757 BM25
2 Q0 CACM-1638 15  6.122573576711775 BM25
2 Q0 CACM-3202 16  6.067276995265871 BM25
2 Q0 CACM-1046 17  5.952154101407025 BM25
2 Q0 CACM-1861 18  5.844380621293392 BM25
2 Q0 CACM-1010 19  5.8215483867207185 BM25
2 Q0 CACM-3086 20  5.575436742005486 BM25
2 Q0 CACM-1264 21  5.385215074023217 BM25
2 Q0 CACM-0408 22  5.337076932818037 BM25
2 Q0 CACM-1619 23  5.303873930856581 BM25
2 Q0 CACM-1867 24  5.2740876698511245 BM25
2 Q0 CACM-2352 25  5.229854787700811 BM25
2 Q0 CACM-2177 26  5.170291067000869 BM25
2 Q0 CACM-0108 27  5.161285042786787 BM25
2 Q0 CACM-2939 28  5.138876143924518 BM25
2 Q0 CACM-2735 29  5.127196562212333 BM25
2 Q0 CACM-1272 30  5.0887554072623615 BM25
2 Q0 CACM-2976 31  5.077700791006851 BM25
2 Q0 CACM-0626 32  5.051010760405612 BM25
2 Q0 CACM-1652 33  5.042870078123125 BM25
2 Q0 CACM-0246 34  5.009339137890899 BM25
2 Q0 CACM-0857 35  4.974851531177224 BM25
2 Q0 CACM-2663 36  4.974129268788218 BM25
2 Q0 CACM-2577 37  4.90739740978575 BM25
2 Q0 CACM-1397 38  4.886968394417527 BM25
2 Q0 CACM-2143 39  4.8718370628380026 BM25
2 Q0 CACM-3028 40  4.854902216949213 BM25
2 Q0 CACM-2328 41  4.829673131728067 BM25
2 Q0 CACM-3194 42  4.802776547850235 BM25
2 Q0 CACM-2905 43  4.78634775010907 BM25
2 Q0 CACM-0372 44  4.702544445538603 BM25
2 Q0 CACM-0394 45  4.702544445538603 BM25
2 Q0 CACM-0853 46  4.702544445538603 BM25
2 Q0 CACM-1105 47  4.702544445538603 BM25
2 Q0 CACM-0798 48  4.6658282187818765 BM25
2 Q0 CACM-2021 49  4.6632223291094395 BM25
2 Q0 CACM-1014 50  4.653138061971412 BM25
2 Q0 CACM-3003 51  4.649630564890977 BM25
2 Q0 CACM-1139 52  4.629680891438144 BM25
2 Q0 CACM-1702 53  4.629680891438144 BM25
2 Q0 CACM-1676 54  4.622448020000162 BM25
2 Q0 CACM-0890 55  4.618554737004252 BM25
2 Q0 CACM-0391 56  4.594089342941527 BM25
2 Q0 CACM-2621 57  4.590884736760421 BM25
2 Q0 CACM-1136 58  4.559040853115416 BM25
2 Q0 CACM-1990 59  4.559040853115416 BM25
2 Q0 CACM-1753 60  4.537491057365827 BM25
2 Q0 CACM-2422 61  4.524523087015177 BM25
2 Q0 CACM-1671 62  4.52405487141553 BM25
2 Q0 CACM-0397 63  4.512009843934407 BM25
2 Q0 CACM-2493 64  4.503598630641589 BM25
2 Q0 CACM-2219 65  4.503470582911385 BM25
2 Q0 CACM-0407 66  4.490524080454248 BM25
2 Q0 CACM-1519 67  4.478371151231969 BM25
2 Q0 CACM-1623 68  4.438158732800529 BM25
2 Q0 CACM-1994 69  4.424036260651388 BM25
2 Q0 CACM-2472 70  4.424036260651388 BM25
2 Q0 CACM-2786 71  4.418852356470681 BM25
2 Q0 CACM-0942 72  4.402563446485852 BM25
2 Q0 CACM-1072 73  4.400393691419623 BM25
2 Q0 CACM-1096 74  4.391525251430027 BM25
2 Q0 CACM-1981 75  4.391525251430027 BM25
2 Q0 CACM-2440 76  4.391525251430027 BM25
2 Q0 CACM-0171 77  4.383340326988206 BM25
2 Q0 CACM-2704 78  4.368300449510955 BM25
2 Q0 CACM-2917 79  4.3594885850829055 BM25
2 Q0 CACM-1941 80  4.327915955640757 BM25
2 Q0 CACM-0563 81  4.303176891154041 BM25
2 Q0 CACM-0569 82  4.303176891154041 BM25
2 Q0 CACM-0740 83  4.303176891154041 BM25
2 Q0 CACM-2845 84  4.296486141528251 BM25
2 Q0 CACM-2812 85  4.288847606596995 BM25
2 Q0 CACM-0290 86  4.269314431778892 BM25
2 Q0 CACM-0459 87  4.269314431778892 BM25
2 Q0 CACM-0998 88  4.269314431778892 BM25
2 Q0 CACM-1369 89  4.2681066364691365 BM25
2 Q0 CACM-0204 90  4.262059326628771 BM25
2 Q0 CACM-0269 91  4.235980750707218 BM25
2 Q0 CACM-0645 92  4.235980750707218 BM25
2 Q0 CACM-0673 93  4.235980750707218 BM25
2 Q0 CACM-0741 94  4.235980750707218 BM25
2 Q0 CACM-0742 95  4.235980750707218 BM25
2 Q0 CACM-0772 96  4.235980750707218 BM25
2 Q0 CACM-0993 97  4.235980750707218 BM25
2 Q0 CACM-1320 98  4.235980750707218 BM25
2 Q0 CACM-2638 99  4.235980750707218 BM25
2 Q0 CACM-3047 100  4.233943571623394 BM25
