59 Q0 CACM-1456 1  32.23854148149886 BM25
59 Q0 CACM-0144 2  27.31250994974843 BM25
59 Q0 CACM-1235 3  26.442933439791833 BM25
59 Q0 CACM-2905 4  25.979644988702812 BM25
59 Q0 CACM-2437 5  25.480315053526947 BM25
59 Q0 CACM-3087 6  25.315549629099504 BM25
59 Q0 CACM-2127 7  25.26042985368906 BM25
59 Q0 CACM-1855 8  25.152723674419338 BM25
59 Q0 CACM-1112 9  24.812158931381774 BM25
59 Q0 CACM-1700 10  24.37417163102772 BM25
59 Q0 CACM-1681 11  24.269409117277213 BM25
59 Q0 CACM-2203 12  24.13961731932782 BM25
59 Q0 CACM-1457 13  23.41568912102185 BM25
59 Q0 CACM-2032 14  23.180237071929334 BM25
59 Q0 CACM-2111 15  22.88777552527625 BM25
59 Q0 CACM-0944 16  22.173507220032647 BM25
59 Q0 CACM-3041 17  21.708434299753897 BM25
59 Q0 CACM-2991 18  21.695725531918022 BM25
59 Q0 CACM-3046 19  21.651902150371175 BM25
59 Q0 CACM-2846 20  21.620597515640547 BM25
59 Q0 CACM-2484 21  21.541039332650335 BM25
59 Q0 CACM-2688 22  21.289798519906025 BM25
59 Q0 CACM-2307 23  21.127934625699577 BM25
59 Q0 CACM-3134 24  20.942705536559338 BM25
59 Q0 CACM-1665 25  20.893814649087478 BM25
59 Q0 CACM-2050 26  20.74473296441119 BM25
59 Q0 CACM-2258 27  20.274989693601334 BM25
59 Q0 CACM-2141 28  20.207936642005578 BM25
59 Q0 CACM-2646 29  20.156709880271134 BM25
59 Q0 CACM-1699 30  19.96684476480926 BM25
59 Q0 CACM-1725 31  19.889377117447907 BM25
59 Q0 CACM-1711 32  19.693434581323626 BM25
59 Q0 CACM-0695 33  19.583927963646488 BM25
59 Q0 CACM-1886 34  19.57769354104797 BM25
59 Q0 CACM-1888 35  19.46025193218509 BM25
59 Q0 CACM-1032 36  19.347284619980925 BM25
59 Q0 CACM-1331 37  19.14662281203207 BM25
59 Q0 CACM-3053 38  19.118965318815995 BM25
59 Q0 CACM-2559 39  19.096268883810172 BM25
59 Q0 CACM-2091 40  19.077734528893572 BM25
59 Q0 CACM-1402 41  19.007540820984765 BM25
59 Q0 CACM-1527 42  18.86051229514218 BM25
59 Q0 CACM-1929 43  18.84898400189887 BM25
59 Q0 CACM-1324 44  18.776802608297245 BM25
59 Q0 CACM-1856 45  18.727058962152995 BM25
59 Q0 CACM-2033 46  18.682642272580026 BM25
59 Q0 CACM-1051 47  18.463861871704125 BM25
59 Q0 CACM-1441 48  18.44708869137297 BM25
59 Q0 CACM-2623 49  18.278169672724015 BM25
59 Q0 CACM-2274 50  18.25400312657114 BM25
59 Q0 CACM-2572 51  18.24149573165234 BM25
59 Q0 CACM-2968 52  18.229959369427313 BM25
59 Q0 CACM-1808 53  18.193876502268395 BM25
59 Q0 CACM-2153 54  18.188555005917628 BM25
59 Q0 CACM-1486 55  18.12051092089142 BM25
59 Q0 CACM-2753 56  18.031181751157636 BM25
59 Q0 CACM-2860 57  17.974503671388405 BM25
59 Q0 CACM-1236 58  17.94264768688603 BM25
59 Q0 CACM-1517 59  17.897430981337575 BM25
59 Q0 CACM-0440 60  17.874803670724827 BM25
59 Q0 CACM-2267 61  17.857835050707262 BM25
59 Q0 CACM-3126 62  17.821781660501415 BM25
59 Q0 CACM-2229 63  17.801395066538248 BM25
59 Q0 CACM-2795 64  17.791348712663257 BM25
59 Q0 CACM-2046 65  17.653772906229307 BM25
59 Q0 CACM-2631 66  17.62400950224819 BM25
59 Q0 CACM-2711 67  17.572353927983656 BM25
59 Q0 CACM-2931 68  17.485942708397296 BM25
59 Q0 CACM-1629 69  17.411156967041432 BM25
59 Q0 CACM-2989 70  17.32483932289364 BM25
59 Q0 CACM-2107 71  17.312979112001955 BM25
59 Q0 CACM-2819 72  17.22649984086436 BM25
59 Q0 CACM-3139 73  17.197798796811124 BM25
59 Q0 CACM-1645 74  17.13709620673664 BM25
59 Q0 CACM-2978 75  17.10150856036988 BM25
59 Q0 CACM-2650 76  17.07940434409239 BM25
59 Q0 CACM-1504 77  16.991443120677985 BM25
59 Q0 CACM-1516 78  16.971051345662353 BM25
59 Q0 CACM-1930 79  16.956519528078363 BM25
59 Q0 CACM-0891 80  16.940528100322076 BM25
59 Q0 CACM-1264 81  16.86347247612903 BM25
59 Q0 CACM-2517 82  16.802857680016192 BM25
59 Q0 CACM-0096 83  16.796030478612828 BM25
59 Q0 CACM-0095 84  16.78956184472483 BM25
59 Q0 CACM-1620 85  16.78680225848734 BM25
59 Q0 CACM-1650 86  16.77473152951189 BM25
59 Q0 CACM-2543 87  16.774422578039385 BM25
59 Q0 CACM-2924 88  16.774107348950842 BM25
59 Q0 CACM-2273 89  16.768366100662753 BM25
59 Q0 CACM-2990 90  16.762965189437946 BM25
59 Q0 CACM-2233 91  16.760881746732355 BM25
59 Q0 CACM-2092 92  16.67374993320435 BM25
59 Q0 CACM-2883 93  16.662083659608246 BM25
59 Q0 CACM-2923 94  16.633683593959237 BM25
59 Q0 CACM-2722 95  16.573241139266898 BM25
59 Q0 CACM-2160 96  16.57278590166863 BM25
59 Q0 CACM-1206 97  16.55742078924027 BM25
59 Q0 CACM-2396 98  16.551547767518414 BM25
59 Q0 CACM-3138 99  16.5285145904601 BM25
59 Q0 CACM-2532 100  16.516553118256674 BM25
