13 Q0 CACM-1947 1  13.289539518252015 BM25
13 Q0 CACM-1795 2  12.787418339448362 BM25
13 Q0 CACM-2495 3  12.560033334460437 BM25
13 Q0 CACM-2897 4  12.480898619565508 BM25
13 Q0 CACM-3080 5  10.999942425170815 BM25
13 Q0 CACM-3054 6  10.406507532846941 BM25
13 Q0 CACM-2904 7  10.275249289321078 BM25
13 Q0 CACM-2253 8  9.422721419207294 BM25
13 Q0 CACM-2929 9  8.85725702165443 BM25
13 Q0 CACM-1886 10  8.657002679577513 BM25
13 Q0 CACM-2464 11  8.541606312973672 BM25
13 Q0 CACM-1564 12  8.232015960121265 BM25
13 Q0 CACM-2944 13  8.036339674104944 BM25
13 Q0 CACM-2491 14  7.772909943111301 BM25
13 Q0 CACM-1807 15  7.627668584898615 BM25
13 Q0 CACM-2835 16  7.577531055613993 BM25
13 Q0 CACM-2748 17  7.556492750806123 BM25
13 Q0 CACM-1231 18  7.537324928944536 BM25
13 Q0 CACM-1223 19  7.482714231453758 BM25
13 Q0 CACM-2423 20  7.285624522555527 BM25
13 Q0 CACM-1655 21  6.9989081513385925 BM25
13 Q0 CACM-1362 22  6.975096706686405 BM25
13 Q0 CACM-0048 23  6.922247786795151 BM25
13 Q0 CACM-2701 24  6.920909211638603 BM25
13 Q0 CACM-3053 25  6.774991805658906 BM25
13 Q0 CACM-2611 26  6.711143319138263 BM25
13 Q0 CACM-2616 27  6.687200592701916 BM25
13 Q0 CACM-2858 28  6.633638038827422 BM25
13 Q0 CACM-1652 29  6.387697343240093 BM25
13 Q0 CACM-2964 30  6.259552234139554 BM25
13 Q0 CACM-2834 31  6.258395259154936 BM25
13 Q0 CACM-2107 32  6.23087528735483 BM25
13 Q0 CACM-2836 33  6.215052523898549 BM25
13 Q0 CACM-1992 34  6.164974051970368 BM25
13 Q0 CACM-2344 35  6.153402662484493 BM25
13 Q0 CACM-1676 36  6.1268560894204205 BM25
13 Q0 CACM-2433 37  6.071941392530536 BM25
13 Q0 CACM-2133 38  6.063519670047413 BM25
13 Q0 CACM-2533 39  6.023407444167374 BM25
13 Q0 CACM-1756 40  5.998618160165327 BM25
13 Q0 CACM-3066 41  5.867872896408026 BM25
13 Q0 CACM-2290 42  5.809748663254012 BM25
13 Q0 CACM-1651 43  5.788993512867798 BM25
13 Q0 CACM-0031 44  5.7804258717376324 BM25
13 Q0 CACM-0195 45  5.734938679088139 BM25
13 Q0 CACM-0797 46  5.703795792010025 BM25
13 Q0 CACM-1757 47  5.662740940440449 BM25
13 Q0 CACM-2680 48  5.656159433746809 BM25
13 Q0 CACM-2537 49  5.63440030911751 BM25
13 Q0 CACM-2411 50  5.625986688002503 BM25
13 Q0 CACM-1289 51  5.6147283256207645 BM25
13 Q0 CACM-0230 52  5.571229634023986 BM25
13 Q0 CACM-1064 53  5.571229634023986 BM25
13 Q0 CACM-1187 54  5.559930380430459 BM25
13 Q0 CACM-1670 55  5.5515073451092185 BM25
13 Q0 CACM-1414 56  5.486223370292077 BM25
13 Q0 CACM-1232 57  5.476371470089142 BM25
13 Q0 CACM-0066 58  5.387320110228528 BM25
13 Q0 CACM-1275 59  5.363469016666721 BM25
13 Q0 CACM-1973 60  5.339391500514973 BM25
13 Q0 CACM-0333 61  5.278064439644887 BM25
13 Q0 CACM-1066 62  5.241457253205322 BM25
13 Q0 CACM-1065 63  5.17064681320083 BM25
13 Q0 CACM-3083 64  5.138703230028461 BM25
13 Q0 CACM-2586 65  5.1337342127982195 BM25
13 Q0 CACM-3173 66  5.078919152527437 BM25
13 Q0 CACM-1786 67  5.048868481504767 BM25
13 Q0 CACM-1204 68  5.043963471873433 BM25
13 Q0 CACM-2552 69  5.023398491534992 BM25
13 Q0 CACM-2716 70  4.951882237745388 BM25
13 Q0 CACM-3125 71  4.941022184923768 BM25
13 Q0 CACM-0693 72  4.885013276458825 BM25
13 Q0 CACM-0093 73  4.8563814200258895 BM25
13 Q0 CACM-2559 74  4.7952006380635375 BM25
13 Q0 CACM-1331 75  4.735795963412635 BM25
13 Q0 CACM-1523 76  4.692391107608623 BM25
13 Q0 CACM-3175 77  4.6743703700790435 BM25
13 Q0 CACM-3018 78  4.630693479923872 BM25
13 Q0 CACM-2888 79  4.627437205914875 BM25
13 Q0 CACM-2195 80  4.617953210739094 BM25
13 Q0 CACM-1345 81  4.4923305086473215 BM25
13 Q0 CACM-3110 82  4.400577317750204 BM25
13 Q0 CACM-2801 83  4.390478932462603 BM25
13 Q0 CACM-2812 84  4.3898638726136365 BM25
13 Q0 CACM-3171 85  4.3809872579775835 BM25
13 Q0 CACM-2953 86  4.2536510610407685 BM25
13 Q0 CACM-2134 87  4.238053617385331 BM25
13 Q0 CACM-3005 88  4.221230455777881 BM25
13 Q0 CACM-1195 89  4.201276059437157 BM25
13 Q0 CACM-0124 90  4.184175432066513 BM25
13 Q0 CACM-2579 91  4.1675754472893125 BM25
13 Q0 CACM-1234 92  4.147341666601625 BM25
13 Q0 CACM-2877 93  4.115851081010312 BM25
13 Q0 CACM-1658 94  4.070359655819104 BM25
13 Q0 CACM-1551 95  4.018747339956067 BM25
13 Q0 CACM-2969 96  3.941501507286139 BM25
13 Q0 CACM-0104 97  3.8654060541707116 BM25
13 Q0 CACM-2715 98  3.803865564167621 BM25
13 Q0 CACM-2185 99  3.783306599466336 BM25
13 Q0 CACM-1290 100  3.739555818446095 BM25
