3 Q0 CACM-1988 1  8.544101473990487 BM25
3 Q0 CACM-0637 2  8.377870538294275 BM25
3 Q0 CACM-1387 3  8.319819852843297 BM25
3 Q0 CACM-1787 4  8.212645294356168 BM25
3 Q0 CACM-0252 5  7.709402016720341 BM25
3 Q0 CACM-3115 6  7.697465422028841 BM25
3 Q0 CACM-1533 7  7.697052441148337 BM25
3 Q0 CACM-1134 8  7.675008331863674 BM25
3 Q0 CACM-1807 9  7.329517003954415 BM25
3 Q0 CACM-1572 10  7.153578771088002 BM25
3 Q0 CACM-2411 11  7.078992131924136 BM25
3 Q0 CACM-1783 12  7.048049848475835 BM25
3 Q0 CACM-3130 13  7.042869337561504 BM25
3 Q0 CACM-2111 14  6.993083460384311 BM25
3 Q0 CACM-2061 15  6.982359254700954 BM25
3 Q0 CACM-1402 16  6.9178379915163335 BM25
3 Q0 CACM-1007 17  6.915701410980008 BM25
3 Q0 CACM-0205 18  6.841144661938204 BM25
3 Q0 CACM-1392 19  6.723863612060776 BM25
3 Q0 CACM-2886 20  6.714106993397433 BM25
3 Q0 CACM-2112 21  6.688312344562378 BM25
3 Q0 CACM-1947 22  6.680699651025017 BM25
3 Q0 CACM-1062 23  6.527647746440682 BM25
3 Q0 CACM-1029 24  6.522512010087695 BM25
3 Q0 CACM-2551 25  6.496313872127038 BM25
3 Q0 CACM-1565 26  6.490755549472577 BM25
3 Q0 CACM-2658 27  6.359143245182312 BM25
3 Q0 CACM-2423 28  6.255882231710668 BM25
3 Q0 CACM-2449 29  6.2217848834512655 BM25
3 Q0 CACM-1223 30  6.176689589689129 BM25
3 Q0 CACM-2867 31  6.161698908373312 BM25
3 Q0 CACM-2053 32  6.036045399961595 BM25
3 Q0 CACM-1682 33  6.035896403203136 BM25
3 Q0 CACM-1194 34  6.034672883327136 BM25
3 Q0 CACM-1723 35  6.01488741963141 BM25
3 Q0 CACM-3080 36  5.968097082550667 BM25
3 Q0 CACM-2064 37  5.964632811928428 BM25
3 Q0 CACM-3093 38  5.961500395509364 BM25
3 Q0 CACM-1154 39  5.941412898769686 BM25
3 Q0 CACM-3103 40  5.9346224007484825 BM25
3 Q0 CACM-0799 41  5.915342423605599 BM25
3 Q0 CACM-2904 42  5.89442093273987 BM25
3 Q0 CACM-2175 43  5.839491025554937 BM25
3 Q0 CACM-3028 44  5.837095861123779 BM25
3 Q0 CACM-1159 45  5.772639552471705 BM25
3 Q0 CACM-2871 46  5.763846408694944 BM25
3 Q0 CACM-2439 47  5.758948381280918 BM25
3 Q0 CACM-2877 48  5.737073982181265 BM25
3 Q0 CACM-2684 49  5.700687569137072 BM25
3 Q0 CACM-3124 50  5.690533594247098 BM25
3 Q0 CACM-2534 51  5.680339485758281 BM25
3 Q0 CACM-2897 52  5.658016635443555 BM25
3 Q0 CACM-2929 53  5.632243055698973 BM25
3 Q0 CACM-2542 54  5.574323266392144 BM25
3 Q0 CACM-1365 55  5.499258470036199 BM25
3 Q0 CACM-1916 56  5.494064564509201 BM25
3 Q0 CACM-2138 57  5.492511082836831 BM25
3 Q0 CACM-1003 58  5.490672233304936 BM25
3 Q0 CACM-3056 59  5.485777181349154 BM25
3 Q0 CACM-0254 60  5.482778985334084 BM25
3 Q0 CACM-2990 61  5.450455031113035 BM25
3 Q0 CACM-1315 62  5.431111034882839 BM25
3 Q0 CACM-2921 63  5.410813113078563 BM25
3 Q0 CACM-2887 64  5.403501646718146 BM25
3 Q0 CACM-2808 65  5.391482401470537 BM25
3 Q0 CACM-0464 66  5.3760597109653645 BM25
3 Q0 CACM-2659 67  5.351340643323317 BM25
3 Q0 CACM-1386 68  5.3480271067788365 BM25
3 Q0 CACM-2110 69  5.326919609494837 BM25
3 Q0 CACM-3099 70  5.3217749439908655 BM25
3 Q0 CACM-2843 71  5.3047343454441105 BM25
3 Q0 CACM-2939 72  5.294469162626601 BM25
3 Q0 CACM-0303 73  5.288620940267073 BM25
3 Q0 CACM-1671 74  5.280646031468746 BM25
3 Q0 CACM-0596 75  5.268297299011357 BM25
3 Q0 CACM-2130 76  5.266011631851674 BM25
3 Q0 CACM-2918 77  5.26372879861981 BM25
3 Q0 CACM-1206 78  5.246283623917206 BM25
3 Q0 CACM-1185 79  5.2151294281571685 BM25
3 Q0 CACM-0605 80  5.185199357838297 BM25
3 Q0 CACM-2746 81  5.182804871831193 BM25
3 Q0 CACM-2247 82  5.182687664199365 BM25
3 Q0 CACM-2579 83  5.165129642691483 BM25
3 Q0 CACM-2598 84  5.162662297736491 BM25
3 Q0 CACM-1728 85  5.1485853255280265 BM25
3 Q0 CACM-3045 86  5.145654433259841 BM25
3 Q0 CACM-2864 87  5.137079251357869 BM25
3 Q0 CACM-1457 88  5.123292641318784 BM25
3 Q0 CACM-2945 89  5.05154237452536 BM25
3 Q0 CACM-2572 90  4.985336000848616 BM25
3 Q0 CACM-1012 91  4.973226427699828 BM25
3 Q0 CACM-1109 92  4.961972344839615 BM25
3 Q0 CACM-1236 93  4.956881990904752 BM25
3 Q0 CACM-2217 94  4.955327079421314 BM25
3 Q0 CACM-2341 95  4.9434433982005 BM25
3 Q0 CACM-1809 96  4.937634267597962 BM25
3 Q0 CACM-2424 97  4.933849448936291 BM25
3 Q0 CACM-1612 98  4.927927016661435 BM25
3 Q0 CACM-1684 99  4.92446087680801 BM25
3 Q0 CACM-1620 100  4.917466640397109 BM25
