5 Q0 CACM-2035 1  37.350652139513436 BM25
5 Q0 CACM-1829 2  29.998766437093686 BM25
5 Q0 CACM-1502 3  29.516475720195693 BM25
5 Q0 CACM-2299 4  29.456532120631397 BM25
5 Q0 CACM-2003 5  28.72136222410453 BM25
5 Q0 CACM-2357 6  28.62491558957485 BM25
5 Q0 CACM-1671 7  28.4918722674043 BM25
5 Q0 CACM-0892 8  27.420794288543554 BM25
5 Q0 CACM-1978 9  27.291028620370433 BM25
5 Q0 CACM-2629 10  27.146788731780156 BM25
5 Q0 CACM-1699 11  27.107898046109327 BM25
5 Q0 CACM-1960 12  26.442538567723105 BM25
5 Q0 CACM-2947 13  26.41597597898936 BM25
5 Q0 CACM-2252 14  26.29020438344182 BM25
5 Q0 CACM-1937 15  25.95814912873981 BM25
5 Q0 CACM-1188 16  25.91616705853648 BM25
5 Q0 CACM-1392 17  25.906152278947467 BM25
5 Q0 CACM-2169 18  25.889298119636827 BM25
5 Q0 CACM-2321 19  25.808811765059957 BM25
5 Q0 CACM-2399 20  25.790706673295063 BM25
5 Q0 CACM-2820 21  25.191680394003544 BM25
5 Q0 CACM-1698 22  24.963819480798907 BM25
5 Q0 CACM-2786 23  24.88644549570573 BM25
5 Q0 CACM-2873 24  24.811626392810524 BM25
5 Q0 CACM-1571 25  24.425961462700837 BM25
5 Q0 CACM-1750 26  24.411180971426663 BM25
5 Q0 CACM-2542 27  24.28894318278637 BM25
5 Q0 CACM-1435 28  24.180059879309603 BM25
5 Q0 CACM-2358 29  24.148298956412432 BM25
5 Q0 CACM-2812 30  24.07327200965157 BM25
5 Q0 CACM-2188 31  23.94016140505146 BM25
5 Q0 CACM-1281 32  23.82568368450694 BM25
5 Q0 CACM-1534 33  23.753278873955388 BM25
5 Q0 CACM-3147 34  23.680960422507805 BM25
5 Q0 CACM-2522 35  23.579253489157992 BM25
5 Q0 CACM-1487 36  23.569549709166814 BM25
5 Q0 CACM-1396 37  23.559978023962636 BM25
5 Q0 CACM-2841 38  23.516119300321343 BM25
5 Q0 CACM-2247 39  23.469109559966352 BM25
5 Q0 CACM-2145 40  23.425719372102915 BM25
5 Q0 CACM-1605 41  23.39562322196234 BM25
5 Q0 CACM-1742 42  23.387711373533712 BM25
5 Q0 CACM-2314 43  23.36136835658704 BM25
5 Q0 CACM-2980 44  23.187883486861086 BM25
5 Q0 CACM-1395 45  23.143014008128663 BM25
5 Q0 CACM-1697 46  23.05770499929128 BM25
5 Q0 CACM-3012 47  22.83626496619061 BM25
5 Q0 CACM-1646 48  22.69789971326781 BM25
5 Q0 CACM-2439 49  22.582362200851822 BM25
5 Q0 CACM-1764 50  22.575861401940852 BM25
5 Q0 CACM-1159 51  22.565327778070493 BM25
5 Q0 CACM-2277 52  22.539765924521205 BM25
5 Q0 CACM-2379 53  22.3855584282807 BM25
5 Q0 CACM-1194 54  22.369432847275096 BM25
5 Q0 CACM-0671 55  22.28386580217443 BM25
5 Q0 CACM-1409 56  22.271465884881227 BM25
5 Q0 CACM-2534 57  22.24206929569517 BM25
5 Q0 CACM-2155 58  22.190568966673034 BM25
5 Q0 CACM-0972 59  22.120344412228274 BM25
5 Q0 CACM-3137 60  22.112759627798706 BM25
5 Q0 CACM-1962 61  22.09208218304606 BM25
5 Q0 CACM-2572 62  22.03069130361994 BM25
5 Q0 CACM-0695 63  21.984895004921796 BM25
5 Q0 CACM-1272 64  21.975617570595002 BM25
5 Q0 CACM-1853 65  21.9496600078626 BM25
5 Q0 CACM-2753 66  21.939191028002192 BM25
5 Q0 CACM-2868 67  21.93676663393083 BM25
5 Q0 CACM-2622 68  21.875497999827502 BM25
5 Q0 CACM-2002 69  21.84657034954769 BM25
5 Q0 CACM-2105 70  21.838875828899962 BM25
5 Q0 CACM-1642 71  21.78034822399732 BM25
5 Q0 CACM-1827 72  21.77467341327459 BM25
5 Q0 CACM-1033 73  21.751203220254 BM25
5 Q0 CACM-2501 74  21.72637927132688 BM25
5 Q0 CACM-3087 75  21.65006442967973 BM25
5 Q0 CACM-1589 76  21.63339596070315 BM25
5 Q0 CACM-3023 77  21.59830744923004 BM25
5 Q0 CACM-1252 78  21.456554941456822 BM25
5 Q0 CACM-1810 79  21.43480142443241 BM25
5 Q0 CACM-1307 80  21.425539974147416 BM25
5 Q0 CACM-2181 81  21.4245918040865 BM25
5 Q0 CACM-2738 82  21.41879760504317 BM25
5 Q0 CACM-2389 83  21.396308966393757 BM25
5 Q0 CACM-1748 84  21.358758798978645 BM25
5 Q0 CACM-2705 85  21.31816026195364 BM25
5 Q0 CACM-1523 86  21.25636382664188 BM25
5 Q0 CACM-1652 87  21.25564924632781 BM25
5 Q0 CACM-2138 88  21.235866618845247 BM25
5 Q0 CACM-1238 89  21.207978013987287 BM25
5 Q0 CACM-1774 90  21.138229060363248 BM25
5 Q0 CACM-2396 91  21.138080035270967 BM25
5 Q0 CACM-1695 92  21.125382001544523 BM25
5 Q0 CACM-1341 93  21.017824181475493 BM25
5 Q0 CACM-1724 94  21.017265452498613 BM25
5 Q0 CACM-3025 95  21.00303609994886 BM25
5 Q0 CACM-2267 96  21.00211881426164 BM25
5 Q0 CACM-2078 97  20.99980219008031 BM25
5 Q0 CACM-2163 98  20.952631745683238 BM25
5 Q0 CACM-2990 99  20.94136812049805 BM25
5 Q0 CACM-2167 100  20.940233464089367 BM25
