17 Q0 CACM-1795 1  12.149539287015294 BM25
17 Q0 CACM-1947 2  12.086629357682904 BM25
17 Q0 CACM-2897 3  11.299067782323135 BM25
17 Q0 CACM-1223 4  11.131041701969707 BM25
17 Q0 CACM-3080 5  10.902300626602607 BM25
17 Q0 CACM-1658 6  10.308898277786247 BM25
17 Q0 CACM-2495 7  10.258934706407505 BM25
17 Q0 CACM-2253 8  10.007850204629044 BM25
17 Q0 CACM-2491 9  9.928816683045179 BM25
17 Q0 CACM-3054 10  9.763246136164922 BM25
17 Q0 CACM-2904 11  9.079376303580256 BM25
17 Q0 CACM-2748 12  9.000278933548723 BM25
17 Q0 CACM-1676 13  8.988124107193954 BM25
17 Q0 CACM-2929 14  8.763151023534089 BM25
17 Q0 CACM-1564 15  8.53243008499086 BM25
17 Q0 CACM-1807 16  8.031967402186856 BM25
17 Q0 CACM-1886 17  7.957311418557273 BM25
17 Q0 CACM-2835 18  7.650461054731802 BM25
17 Q0 CACM-1231 19  7.587901390244854 BM25
17 Q0 CACM-1134 20  7.500015677797349 BM25
17 Q0 CACM-2616 21  7.4138690965391305 BM25
17 Q0 CACM-3005 22  7.2908519336733 BM25
17 Q0 CACM-2423 23  7.282438801744883 BM25
17 Q0 CACM-0048 24  7.245372547971491 BM25
17 Q0 CACM-1362 25  7.205990228060557 BM25
17 Q0 CACM-2701 26  7.110790468145087 BM25
17 Q0 CACM-2858 27  7.0693203532891715 BM25
17 Q0 CACM-2464 28  7.02112213718982 BM25
17 Q0 CACM-1652 29  6.986545939213849 BM25
17 Q0 CACM-1757 30  6.9580424738768745 BM25
17 Q0 CACM-2433 31  6.923006163628996 BM25
17 Q0 CACM-2834 32  6.9140577571829684 BM25
17 Q0 CACM-2344 33  6.853345408085991 BM25
17 Q0 CACM-2944 34  6.753743956874297 BM25
17 Q0 CACM-1523 35  6.650035463297348 BM25
17 Q0 CACM-3066 36  6.600234732351508 BM25
17 Q0 CACM-2107 37  6.538938938933079 BM25
17 Q0 CACM-3053 38  6.50205963504912 BM25
17 Q0 CACM-1275 39  6.039271699775297 BM25
17 Q0 CACM-1973 40  6.031981838617111 BM25
17 Q0 CACM-2680 41  5.97590816906964 BM25
17 Q0 CACM-1066 42  5.890406762109026 BM25
17 Q0 CACM-2533 43  5.793535086715267 BM25
17 Q0 CACM-1670 44  5.787788893484094 BM25
17 Q0 CACM-1389 45  5.775775937666488 BM25
17 Q0 CACM-1331 46  5.742705198575667 BM25
17 Q0 CACM-2836 47  5.718665780974662 BM25
17 Q0 CACM-1655 48  5.714651416140964 BM25
17 Q0 CACM-3125 49  5.698518310447 BM25
17 Q0 CACM-2812 50  5.651887184877938 BM25
17 Q0 CACM-2716 51  5.6514483488870075 BM25
17 Q0 CACM-2964 52  5.6319525050675425 BM25
17 Q0 CACM-3018 53  5.60006151227172 BM25
17 Q0 CACM-3171 54  5.5946451088539515 BM25
17 Q0 CACM-1542 55  5.552714776172426 BM25
17 Q0 CACM-3173 56  5.5479351355259325 BM25
17 Q0 CACM-2611 57  5.5330358461521785 BM25
17 Q0 CACM-1154 58  5.483786848683934 BM25
17 Q0 CACM-2195 59  5.463573437024724 BM25
17 Q0 CACM-2537 60  5.424774952881474 BM25
17 Q0 CACM-2138 61  5.321254427549581 BM25
17 Q0 CACM-2801 62  5.311872583132969 BM25
17 Q0 CACM-2888 63  5.310403092221778 BM25
17 Q0 CACM-1402 64  5.271083431946379 BM25
17 Q0 CACM-1786 65  5.214608150529879 BM25
17 Q0 CACM-2411 66  5.2071754075562335 BM25
17 Q0 CACM-1195 67  5.202108894176899 BM25
17 Q0 CACM-2877 68  5.175466686879504 BM25
17 Q0 CACM-1204 69  5.171921550076549 BM25
17 Q0 CACM-2953 70  5.141306844434554 BM25
17 Q0 CACM-3150 71  5.131971627618665 BM25
17 Q0 CACM-2134 72  5.1154201299163855 BM25
17 Q0 CACM-3115 73  5.0890975197425705 BM25
17 Q0 CACM-0123 74  5.06662609040902 BM25
17 Q0 CACM-0252 75  5.053953022265516 BM25
17 Q0 CACM-1992 76  5.047821193424556 BM25
17 Q0 CACM-3175 77  5.035545357415847 BM25
17 Q0 CACM-0124 78  5.021407647590761 BM25
17 Q0 CACM-1232 79  5.000618573182381 BM25
17 Q0 CACM-2133 80  4.999099273077225 BM25
17 Q0 CACM-2969 81  4.97338445008436 BM25
17 Q0 CACM-1392 82  4.971327406737553 BM25
17 Q0 CACM-1783 83  4.945826525731834 BM25
17 Q0 CACM-1719 84  4.92490782621248 BM25
17 Q0 CACM-1651 85  4.864334959647562 BM25
17 Q0 CACM-1756 86  4.860852792426096 BM25
17 Q0 CACM-3020 87  4.851106137853478 BM25
17 Q0 CACM-0333 88  4.819539217070688 BM25
17 Q0 CACM-2321 89  4.810488246855019 BM25
17 Q0 CACM-0104 90  4.804346266508533 BM25
17 Q0 CACM-2185 91  4.78796243817332 BM25
17 Q0 CACM-1065 92  4.784885743035953 BM25
17 Q0 CACM-2699 93  4.769904781146898 BM25
17 Q0 CACM-2579 94  4.768999746900403 BM25
17 Q0 CACM-1387 95  4.754668764424213 BM25
17 Q0 CACM-2290 96  4.737841816821078 BM25
17 Q0 CACM-1726 97  4.723496124850665 BM25
17 Q0 CACM-1551 98  4.6982955627340655 BM25
17 Q0 CACM-0031 99  4.684045306740032 BM25
17 Q0 CACM-0797 100  4.684045306740032 BM25
