9 Q0 CACM-3068 1  30.441866228071 BM25
9 Q0 CACM-2372 2  30.25360633924897 BM25
9 Q0 CACM-2621 3  27.08798260016454 BM25
9 Q0 CACM-3158 4  24.60101662959003 BM25
9 Q0 CACM-2870 5  24.230985935756483 BM25
9 Q0 CACM-3174 6  24.204070694212085 BM25
9 Q0 CACM-1808 7  23.592321040294486 BM25
9 Q0 CACM-3128 8  22.66963448599361 BM25
9 Q0 CACM-3076 9  22.057694926949143 BM25
9 Q0 CACM-1928 10  21.10076172846445 BM25
9 Q0 CACM-1745 11  20.85416511662821 BM25
9 Q0 CACM-1747 12  20.73834991328529 BM25
9 Q0 CACM-3181 13  20.267828601416515 BM25
9 Q0 CACM-3082 14  20.20679289443375 BM25
9 Q0 CACM-3182 15  20.185876625721694 BM25
9 Q0 CACM-2111 16  20.002500113245635 BM25
9 Q0 CACM-2951 17  19.619731225326436 BM25
9 Q0 CACM-2317 18  19.594930877920362 BM25
9 Q0 CACM-2578 19  19.55195074848164 BM25
9 Q0 CACM-2424 20  19.425663651897835 BM25
9 Q0 CACM-2949 21  19.336836904403402 BM25
9 Q0 CACM-2988 22  19.192428088687322 BM25
9 Q0 CACM-3111 23  18.968391766526338 BM25
9 Q0 CACM-3141 24  18.92217862475163 BM25
9 Q0 CACM-2626 25  18.800405238472695 BM25
9 Q0 CACM-2840 26  18.759320938931175 BM25
9 Q0 CACM-1750 27  18.68290869192103 BM25
9 Q0 CACM-3177 28  18.584618070978213 BM25
9 Q0 CACM-2622 29  18.528272504575277 BM25
9 Q0 CACM-2151 30  18.362080331918328 BM25
9 Q0 CACM-2345 31  18.35118757666448 BM25
9 Q0 CACM-2741 32  18.29980690760482 BM25
9 Q0 CACM-2867 33  18.231011628607003 BM25
9 Q0 CACM-3038 34  18.060069374373665 BM25
9 Q0 CACM-1728 35  17.939214963887235 BM25
9 Q0 CACM-2358 36  17.93031691142463 BM25
9 Q0 CACM-3011 37  17.808435285733168 BM25
9 Q0 CACM-1387 38  17.765977395379306 BM25
9 Q0 CACM-2046 39  17.7135476665075 BM25
9 Q0 CACM-2407 40  17.676213904106852 BM25
9 Q0 CACM-2632 41  17.640289563540666 BM25
9 Q0 CACM-2869 42  17.588328865380003 BM25
9 Q0 CACM-2198 43  17.51626666773756 BM25
9 Q0 CACM-2776 44  17.477070667961705 BM25
9 Q0 CACM-1341 45  17.45421252193213 BM25
9 Q0 CACM-1959 46  17.132065310144483 BM25
9 Q0 CACM-2849 47  16.988099894130688 BM25
9 Q0 CACM-1247 48  16.98215876910709 BM25
9 Q0 CACM-3028 49  16.973950625185765 BM25
9 Q0 CACM-3137 50  16.922639766820097 BM25
9 Q0 CACM-2882 51  16.73697458444383 BM25
9 Q0 CACM-2522 52  16.61084209200649 BM25
9 Q0 CACM-3025 53  16.472538422948183 BM25
9 Q0 CACM-2888 54  16.38909835088822 BM25
9 Q0 CACM-2406 55  16.31243220866233 BM25
9 Q0 CACM-2479 56  16.31147467889883 BM25
9 Q0 CACM-2138 57  16.232616293999918 BM25
9 Q0 CACM-3150 58  16.223359933088005 BM25
9 Q0 CACM-1572 59  16.199101037648386 BM25
9 Q0 CACM-2852 60  16.16853436071593 BM25
9 Q0 CACM-1844 61  16.132712026446917 BM25
9 Q0 CACM-1978 62  16.129148367056448 BM25
9 Q0 CACM-2876 63  16.10826797340119 BM25
9 Q0 CACM-2525 64  15.992367935658537 BM25
9 Q0 CACM-2812 65  15.89118376166369 BM25
9 Q0 CACM-2080 66  15.875760323128183 BM25
9 Q0 CACM-2127 67  15.762991669494072 BM25
9 Q0 CACM-2163 68  15.6635216683202 BM25
9 Q0 CACM-1636 69  15.660591603171897 BM25
9 Q0 CACM-2371 70  15.646895550660023 BM25
9 Q0 CACM-2969 71  15.62755523053062 BM25
9 Q0 CACM-0637 72  15.622733607532318 BM25
9 Q0 CACM-2995 73  15.616602723486444 BM25
9 Q0 CACM-1489 74  15.607359036746658 BM25
9 Q0 CACM-2567 75  15.467382918629859 BM25
9 Q0 CACM-1196 76  15.462238304190318 BM25
9 Q0 CACM-3026 77  15.43089429881796 BM25
9 Q0 CACM-1751 78  15.367336608317991 BM25
9 Q0 CACM-2950 79  15.367336608317991 BM25
9 Q0 CACM-3183 80  15.245930615367861 BM25
9 Q0 CACM-3148 81  15.213183751283387 BM25
9 Q0 CACM-2945 82  15.198869392392943 BM25
9 Q0 CACM-3059 83  15.187030803508904 BM25
9 Q0 CACM-1748 84  15.180563895381466 BM25
9 Q0 CACM-2168 85  15.16380302976003 BM25
9 Q0 CACM-2985 86  15.087830395299907 BM25
9 Q0 CACM-1951 87  15.040964995388759 BM25
9 Q0 CACM-1892 88  15.005490432769374 BM25
9 Q0 CACM-0417 89  14.998162893675085 BM25
9 Q0 CACM-2165 90  14.96809072117418 BM25
9 Q0 CACM-1912 91  14.927917392001456 BM25
9 Q0 CACM-0046 92  14.903561904772694 BM25
9 Q0 CACM-2798 93  14.893932815681287 BM25
9 Q0 CACM-0822 94  14.795853799205936 BM25
9 Q0 CACM-0059 95  14.724801170903516 BM25
9 Q0 CACM-1781 96  14.682245724965723 BM25
9 Q0 CACM-1846 97  14.669831656210583 BM25
9 Q0 CACM-2298 98  14.649228738318406 BM25
9 Q0 CACM-3021 99  14.613526920107766 BM25
9 Q0 CACM-3070 100  14.60989684570526 BM25
