57 Q0 CACM-3077 1  90.94564250896698 BM25
57 Q0 CACM-3140 2  39.54400703298518 BM25
57 Q0 CACM-1705 3  25.90186088716672 BM25
57 Q0 CACM-2705 4  24.0719225801916 BM25
57 Q0 CACM-2700 5  22.524503151409355 BM25
57 Q0 CACM-2802 6  21.599202888999102 BM25
57 Q0 CACM-2850 7  21.28060517693742 BM25
57 Q0 CACM-1469 8  20.845514758595844 BM25
57 Q0 CACM-2922 9  20.04903885819985 BM25
57 Q0 CACM-2981 10  19.363302736264878 BM25
57 Q0 CACM-3036 11  19.16892975216362 BM25
57 Q0 CACM-3103 12  19.012280004846005 BM25
57 Q0 CACM-3154 13  19.007098858751178 BM25
57 Q0 CACM-3121 14  17.762763394188745 BM25
57 Q0 CACM-2219 15  17.729840923641298 BM25
57 Q0 CACM-1677 16  17.661836059129023 BM25
57 Q0 CACM-3069 17  17.455931376606717 BM25
57 Q0 CACM-3148 18  17.426466312218263 BM25
57 Q0 CACM-3078 19  17.350842762790528 BM25
57 Q0 CACM-1458 20  17.236413312953804 BM25
57 Q0 CACM-3150 21  17.227184245664812 BM25
57 Q0 CACM-3138 22  17.222828456620945 BM25
57 Q0 CACM-1977 23  17.15732343144682 BM25
57 Q0 CACM-2876 24  17.082698267667038 BM25
57 Q0 CACM-0196 25  16.984565519138407 BM25
57 Q0 CACM-1680 26  16.927228088908834 BM25
57 Q0 CACM-3120 27  16.799411241772287 BM25
57 Q0 CACM-3031 28  16.718008258080545 BM25
57 Q0 CACM-1155 29  16.454973670070526 BM25
57 Q0 CACM-2113 30  16.406387934700398 BM25
57 Q0 CACM-2645 31  16.31326629677166 BM25
57 Q0 CACM-2931 32  16.291416194887912 BM25
57 Q0 CACM-1470 33  16.290099325150475 BM25
57 Q0 CACM-2148 34  16.256544429131655 BM25
57 Q0 CACM-3033 35  16.071350653228752 BM25
57 Q0 CACM-2470 36  15.994791456650965 BM25
57 Q0 CACM-2943 37  15.707647760297549 BM25
57 Q0 CACM-2864 38  15.423580513277372 BM25
57 Q0 CACM-1764 39  15.4195025901846 BM25
57 Q0 CACM-1834 40  15.405880750819085 BM25
57 Q0 CACM-2060 41  15.313880934782857 BM25
57 Q0 CACM-3099 42  15.236145653914441 BM25
57 Q0 CACM-3145 43  15.06673786274528 BM25
57 Q0 CACM-2175 44  14.955053572953851 BM25
57 Q0 CACM-3002 45  14.873089209050804 BM25
57 Q0 CACM-2886 46  14.797358142842555 BM25
57 Q0 CACM-3059 47  14.77164159313789 BM25
57 Q0 CACM-1695 48  14.311522693630682 BM25
57 Q0 CACM-1354 49  14.08389474456826 BM25
57 Q0 CACM-2716 50  13.974965739698403 BM25
57 Q0 CACM-0796 51  13.92543263672447 BM25
57 Q0 CACM-1630 52  13.877683340212194 BM25
57 Q0 CACM-1811 53  13.835585670804354 BM25
57 Q0 CACM-3091 54  13.806939148602638 BM25
57 Q0 CACM-2181 55  13.780860590463078 BM25
57 Q0 CACM-2937 56  13.770505829467865 BM25
57 Q0 CACM-1350 57  13.756224833473713 BM25
57 Q0 CACM-2097 58  13.712722543809022 BM25
57 Q0 CACM-2972 59  13.69730934341266 BM25
57 Q0 CACM-1029 60  13.696362062517657 BM25
57 Q0 CACM-3144 61  13.689612083427873 BM25
57 Q0 CACM-0616 62  13.637282038904509 BM25
57 Q0 CACM-1162 63  13.579329910930042 BM25
57 Q0 CACM-3133 64  13.49503619430918 BM25
57 Q0 CACM-2542 65  13.44005503567005 BM25
57 Q0 CACM-3106 66  13.370658532431694 BM25
57 Q0 CACM-1323 67  13.319235122061503 BM25
57 Q0 CACM-2898 68  13.306807719326322 BM25
57 Q0 CACM-3080 69  13.224601466884783 BM25
57 Q0 CACM-3049 70  13.171702691950038 BM25
57 Q0 CACM-1805 71  13.097936001507115 BM25
57 Q0 CACM-2883 72  13.025048346253676 BM25
57 Q0 CACM-2020 73  13.01856826857828 BM25
57 Q0 CACM-1046 74  12.956768346580594 BM25
57 Q0 CACM-1835 75  12.909905610812519 BM25
57 Q0 CACM-3146 76  12.886517645571665 BM25
57 Q0 CACM-3093 77  12.872260745360268 BM25
57 Q0 CACM-2189 78  12.834782097327569 BM25
57 Q0 CACM-2344 79  12.781524292656552 BM25
57 Q0 CACM-1988 80  12.731572268228032 BM25
57 Q0 CACM-1391 81  12.719563537791561 BM25
57 Q0 CACM-2971 82  12.704828610303363 BM25
57 Q0 CACM-3014 83  12.696303836977423 BM25
57 Q0 CACM-2856 84  12.69153742048582 BM25
57 Q0 CACM-1890 85  12.654732914962928 BM25
57 Q0 CACM-2083 86  12.646173085423353 BM25
57 Q0 CACM-3105 87  12.614508862387897 BM25
57 Q0 CACM-3054 88  12.60258988746775 BM25
57 Q0 CACM-0071 89  12.561689689300488 BM25
57 Q0 CACM-3008 90  12.526717008802319 BM25
57 Q0 CACM-1327 91  12.436909760760027 BM25
57 Q0 CACM-1693 92  12.313782307509157 BM25
57 Q0 CACM-1135 93  12.28950385694289 BM25
57 Q0 CACM-1591 94  12.280787985124256 BM25
57 Q0 CACM-1614 95  12.275314566023003 BM25
57 Q0 CACM-2342 96  12.247183595885218 BM25
57 Q0 CACM-3052 97  12.193499293095568 BM25
57 Q0 CACM-1703 98  12.133182340165572 BM25
57 Q0 CACM-1170 99  12.09227784268682 BM25
57 Q0 CACM-1902 100  12.016751314651277 BM25
