54 Q0 CACM-2940 1  24.27280205695603 BM25
54 Q0 CACM-2732 2  22.719253096877523 BM25
54 Q0 CACM-2958 3  20.703610178042943 BM25
54 Q0 CACM-2295 4  20.099404693545317 BM25
54 Q0 CACM-2192 5  18.819861579579943 BM25
54 Q0 CACM-2326 6  18.768707788767575 BM25
54 Q0 CACM-3031 7  18.41431673862474 BM25
54 Q0 CACM-2470 8  18.12519012189846 BM25
54 Q0 CACM-2842 9  17.81130198634912 BM25
54 Q0 CACM-3105 10  16.749165978896666 BM25
54 Q0 CACM-2411 11  15.826936447778348 BM25
54 Q0 CACM-3103 12  14.537022117466988 BM25
54 Q0 CACM-2148 13  14.046454411260179 BM25
54 Q0 CACM-2264 14  14.046399553700539 BM25
54 Q0 CACM-2943 15  13.952981182086019 BM25
54 Q0 CACM-2227 16  13.540158777011236 BM25
54 Q0 CACM-0065 17  12.530651937952037 BM25
54 Q0 CACM-3073 18  12.440462004905994 BM25
54 Q0 CACM-1747 19  12.21047108878328 BM25
54 Q0 CACM-2256 20  12.151320857091275 BM25
54 Q0 CACM-2178 21  12.149155638246622 BM25
54 Q0 CACM-2155 22  12.097936262182436 BM25
54 Q0 CACM-3133 23  11.954655519220523 BM25
54 Q0 CACM-0949 24  11.853576896635923 BM25
54 Q0 CACM-2931 25  11.640478777971799 BM25
54 Q0 CACM-3188 26  11.332798616475088 BM25
54 Q0 CACM-2941 27  11.313013370161299 BM25
54 Q0 CACM-1471 28  11.210274291471844 BM25
54 Q0 CACM-1902 29  11.116815530877748 BM25
54 Q0 CACM-3185 30  10.911194047189221 BM25
54 Q0 CACM-1213 31  10.878607531644972 BM25
54 Q0 CACM-2112 32  10.864270681884753 BM25
54 Q0 CACM-2314 33  10.56782016824047 BM25
54 Q0 CACM-2703 34  10.485975974432955 BM25
54 Q0 CACM-3104 35  10.398275104554621 BM25
54 Q0 CACM-0307 36  10.213737198159528 BM25
54 Q0 CACM-0308 37  10.213737198159528 BM25
54 Q0 CACM-0309 38  10.213737198159528 BM25
54 Q0 CACM-3077 39  10.036477662660358 BM25
54 Q0 CACM-3198 40  9.954069946345733 BM25
54 Q0 CACM-2265 41  9.911447419396461 BM25
54 Q0 CACM-2796 42  9.902053173271092 BM25
54 Q0 CACM-2865 43  9.896933271093344 BM25
54 Q0 CACM-1496 44  9.889312279047891 BM25
54 Q0 CACM-2651 45  9.805263248343856 BM25
54 Q0 CACM-1323 46  9.692809090989607 BM25
54 Q0 CACM-2972 47  9.657196927580458 BM25
54 Q0 CACM-3039 48  9.479092826698349 BM25
54 Q0 CACM-2705 49  9.356019547264951 BM25
54 Q0 CACM-3186 50  9.353664558150705 BM25
54 Q0 CACM-2886 51  8.993895588232318 BM25
54 Q0 CACM-1834 52  8.94189800062779 BM25
54 Q0 CACM-2558 53  8.847765579402774 BM25
54 Q0 CACM-1835 54  8.539027128134228 BM25
54 Q0 CACM-2710 55  8.21801946248218 BM25
54 Q0 CACM-0529 56  8.18453855774915 BM25
54 Q0 CACM-2956 57  8.156987424970874 BM25
54 Q0 CACM-1781 58  8.067796988461069 BM25
54 Q0 CACM-2939 59  7.991102238958504 BM25
54 Q0 CACM-1457 60  7.972108914704413 BM25
54 Q0 CACM-0689 61  7.849734947008397 BM25
54 Q0 CACM-2254 62  7.800623214694455 BM25
54 Q0 CACM-1098 63  7.713567805012434 BM25
54 Q0 CACM-2895 64  7.633104994911603 BM25
54 Q0 CACM-0990 65  7.594849965426427 BM25
54 Q0 CACM-2906 66  7.460894209500761 BM25
54 Q0 CACM-3014 67  7.417909407445865 BM25
54 Q0 CACM-0822 68  7.416645911933274 BM25
54 Q0 CACM-2718 69  7.329312848784123 BM25
54 Q0 CACM-1358 70  7.241152275376652 BM25
54 Q0 CACM-2896 71  7.019220327244026 BM25
54 Q0 CACM-2957 72  7.003700386008364 BM25
54 Q0 CACM-2945 73  6.927833072650719 BM25
54 Q0 CACM-0628 74  6.906794668745773 BM25
54 Q0 CACM-2616 75  6.720849042269977 BM25
54 Q0 CACM-2851 76  6.689142640191463 BM25
54 Q0 CACM-1421 77  6.5603154130886425 BM25
54 Q0 CACM-2733 78  6.551498636934873 BM25
54 Q0 CACM-2342 79  6.522802785747192 BM25
54 Q0 CACM-1678 80  6.483258687036843 BM25
54 Q0 CACM-2814 81  6.431515059213905 BM25
54 Q0 CACM-1339 82  6.423159874282758 BM25
54 Q0 CACM-2021 83  6.356535594936343 BM25
54 Q0 CACM-0920 84  6.334125481170352 BM25
54 Q0 CACM-2578 85  6.234582587495439 BM25
54 Q0 CACM-2661 86  6.152713412703617 BM25
54 Q0 CACM-2316 87  6.039833577657689 BM25
54 Q0 CACM-2406 88  5.955599574771536 BM25
54 Q0 CACM-1138 89  5.941635183878337 BM25
54 Q0 CACM-2743 90  5.92288006146558 BM25
54 Q0 CACM-2573 91  5.895244463441022 BM25
54 Q0 CACM-1693 92  5.871404823611466 BM25
54 Q0 CACM-2341 93  5.826565538272173 BM25
54 Q0 CACM-0762 94  5.733399677999741 BM25
54 Q0 CACM-1749 95  5.723454234527721 BM25
54 Q0 CACM-1304 96  5.707775178738746 BM25
54 Q0 CACM-0118 97  5.669783923979911 BM25
54 Q0 CACM-2594 98  5.6418898421840264 BM25
54 Q0 CACM-1198 99  5.60039247744189 BM25
54 Q0 CACM-0170 100  5.583273911073361 BM25
