29 Q0 CACM-1840 1  13.400316552738722 BM25
29 Q0 CACM-1539 2  13.280662496198673 BM25
29 Q0 CACM-1841 3  13.163126357464845 BM25
29 Q0 CACM-2089 4  12.783363732819081 BM25
29 Q0 CACM-1933 5  11.723113163893604 BM25
29 Q0 CACM-1537 6  11.43413187687726 BM25
29 Q0 CACM-1538 7  11.43413187687726 BM25
29 Q0 CACM-2462 8  11.43413187687726 BM25
29 Q0 CACM-1967 9  10.6942081272551 BM25
29 Q0 CACM-2770 10  10.511749105455833 BM25
29 Q0 CACM-1420 11  9.49338053460294 BM25
29 Q0 CACM-2927 12  9.469554252878895 BM25
29 Q0 CACM-2507 13  9.176626222311771 BM25
29 Q0 CACM-2206 14  9.120354862754219 BM25
29 Q0 CACM-1094 15  8.126560329449218 BM25
29 Q0 CACM-1691 16  7.584665119153303 BM25
29 Q0 CACM-2109 17  7.21141461849446 BM25
29 Q0 CACM-2067 18  7.160993071651951 BM25
29 Q0 CACM-1717 19  6.846566136231233 BM25
29 Q0 CACM-3021 20  6.496341181774458 BM25
29 Q0 CACM-3037 21  5.978865573976979 BM25
29 Q0 CACM-2726 22  5.865223774451096 BM25
29 Q0 CACM-1386 23  5.316470639816661 BM25
29 Q0 CACM-2424 24  5.248668142198253 BM25
29 Q0 CACM-2087 25  4.748616457806673 BM25
29 Q0 CACM-2138 26  4.37244723742043 BM25
29 Q0 CACM-2644 27  4.32398015505715 BM25
29 Q0 CACM-2306 28  4.257754689465729 BM25
29 Q0 CACM-1812 29  4.2071075109631995 BM25
29 Q0 CACM-1725 30  4.200128420413533 BM25
29 Q0 CACM-0944 31  4.162790384065776 BM25
29 Q0 CACM-2621 32  4.114437790069232 BM25
29 Q0 CACM-2334 33  4.113609719324277 BM25
29 Q0 CACM-2122 34  4.0954066438826064 BM25
29 Q0 CACM-1794 35  4.05947955423551 BM25
29 Q0 CACM-3131 36  4.0582641912197115 BM25
29 Q0 CACM-1894 37  4.041751355802749 BM25
29 Q0 CACM-1716 38  4.024177326124065 BM25
29 Q0 CACM-2057 39  4.0067554628719755 BM25
29 Q0 CACM-2605 40  3.886432287618768 BM25
29 Q0 CACM-2114 41  3.6997003157182684 BM25
29 Q0 CACM-0294 42  3.6703350143573346 BM25
29 Q0 CACM-0197 43  3.641452499540815 BM25
29 Q0 CACM-3171 44  3.559821178058301 BM25
29 Q0 CACM-0353 45  3.557469432710951 BM25
29 Q0 CACM-0355 46  3.557469432710951 BM25
29 Q0 CACM-0567 47  3.557469432710951 BM25
29 Q0 CACM-0568 48  3.557469432710951 BM25
29 Q0 CACM-1268 49  3.557469432710951 BM25
29 Q0 CACM-0348 50  3.530329357298478 BM25
29 Q0 CACM-0979 51  3.530329357298478 BM25
29 Q0 CACM-1011 52  3.530329357298478 BM25
29 Q0 CACM-0304 53  3.5036002520024008 BM25
29 Q0 CACM-0443 54  3.5036002520024008 BM25
29 Q0 CACM-0546 55  3.5036002520024008 BM25
29 Q0 CACM-0216 56  3.4772728522601923 BM25
29 Q0 CACM-0553 57  3.4772728522601923 BM25
29 Q0 CACM-1219 58  3.4772728522601923 BM25
29 Q0 CACM-0628 59  3.451338169902343 BM25
29 Q0 CACM-2018 60  3.434442451694336 BM25
29 Q0 CACM-2121 61  3.4257874829215056 BM25
29 Q0 CACM-2031 62  3.42114612707954 BM25
29 Q0 CACM-2115 63  3.4006123256927343 BM25
29 Q0 CACM-1052 64  3.3779220987380096 BM25
29 Q0 CACM-2240 65  3.3758044796217934 BM25
29 Q0 CACM-1259 66  3.329316162458315 BM25
29 Q0 CACM-2416 67  3.327259028443986 BM25
29 Q0 CACM-2104 68  3.3035061427045513 BM25
29 Q0 CACM-2123 69  3.3035061427045513 BM25
29 Q0 CACM-1663 70  3.2800899908206804 BM25
29 Q0 CACM-2565 71  3.257003462607275 BM25
29 Q0 CACM-1257 72  3.2232814089301027 BM25
29 Q0 CACM-2489 73  3.1678181970970196 BM25
29 Q0 CACM-2549 74  3.1462798561372476 BM25
29 Q0 CACM-1991 75  3.1250324203339015 BM25
29 Q0 CACM-1014 76  3.1058603708966457 BM25
29 Q0 CACM-2349 77  3.1040700356045363 BM25
29 Q0 CACM-1408 78  3.1040571001769695 BM25
29 Q0 CACM-1924 79  3.0033420444905987 BM25
29 Q0 CACM-1874 80  2.972550737439631 BM25
29 Q0 CACM-1171 81  2.9586113159292573 BM25
29 Q0 CACM-2200 82  2.8892764782082 BM25
29 Q0 CACM-3141 83  2.8696424304304187 BM25
29 Q0 CACM-0626 84  2.824076376797267 BM25
29 Q0 CACM-0615 85  2.7961979958176664 BM25
29 Q0 CACM-3115 86  2.7887656441828055 BM25
29 Q0 CACM-1930 87  2.7820571536897023 BM25
29 Q0 CACM-2208 88  2.7161465086219647 BM25
29 Q0 CACM-0942 89  2.6873482218356797 BM25
29 Q0 CACM-2963 90  2.634274979989169 BM25
29 Q0 CACM-2664 91  2.613247271208108 BM25
29 Q0 CACM-1364 92  2.5985725452433566 BM25
29 Q0 CACM-2146 93  2.57254152719386 BM25
29 Q0 CACM-2490 94  2.565451633340932 BM25
29 Q0 CACM-1997 95  2.5082304140020164 BM25
29 Q0 CACM-2648 96  2.4939405827788366 BM25
29 Q0 CACM-1631 97  2.4928622327528 BM25
29 Q0 CACM-1475 98  2.460407996094227 BM25
29 Q0 CACM-1843 99  2.409170337313045 BM25
29 Q0 CACM-1783 100  2.404148394365609 BM25
