32 Q0 CACM-3139 1  53.678158918167526 BM25
32 Q0 CACM-2177 2  49.45033283055008 BM25
32 Q0 CACM-2630 3  44.35896964389613 BM25
32 Q0 CACM-2289 4  43.33627295657242 BM25
32 Q0 CACM-2368 5  42.141723862283584 BM25
32 Q0 CACM-2490 6  41.250635722286 BM25
32 Q0 CACM-2484 7  40.06559888355199 BM25
32 Q0 CACM-2883 8  40.00380709715267 BM25
32 Q0 CACM-3156 9  38.2230800415609 BM25
32 Q0 CACM-1961 10  38.21061103630564 BM25
32 Q0 CACM-3018 11  37.95218667612332 BM25
32 Q0 CACM-2619 12  37.79220722409364 BM25
32 Q0 CACM-1145 13  37.054846348038595 BM25
32 Q0 CACM-1847 14  36.40560476163594 BM25
32 Q0 CACM-1504 15  35.676793785518015 BM25
32 Q0 CACM-1563 16  35.04963291221549 BM25
32 Q0 CACM-2052 17  34.8502320580761 BM25
32 Q0 CACM-2980 18  33.856513511087776 BM25
32 Q0 CACM-2059 19  33.60007761504366 BM25
32 Q0 CACM-2178 20  32.89532481814306 BM25
32 Q0 CACM-2015 21  32.64594975968502 BM25
32 Q0 CACM-2877 22  32.55491001728132 BM25
32 Q0 CACM-3040 23  31.79884456336405 BM25
32 Q0 CACM-2752 24  31.034090293188015 BM25
32 Q0 CACM-2934 25  30.99704146249886 BM25
32 Q0 CACM-2290 26  30.66708848746469 BM25
32 Q0 CACM-2430 27  30.507976618642942 BM25
32 Q0 CACM-2695 28  29.43365763454691 BM25
32 Q0 CACM-2172 29  29.371987466807212 BM25
32 Q0 CACM-2161 30  29.34795860625446 BM25
32 Q0 CACM-2524 31  28.421931717585593 BM25
32 Q0 CACM-2568 32  28.270456216618708 BM25
32 Q0 CACM-2769 33  27.902427912837098 BM25
32 Q0 CACM-2790 34  27.27190093404106 BM25
32 Q0 CACM-3124 35  27.074294720995937 BM25
32 Q0 CACM-3164 36  27.031624088799465 BM25
32 Q0 CACM-2155 37  26.85247296097125 BM25
32 Q0 CACM-2195 38  26.754551845559444 BM25
32 Q0 CACM-2701 39  26.008894144398393 BM25
32 Q0 CACM-2763 40  25.829886670095203 BM25
32 Q0 CACM-2986 41  25.82389660652906 BM25
32 Q0 CACM-1935 42  25.56138383518917 BM25
32 Q0 CACM-2189 43  25.557782579396402 BM25
32 Q0 CACM-3100 44  25.20695579548692 BM25
32 Q0 CACM-1481 45  25.076158040160482 BM25
32 Q0 CACM-2461 46  25.076158040160482 BM25
32 Q0 CACM-1839 47  25.002177554433015 BM25
32 Q0 CACM-1432 48  24.893833356870303 BM25
32 Q0 CACM-1727 49  24.871543350716536 BM25
32 Q0 CACM-1456 50  24.37997913908452 BM25
32 Q0 CACM-1934 51  24.32690396509248 BM25
32 Q0 CACM-1529 52  24.281748963740554 BM25
32 Q0 CACM-2444 53  24.026752808558893 BM25
32 Q0 CACM-1983 54  23.945566666881316 BM25
32 Q0 CACM-2125 55  22.92208251036346 BM25
32 Q0 CACM-1822 56  22.912525495892996 BM25
32 Q0 CACM-1947 57  22.675127472974953 BM25
32 Q0 CACM-1828 58  22.629800478499046 BM25
32 Q0 CACM-3125 59  22.44498177116185 BM25
32 Q0 CACM-2408 60  22.093668373846484 BM25
32 Q0 CACM-1905 61  21.981424750904957 BM25
32 Q0 CACM-3008 62  21.96597304233478 BM25
32 Q0 CACM-2819 63  21.93961208596799 BM25
32 Q0 CACM-3172 64  21.922471223146005 BM25
32 Q0 CACM-2389 65  21.779634198998878 BM25
32 Q0 CACM-2923 66  21.744488650640204 BM25
32 Q0 CACM-2925 67  21.325489151638386 BM25
32 Q0 CACM-1924 68  20.566304480813198 BM25
32 Q0 CACM-2697 69  20.36286913069995 BM25
32 Q0 CACM-1172 70  20.30214426343528 BM25
32 Q0 CACM-1423 71  20.21482228539249 BM25
32 Q0 CACM-2453 72  19.800786204784178 BM25
32 Q0 CACM-1925 73  19.72024597844122 BM25
32 Q0 CACM-3085 74  19.69741299396457 BM25
32 Q0 CACM-2081 75  19.658612035762108 BM25
32 Q0 CACM-1721 76  19.61402093392965 BM25
32 Q0 CACM-2920 77  19.546358180065653 BM25
32 Q0 CACM-3138 78  19.360889357547432 BM25
32 Q0 CACM-2905 79  19.256366013368176 BM25
32 Q0 CACM-1886 80  18.94203526283699 BM25
32 Q0 CACM-2275 81  18.757703111220234 BM25
32 Q0 CACM-3033 82  18.237293561097403 BM25
32 Q0 CACM-2094 83  18.087746957004185 BM25
32 Q0 CACM-2767 84  18.073857576289825 BM25
32 Q0 CACM-2273 85  17.947021596381617 BM25
32 Q0 CACM-2247 86  17.839722856347837 BM25
32 Q0 CACM-3153 87  17.61807046046835 BM25
32 Q0 CACM-3132 88  17.593646985648498 BM25
32 Q0 CACM-2646 89  17.548453646618018 BM25
32 Q0 CACM-1433 90  17.516468793402623 BM25
32 Q0 CACM-2561 91  17.402552214866507 BM25
32 Q0 CACM-1415 92  17.25168744663231 BM25
32 Q0 CACM-2950 93  17.204731230691944 BM25
32 Q0 CACM-3057 94  17.139933956029598 BM25
32 Q0 CACM-2924 95  17.11045917770078 BM25
32 Q0 CACM-2860 96  17.107979080908066 BM25
32 Q0 CACM-2523 97  17.055898177049386 BM25
32 Q0 CACM-2771 98  16.995861229913956 BM25
32 Q0 CACM-2692 99  16.935006703815723 BM25
32 Q0 CACM-2554 100  16.92590137566323 BM25
