20 Q0 CACM-2695 1  19.800870509023543 BM25
20 Q0 CACM-1563 2  16.688489631784112 BM25
20 Q0 CACM-2986 3  16.471598921649708 BM25
20 Q0 CACM-2769 4  16.279914755443997 BM25
20 Q0 CACM-2630 5  13.043881829090651 BM25
20 Q0 CACM-2490 6  12.923008655505878 BM25
20 Q0 CACM-2524 7  12.584545350859596 BM25
20 Q0 CACM-2368 8  12.323876647730208 BM25
20 Q0 CACM-2780 9  12.010534081897383 BM25
20 Q0 CACM-2289 10  11.355784732386482 BM25
20 Q0 CACM-3139 11  10.753019522692968 BM25
20 Q0 CACM-2484 12  10.703637873643387 BM25
20 Q0 CACM-2177 13  10.33108001670582 BM25
20 Q0 CACM-2199 14  10.205611762205502 BM25
20 Q0 CACM-2506 15  10.205611762205502 BM25
20 Q0 CACM-2290 16  10.17462082482601 BM25
20 Q0 CACM-2172 17  10.031261338443379 BM25
20 Q0 CACM-3156 18  9.933594586371452 BM25
20 Q0 CACM-2052 19  9.918692048333352 BM25
20 Q0 CACM-1961 20  9.89320661755636 BM25
20 Q0 CACM-2934 21  9.717762483903646 BM25
20 Q0 CACM-1847 22  9.643053164525245 BM25
20 Q0 CACM-2430 23  9.505569739322217 BM25
20 Q0 CACM-1457 24  9.49277660938533 BM25
20 Q0 CACM-2752 25  9.464238358441547 BM25
20 Q0 CACM-3152 26  9.115296485503709 BM25
20 Q0 CACM-2619 27  9.087832302093164 BM25
20 Q0 CACM-2877 28  9.065250837761575 BM25
20 Q0 CACM-1504 29  9.056736702199833 BM25
20 Q0 CACM-3176 30  8.965540659144283 BM25
20 Q0 CACM-3018 31  8.926357561876 BM25
20 Q0 CACM-2059 32  8.842867525387275 BM25
20 Q0 CACM-2442 33  8.775640079611613 BM25
20 Q0 CACM-2883 34  8.729920382866977 BM25
20 Q0 CACM-2015 35  8.682011997562318 BM25
20 Q0 CACM-2980 36  8.614903342297806 BM25
20 Q0 CACM-1481 37  8.564129170667298 BM25
20 Q0 CACM-2461 38  8.564129170667298 BM25
20 Q0 CACM-2081 39  8.376831823009427 BM25
20 Q0 CACM-1047 40  8.345884252224723 BM25
20 Q0 CACM-2790 41  8.302784846078739 BM25
20 Q0 CACM-1983 42  8.178004209080362 BM25
20 Q0 CACM-2161 43  8.178004209080362 BM25
20 Q0 CACM-2178 44  8.158786878931592 BM25
20 Q0 CACM-3124 45  8.116943547034012 BM25
20 Q0 CACM-2232 46  8.044725531593063 BM25
20 Q0 CACM-2405 47  8.029190536227489 BM25
20 Q0 CACM-1707 48  8.027167091125762 BM25
20 Q0 CACM-3115 49  7.980496840442873 BM25
20 Q0 CACM-2805 50  7.940340468954069 BM25
20 Q0 CACM-1963 51  7.896674075374097 BM25
20 Q0 CACM-3040 52  7.831881241876115 BM25
20 Q0 CACM-1822 53  7.825195058141355 BM25
20 Q0 CACM-2763 54  7.714260827607524 BM25
20 Q0 CACM-0661 55  7.701642490271978 BM25
20 Q0 CACM-2134 56  7.651584521292719 BM25
20 Q0 CACM-2189 57  7.541267688423974 BM25
20 Q0 CACM-1787 58  7.539658289509296 BM25
20 Q0 CACM-2167 59  7.514640122614438 BM25
20 Q0 CACM-2444 60  7.399560229997693 BM25
20 Q0 CACM-0955 61  7.159996514188854 BM25
20 Q0 CACM-2806 62  7.1287833536619 BM25
20 Q0 CACM-2335 63  7.087391472613478 BM25
20 Q0 CACM-1876 64  7.037053418660305 BM25
20 Q0 CACM-2557 65  6.9670430768954645 BM25
20 Q0 CACM-2701 66  6.9661839142064785 BM25
20 Q0 CACM-2133 67  6.963585767257916 BM25
20 Q0 CACM-2758 68  6.963585767257916 BM25
20 Q0 CACM-2554 69  6.939643646239649 BM25
20 Q0 CACM-1924 70  6.9043733465786925 BM25
20 Q0 CACM-1116 71  6.789688502359734 BM25
20 Q0 CACM-1501 72  6.743944365617969 BM25
20 Q0 CACM-1432 73  6.720037112806277 BM25
20 Q0 CACM-2568 74  6.701825664014174 BM25
20 Q0 CACM-1630 75  6.696549804066357 BM25
20 Q0 CACM-0070 76  6.4300515227110475 BM25
20 Q0 CACM-2824 77  6.381090975558144 BM25
20 Q0 CACM-1683 78  6.367819819515438 BM25
20 Q0 CACM-1935 79  6.335366940723878 BM25
20 Q0 CACM-0749 80  6.3236677413004285 BM25
20 Q0 CACM-2888 81  6.306717399443396 BM25
20 Q0 CACM-1947 82  6.301816050733889 BM25
20 Q0 CACM-1347 83  6.278046288039169 BM25
20 Q0 CACM-0315 84  6.273905682382535 BM25
20 Q0 CACM-3085 85  6.256626260538269 BM25
20 Q0 CACM-0349 86  6.224920681527687 BM25
20 Q0 CACM-1934 87  6.197779214104988 BM25
20 Q0 CACM-0635 88  6.1766946785518 BM25
20 Q0 CACM-0777 89  6.1766946785518 BM25
20 Q0 CACM-0936 90  6.1766946785518 BM25
20 Q0 CACM-0956 91  6.1766946785518 BM25
20 Q0 CACM-1423 92  6.174228807617597 BM25
20 Q0 CACM-1145 93  6.151784761402545 BM25
20 Q0 CACM-0256 94  6.129210168635139 BM25
20 Q0 CACM-0285 95  6.129210168635139 BM25
20 Q0 CACM-0301 96  6.129210168635139 BM25
20 Q0 CACM-0511 97  6.129210168635139 BM25
20 Q0 CACM-0896 98  6.129210168635139 BM25
20 Q0 CACM-1151 99  6.129210168635139 BM25
20 Q0 CACM-2778 100  6.129210168635139 BM25
