51 Q0 CACM-3075 1  14.745103559729557 BM25
51 Q0 CACM-3156 2  13.793740687001488 BM25
51 Q0 CACM-1811 3  12.56237472621617 BM25
51 Q0 CACM-2714 4  12.150574281542061 BM25
51 Q0 CACM-3006 5  10.575360809289243 BM25
51 Q0 CACM-2723 6  9.839954492493973 BM25
51 Q0 CACM-2570 7  9.661899461466618 BM25
51 Q0 CACM-2973 8  9.343738693154126 BM25
51 Q0 CACM-1752 9  8.159814148429875 BM25
51 Q0 CACM-2365 10  8.004227810767047 BM25
51 Q0 CACM-2497 11  7.8691081514110905 BM25
51 Q0 CACM-2266 12  7.7840671467475175 BM25
51 Q0 CACM-2863 13  7.528727927424515 BM25
51 Q0 CACM-2175 14  7.436967810627769 BM25
51 Q0 CACM-1601 15  7.433798620530153 BM25
51 Q0 CACM-2557 16  7.3841940119274465 BM25
51 Q0 CACM-2450 17  7.381946568058037 BM25
51 Q0 CACM-0950 18  7.281169876820016 BM25
51 Q0 CACM-2022 19  7.169045798535639 BM25
51 Q0 CACM-2085 20  7.169045798535639 BM25
51 Q0 CACM-2373 21  7.134553419132267 BM25
51 Q0 CACM-0082 22  7.090742058835557 BM25
51 Q0 CACM-1810 23  6.977829257295196 BM25
51 Q0 CACM-1468 24  6.840971916418778 BM25
51 Q0 CACM-2277 25  6.745293070587778 BM25
51 Q0 CACM-1728 26  6.742763561384725 BM25
51 Q0 CACM-1924 27  6.673302010750255 BM25
51 Q0 CACM-2740 28  6.583529678236868 BM25
51 Q0 CACM-2128 29  6.499521372240565 BM25
51 Q0 CACM-1964 30  6.484398090961436 BM25
51 Q0 CACM-2838 31  6.334380932764579 BM25
51 Q0 CACM-3153 32  6.234807002598427 BM25
51 Q0 CACM-2669 33  6.232730375430516 BM25
51 Q0 CACM-2289 34  6.215106898835931 BM25
51 Q0 CACM-1825 35  6.1977600787623714 BM25
51 Q0 CACM-2017 36  6.190429691339682 BM25
51 Q0 CACM-1884 37  6.164114421249963 BM25
51 Q0 CACM-2685 38  6.142377228391386 BM25
51 Q0 CACM-0763 39  6.087697803833842 BM25
51 Q0 CACM-1262 40  6.0716828687079065 BM25
51 Q0 CACM-2700 41  5.927395427396059 BM25
51 Q0 CACM-2433 42  5.8975743650867765 BM25
51 Q0 CACM-2896 43  5.866101863475593 BM25
51 Q0 CACM-1828 44  5.852492899194313 BM25
51 Q0 CACM-1665 45  5.840316140380384 BM25
51 Q0 CACM-1158 46  5.83069554142646 BM25
51 Q0 CACM-2579 47  5.786011907842891 BM25
51 Q0 CACM-3152 48  5.743647947272677 BM25
51 Q0 CACM-2872 49  5.626065018564649 BM25
51 Q0 CACM-1988 50  5.612714848922957 BM25
51 Q0 CACM-2785 51  5.4675206153095655 BM25
51 Q0 CACM-2498 52  5.460516767317145 BM25
51 Q0 CACM-0141 53  5.427781355465572 BM25
51 Q0 CACM-2297 54  5.399757825135855 BM25
51 Q0 CACM-2881 55  5.379584646627299 BM25
51 Q0 CACM-0392 56  5.344327161592579 BM25
51 Q0 CACM-1302 57  5.344327161592579 BM25
51 Q0 CACM-2068 58  5.336654334190823 BM25
51 Q0 CACM-1957 59  5.326787345014474 BM25
51 Q0 CACM-2114 60  5.183097361950889 BM25
51 Q0 CACM-1367 61  5.162866996971604 BM25
51 Q0 CACM-2895 62  5.113386607489827 BM25
51 Q0 CACM-2182 63  5.071414923984406 BM25
51 Q0 CACM-2342 64  5.063271836871898 BM25
51 Q0 CACM-1795 65  5.015438751898286 BM25
51 Q0 CACM-2667 66  5.001939317533151 BM25
51 Q0 CACM-3059 67  4.994040405616438 BM25
51 Q0 CACM-2645 68  4.9726133608316765 BM25
51 Q0 CACM-2851 69  4.965828269112795 BM25
51 Q0 CACM-2692 70  4.965389715248827 BM25
51 Q0 CACM-2952 71  4.910277189159128 BM25
51 Q0 CACM-2865 72  4.905383684141278 BM25
51 Q0 CACM-1753 73  4.8789158650069755 BM25
51 Q0 CACM-2401 74  4.863561512100436 BM25
51 Q0 CACM-0303 75  4.830896660785004 BM25
51 Q0 CACM-2016 76  4.803392827986427 BM25
51 Q0 CACM-2914 77  4.7955746845198535 BM25
51 Q0 CACM-2069 78  4.792161579889576 BM25
51 Q0 CACM-1684 79  4.789164326986767 BM25
51 Q0 CACM-3073 80  4.715369607100916 BM25
51 Q0 CACM-2664 81  4.7125536356864774 BM25
51 Q0 CACM-1923 82  4.686090225981692 BM25
51 Q0 CACM-2522 83  4.6772020871138995 BM25
51 Q0 CACM-2741 84  4.642776634960438 BM25
51 Q0 CACM-2080 85  4.576371185611958 BM25
51 Q0 CACM-2884 86  4.551604271277566 BM25
51 Q0 CACM-2195 87  4.533667826862163 BM25
51 Q0 CACM-2325 88  4.531179132860524 BM25
51 Q0 CACM-2095 89  4.4997338059280825 BM25
51 Q0 CACM-0371 90  4.478072136388997 BM25
51 Q0 CACM-1846 91  4.438352085442989 BM25
51 Q0 CACM-1569 92  4.430742968696503 BM25
51 Q0 CACM-3166 93  4.397811336111726 BM25
51 Q0 CACM-2950 94  4.368404256605767 BM25
51 Q0 CACM-2668 95  4.3555608076412575 BM25
51 Q0 CACM-2226 96  4.337960643789918 BM25
51 Q0 CACM-1747 97  4.3261848808521615 BM25
51 Q0 CACM-2137 98  4.267570279299668 BM25
51 Q0 CACM-2902 99  4.249361195710621 BM25
51 Q0 CACM-1551 100  4.244005806678686 BM25
