18 Q0 CACM-1811 1  18.07406777540848 BM25
18 Q0 CACM-3075 2  18.067553899093035 BM25
18 Q0 CACM-2685 3  18.038065597019433 BM25
18 Q0 CACM-2714 4  18.02567089342218 BM25
18 Q0 CACM-1795 5  17.19502738642303 BM25
18 Q0 CACM-1158 6  16.058840233520815 BM25
18 Q0 CACM-3156 7  15.79582566394533 BM25
18 Q0 CACM-2896 8  15.095577223006929 BM25
18 Q0 CACM-3059 9  15.054678724094359 BM25
18 Q0 CACM-2723 10  14.736208579969272 BM25
18 Q0 CACM-2266 11  14.659990018841981 BM25
18 Q0 CACM-2570 12  14.641789062925938 BM25
18 Q0 CACM-1988 13  14.454448115755318 BM25
18 Q0 CACM-1828 14  14.293132748689809 BM25
18 Q0 CACM-1367 15  14.219513891991145 BM25
18 Q0 CACM-2865 16  13.927083066753148 BM25
18 Q0 CACM-2433 17  13.795101303552066 BM25
18 Q0 CACM-1262 18  13.73064397763055 BM25
18 Q0 CACM-2785 19  13.715764327534805 BM25
18 Q0 CACM-2973 20  13.690524443289078 BM25
18 Q0 CACM-2401 21  13.676807211139348 BM25
18 Q0 CACM-2895 22  13.375126516085952 BM25
18 Q0 CACM-2175 23  13.367733742007804 BM25
18 Q0 CACM-1601 24  13.362278312878537 BM25
18 Q0 CACM-2289 25  13.060786619777174 BM25
18 Q0 CACM-1468 26  13.009080588819666 BM25
18 Q0 CACM-0950 27  12.895897829437887 BM25
18 Q0 CACM-1569 28  12.878589738723708 BM25
18 Q0 CACM-2342 29  12.65108755003579 BM25
18 Q0 CACM-2851 30  12.543287181409376 BM25
18 Q0 CACM-0082 31  12.528210950509585 BM25
18 Q0 CACM-1603 32  12.471093988045919 BM25
18 Q0 CACM-1613 33  12.434954862608357 BM25
18 Q0 CACM-1959 34  12.105288283616929 BM25
18 Q0 CACM-1302 35  12.049086581254507 BM25
18 Q0 CACM-1471 36  12.0140657279643 BM25
18 Q0 CACM-1536 37  12.002651120434013 BM25
18 Q0 CACM-1825 38  11.891928077714383 BM25
18 Q0 CACM-2138 39  11.843049894278915 BM25
18 Q0 CACM-2195 40  11.762799922950375 BM25
18 Q0 CACM-2557 41  11.694413388510682 BM25
18 Q0 CACM-0320 42  11.608323861013243 BM25
18 Q0 CACM-1747 43  11.317535896791806 BM25
18 Q0 CACM-1957 44  11.306711933430606 BM25
18 Q0 CACM-1409 45  11.14635725771953 BM25
18 Q0 CACM-1159 46  11.100072761972106 BM25
18 Q0 CACM-1684 47  11.050031630151036 BM25
18 Q0 CACM-3175 48  11.048167143492673 BM25
18 Q0 CACM-2897 49  11.02855182868906 BM25
18 Q0 CACM-2838 50  10.872926415640189 BM25
18 Q0 CACM-1591 51  10.866898671645838 BM25
18 Q0 CACM-1554 52  10.774021697902675 BM25
18 Q0 CACM-2064 53  10.725242120705415 BM25
18 Q0 CACM-1523 54  10.720629730021157 BM25
18 Q0 CACM-1665 55  10.643808486307453 BM25
18 Q0 CACM-2495 56  10.639543589128824 BM25
18 Q0 CACM-2112 57  10.576723618147515 BM25
18 Q0 CACM-1204 58  10.575238957524803 BM25
18 Q0 CACM-2497 59  10.560643779971748 BM25
18 Q0 CACM-0243 60  10.524203556585555 BM25
18 Q0 CACM-2898 61  10.512503653691526 BM25
18 Q0 CACM-0670 62  10.490719687260995 BM25
18 Q0 CACM-1928 63  10.470611448370406 BM25
18 Q0 CACM-2111 64  10.341131136491988 BM25
18 Q0 CACM-1008 65  10.289013619838231 BM25
18 Q0 CACM-2423 66  10.26965504256258 BM25
18 Q0 CACM-2298 67  10.184049113018975 BM25
18 Q0 CACM-0637 68  10.16733055966771 BM25
18 Q0 CACM-2843 69  10.126077064175423 BM25
18 Q0 CACM-1275 70  10.051682011116426 BM25
18 Q0 CACM-2819 71  10.048061449279228 BM25
18 Q0 CACM-1331 72  10.013623413595129 BM25
18 Q0 CACM-3005 73  10.011915662348033 BM25
18 Q0 CACM-0048 74  10.006680691558884 BM25
18 Q0 CACM-2534 75  9.974849110428355 BM25
18 Q0 CACM-1854 76  9.96167980957284 BM25
18 Q0 CACM-2449 77  9.951734474632929 BM25
18 Q0 CACM-0695 78  9.912937308738659 BM25
18 Q0 CACM-3110 79  9.903807401867539 BM25
18 Q0 CACM-1200 80  9.868335217058265 BM25
18 Q0 CACM-2700 81  9.86015295608321 BM25
18 Q0 CACM-0124 82  9.814141484624093 BM25
18 Q0 CACM-1389 83  9.776397873675236 BM25
18 Q0 CACM-0303 84  9.757408973245788 BM25
18 Q0 CACM-1362 85  9.7062359061626 BM25
18 Q0 CACM-2748 86  9.651726541651863 BM25
18 Q0 CACM-3080 87  9.601677189581814 BM25
18 Q0 CACM-1548 88  9.601337284625062 BM25
18 Q0 CACM-2114 89  9.584065646846987 BM25
18 Q0 CACM-3088 90  9.544396641399912 BM25
18 Q0 CACM-2166 91  9.538165084123927 BM25
18 Q0 CACM-1066 92  9.515839685574626 BM25
18 Q0 CACM-2567 93  9.480762313027693 BM25
18 Q0 CACM-2060 94  9.457642536046224 BM25
18 Q0 CACM-0848 95  9.455194630097413 BM25
18 Q0 CACM-1476 96  9.43355519935077 BM25
18 Q0 CACM-3093 97  9.420669533411731 BM25
18 Q0 CACM-2692 98  9.39693765843246 BM25
18 Q0 CACM-1770 99  9.384352632354682 BM25
18 Q0 CACM-2080 100  9.363549523178547 BM25
