6 Q0 CACM-2826 1  35.36920850645264 BM25
6 Q0 CACM-2828 2  34.389004429000664 BM25
6 Q0 CACM-1543 3  33.389152131746684 BM25
6 Q0 CACM-1365 4  30.358343703025245 BM25
6 Q0 CACM-2230 5  29.509403587722247 BM25
6 Q0 CACM-0605 6  29.24718322102407 BM25
6 Q0 CACM-2721 7  28.76142405194148 BM25
6 Q0 CACM-1234 8  28.3786077579988 BM25
6 Q0 CACM-0695 9  27.15022890741766 BM25
6 Q0 CACM-2931 10  26.60488186506814 BM25
6 Q0 CACM-0531 11  26.59766116696491 BM25
6 Q0 CACM-3035 12  26.428825294574107 BM25
6 Q0 CACM-0670 13  26.250073280634435 BM25
6 Q0 CACM-0417 14  24.872776005591685 BM25
6 Q0 CACM-1664 15  24.72321282898514 BM25
6 Q0 CACM-1341 16  24.478020614916773 BM25
6 Q0 CACM-1014 17  24.411771122950693 BM25
6 Q0 CACM-2078 18  24.333578980368394 BM25
6 Q0 CACM-1623 19  23.856659565236935 BM25
6 Q0 CACM-2187 20  23.585249101540654 BM25
6 Q0 CACM-2389 21  23.554416775364352 BM25
6 Q0 CACM-3135 22  23.550144134826347 BM25
6 Q0 CACM-2753 23  23.442116689706133 BM25
6 Q0 CACM-1184 24  23.413928035013093 BM25
6 Q0 CACM-1928 25  23.327886077056327 BM25
6 Q0 CACM-2943 26  23.264554638171415 BM25
6 Q0 CACM-3080 27  23.214999870881222 BM25
6 Q0 CACM-2834 28  23.126947290608765 BM25
6 Q0 CACM-2810 29  23.07476408842485 BM25
6 Q0 CACM-1379 30  23.020412646323734 BM25
6 Q0 CACM-1366 31  22.89649930642622 BM25
6 Q0 CACM-1614 32  22.891224838055003 BM25
6 Q0 CACM-1148 33  22.72710196853363 BM25
6 Q0 CACM-1886 34  22.70164469673435 BM25
6 Q0 CACM-1353 35  22.66507127491418 BM25
6 Q0 CACM-2978 36  22.58687535826652 BM25
6 Q0 CACM-2166 37  22.49030961801158 BM25
6 Q0 CACM-1362 38  22.46102286626623 BM25
6 Q0 CACM-1867 39  22.445386171972515 BM25
6 Q0 CACM-2893 40  22.4437822281089 BM25
6 Q0 CACM-2231 41  22.418037885468298 BM25
6 Q0 CACM-0320 42  22.387453640971923 BM25
6 Q0 CACM-1046 43  22.379877519931625 BM25
6 Q0 CACM-2264 44  22.373522127951382 BM25
6 Q0 CACM-1457 45  22.322514448720156 BM25
6 Q0 CACM-2805 46  22.307518571592915 BM25
6 Q0 CACM-1083 47  22.304238732068523 BM25
6 Q0 CACM-2918 48  22.282336777440822 BM25
6 Q0 CACM-2046 49  22.27977759590347 BM25
6 Q0 CACM-2667 50  22.2745296439855 BM25
6 Q0 CACM-1348 51  22.193877257765763 BM25
6 Q0 CACM-1783 52  22.161967684350145 BM25
6 Q0 CACM-2873 53  22.14303620665978 BM25
6 Q0 CACM-1233 54  22.118139659730787 BM25
6 Q0 CACM-3000 55  22.054564640814643 BM25
6 Q0 CACM-3077 56  22.04866783769754 BM25
6 Q0 CACM-2297 57  21.99319779982853 BM25
6 Q0 CACM-0321 58  21.98981427289299 BM25
6 Q0 CACM-1099 59  21.97986486033673 BM25
6 Q0 CACM-1827 60  21.915996577822018 BM25
6 Q0 CACM-1653 61  21.826977562453244 BM25
6 Q0 CACM-2302 62  21.80416762616941 BM25
6 Q0 CACM-1443 63  21.79976618162102 BM25
6 Q0 CACM-1877 64  21.79633175240771 BM25
6 Q0 CACM-3076 65  21.74816056412112 BM25
6 Q0 CACM-2572 66  21.738629053446243 BM25
6 Q0 CACM-1199 67  21.686010196093783 BM25
6 Q0 CACM-0694 68  21.63804718134926 BM25
6 Q0 CACM-2930 69  21.583166762533683 BM25
6 Q0 CACM-1445 70  21.561018340946113 BM25
6 Q0 CACM-2892 71  21.553257010914884 BM25
6 Q0 CACM-1458 72  21.546714997801157 BM25
6 Q0 CACM-2289 73  21.517797064068922 BM25
6 Q0 CACM-3008 74  21.51352872726256 BM25
6 Q0 CACM-2932 75  21.43523290801443 BM25
6 Q0 CACM-2092 76  21.41974831483128 BM25
6 Q0 CACM-1387 77  21.41517717129105 BM25
6 Q0 CACM-1587 78  21.40047116953827 BM25
6 Q0 CACM-1392 79  21.39061321831907 BM25
6 Q0 CACM-1459 80  21.384453104129854 BM25
6 Q0 CACM-0616 81  21.38300344036928 BM25
6 Q0 CACM-1781 82  21.373072557587097 BM25
6 Q0 CACM-1262 83  21.367104313606948 BM25
6 Q0 CACM-1272 84  21.365049014040416 BM25
6 Q0 CACM-1397 85  21.35789652022957 BM25
6 Q0 CACM-1206 86  21.3435966126021 BM25
6 Q0 CACM-2900 87  21.31760964776342 BM25
6 Q0 CACM-2307 88  21.313856232359054 BM25
6 Q0 CACM-2886 89  21.29656139695974 BM25
6 Q0 CACM-1572 90  21.29457118467988 BM25
6 Q0 CACM-0724 91  21.292072874886475 BM25
6 Q0 CACM-2061 92  21.274225872928213 BM25
6 Q0 CACM-1601 93  21.1985015923195 BM25
6 Q0 CACM-2317 94  21.174614657953793 BM25
6 Q0 CACM-3033 95  21.17285453214882 BM25
6 Q0 CACM-0533 96  21.16895121226984 BM25
6 Q0 CACM-2707 97  21.12193917291097 BM25
6 Q0 CACM-0492 98  21.037529723276513 BM25
6 Q0 CACM-3059 99  21.001406704166346 BM25
6 Q0 CACM-1948 100  21.001255498048476 BM25
