23 Q0 CACM-3148 1  18.296978452795752 BM25
23 Q0 CACM-2849 2  16.0247732552458 BM25
23 Q0 CACM-3137 3  15.778691231110807 BM25
23 Q0 CACM-1745 4  12.77372003505644 BM25
23 Q0 CACM-3043 5  12.464097775997896 BM25
23 Q0 CACM-3082 6  12.175601838090271 BM25
23 Q0 CACM-2949 7  12.020361361009227 BM25
23 Q0 CACM-2578 8  11.30565480874006 BM25
23 Q0 CACM-2276 9  9.976748803628528 BM25
23 Q0 CACM-0052 10  9.3616873752958 BM25
23 Q0 CACM-1153 11  9.26142588494093 BM25
23 Q0 CACM-0088 12  9.229905100834012 BM25
23 Q0 CACM-1780 13  9.039044344394636 BM25
23 Q0 CACM-2816 14  9.030346088872895 BM25
23 Q0 CACM-3128 15  8.809724125127824 BM25
23 Q0 CACM-1862 16  8.580770990011167 BM25
23 Q0 CACM-2197 17  8.216285699227958 BM25
23 Q0 CACM-3011 18  8.019141484153725 BM25
23 Q0 CACM-1525 19  7.766423030181563 BM25
23 Q0 CACM-2371 20  7.762001065182865 BM25
23 Q0 CACM-2406 21  7.5873034456049036 BM25
23 Q0 CACM-1224 22  7.561303519881937 BM25
23 Q0 CACM-3035 23  7.494466488334895 BM25
23 Q0 CACM-2926 24  7.460058116023792 BM25
23 Q0 CACM-3090 25  7.393893567150402 BM25
23 Q0 CACM-2969 26  7.28970342542447 BM25
23 Q0 CACM-2810 27  7.234749261292978 BM25
23 Q0 CACM-1889 28  7.227950069294913 BM25
23 Q0 CACM-3141 29  7.192270154033399 BM25
23 Q0 CACM-3158 30  7.145543113245811 BM25
23 Q0 CACM-1411 31  6.967572088480322 BM25
23 Q0 CACM-2357 32  6.9222445068945575 BM25
23 Q0 CACM-2900 33  6.796569583026387 BM25
23 Q0 CACM-3025 34  6.779254345183901 BM25
23 Q0 CACM-2756 35  6.7268554212803835 BM25
23 Q0 CACM-2822 36  6.585591771464861 BM25
23 Q0 CACM-3084 37  6.579972340773185 BM25
23 Q0 CACM-2780 38  6.562319840173279 BM25
23 Q0 CACM-2311 39  6.5191174518876585 BM25
23 Q0 CACM-1604 40  6.493480544487214 BM25
23 Q0 CACM-1010 41  6.481990025650196 BM25
23 Q0 CACM-2373 42  6.466116260294397 BM25
23 Q0 CACM-2615 43  6.444538386914308 BM25
23 Q0 CACM-2890 44  6.268474549078309 BM25
23 Q0 CACM-2741 45  6.176869783089022 BM25
23 Q0 CACM-2216 46  6.087803957254913 BM25
23 Q0 CACM-0072 47  6.01596817530508 BM25
23 Q0 CACM-1105 48  6.01596817530508 BM25
23 Q0 CACM-1946 49  5.977910080274989 BM25
23 Q0 CACM-2355 50  5.951499829354685 BM25
23 Q0 CACM-0147 51  5.922753783036262 BM25
23 Q0 CACM-1747 52  5.848229687892715 BM25
23 Q0 CACM-1438 53  5.836861543061812 BM25
23 Q0 CACM-2951 54  5.833309234028027 BM25
23 Q0 CACM-0830 55  5.832383935951662 BM25
23 Q0 CACM-2596 56  5.78405754310084 BM25
23 Q0 CACM-3086 57  5.768181740681543 BM25
23 Q0 CACM-2630 58  5.752480066477173 BM25
23 Q0 CACM-1349 59  5.650521647201312 BM25
23 Q0 CACM-1417 60  5.57811086311321 BM25
23 Q0 CACM-0080 61  5.5770965893466835 BM25
23 Q0 CACM-2387 62  5.574217999537829 BM25
23 Q0 CACM-0481 63  5.536705703915527 BM25
23 Q0 CACM-0300 64  5.5243178215396265 BM25
23 Q0 CACM-2169 65  5.518797833651059 BM25
23 Q0 CACM-2745 66  5.516442195841051 BM25
23 Q0 CACM-1810 67  5.473690455728926 BM25
23 Q0 CACM-2934 68  5.45765400590602 BM25
23 Q0 CACM-2883 69  5.433910609512619 BM25
23 Q0 CACM-1472 70  5.432034131521403 BM25
23 Q0 CACM-2081 71  5.414345855312475 BM25
23 Q0 CACM-2454 72  5.407684131186697 BM25
23 Q0 CACM-1873 73  5.388667498539928 BM25
23 Q0 CACM-2834 74  5.387846794581879 BM25
23 Q0 CACM-1109 75  5.364727500091389 BM25
23 Q0 CACM-0111 76  5.364065667721714 BM25
23 Q0 CACM-2685 77  5.333909564934771 BM25
23 Q0 CACM-2999 78  5.289318290540409 BM25
23 Q0 CACM-0759 79  5.273145699737874 BM25
23 Q0 CACM-2743 80  5.233486764221453 BM25
23 Q0 CACM-2130 81  5.1759030100522265 BM25
23 Q0 CACM-1471 82  5.135878100619593 BM25
23 Q0 CACM-1186 83  5.099552565032349 BM25
23 Q0 CACM-0096 84  5.094761733638693 BM25
23 Q0 CACM-1765 85  5.005553810175627 BM25
23 Q0 CACM-0069 86  4.994168350223857 BM25
23 Q0 CACM-1363 87  4.963257812957609 BM25
23 Q0 CACM-2808 88  4.920550475079457 BM25
23 Q0 CACM-2020 89  4.897608949344219 BM25
23 Q0 CACM-3077 90  4.83724643974125 BM25
23 Q0 CACM-1571 91  4.8001976803084325 BM25
23 Q0 CACM-1645 92  4.8001976803084325 BM25
23 Q0 CACM-1031 93  4.775780081339507 BM25
23 Q0 CACM-0103 94  4.77259693350431 BM25
23 Q0 CACM-1262 95  4.75494757081544 BM25
23 Q0 CACM-2656 96  4.701840364423676 BM25
23 Q0 CACM-2527 97  4.55943965528368 BM25
23 Q0 CACM-2147 98  4.541192068738862 BM25
23 Q0 CACM-3166 99  4.482736996851609 BM25
23 Q0 CACM-0755 100  4.441004771897601 BM25
