10 Q0 CACM-2785 1  18.90364482199134 BM25
10 Q0 CACM-2685 2  18.882369609516452 BM25
10 Q0 CACM-2266 3  18.70071375607031 BM25
10 Q0 CACM-2714 4  18.418400894642385 BM25
10 Q0 CACM-1795 5  18.34386905079047 BM25
10 Q0 CACM-1158 6  18.12066584461299 BM25
10 Q0 CACM-1828 7  18.074661854474535 BM25
10 Q0 CACM-2700 8  17.97405481707607 BM25
10 Q0 CACM-2895 9  17.969795464906497 BM25
10 Q0 CACM-3075 10  17.92308111356481 BM25
10 Q0 CACM-1262 11  17.857414085843452 BM25
10 Q0 CACM-2973 12  17.815512231239907 BM25
10 Q0 CACM-2896 13  17.45837082486593 BM25
10 Q0 CACM-3059 14  17.373544190633304 BM25
10 Q0 CACM-1601 15  17.051411999077523 BM25
10 Q0 CACM-1811 16  16.88577703683938 BM25
10 Q0 CACM-1302 17  16.785287209978208 BM25
10 Q0 CACM-0950 18  16.33910948499439 BM25
10 Q0 CACM-3156 19  16.314696544797627 BM25
10 Q0 CACM-2851 20  16.08075921548181 BM25
10 Q0 CACM-1367 21  16.045184830455952 BM25
10 Q0 CACM-1468 22  15.668798272057474 BM25
10 Q0 CACM-2865 23  15.646725818930966 BM25
10 Q0 CACM-2401 24  15.096421418414705 BM25
10 Q0 CACM-2342 25  14.989429495355743 BM25
10 Q0 CACM-0141 26  14.936645779694967 BM25
10 Q0 CACM-2557 27  14.878552311100602 BM25
10 Q0 CACM-0392 28  14.706989194236586 BM25
10 Q0 CACM-2182 29  13.955965312629333 BM25
10 Q0 CACM-2195 30  13.764381477221301 BM25
10 Q0 CACM-1569 31  13.725322709461764 BM25
10 Q0 CACM-1536 32  13.486000088216496 BM25
10 Q0 CACM-2175 33  13.435381538622542 BM25
10 Q0 CACM-1747 34  13.384498008913654 BM25
10 Q0 CACM-2952 35  13.370719955479235 BM25
10 Q0 CACM-2570 36  13.273569881596675 BM25
10 Q0 CACM-3073 37  13.262944966187533 BM25
10 Q0 CACM-1846 38  13.108784965573982 BM25
10 Q0 CACM-1008 39  12.57267124917754 BM25
10 Q0 CACM-2433 40  12.548830835829985 BM25
10 Q0 CACM-2080 41  12.423081359498198 BM25
10 Q0 CACM-2838 42  12.226566241864827 BM25
10 Q0 CACM-2727 43  11.797172395778304 BM25
10 Q0 CACM-1471 44  11.41123527799144 BM25
10 Q0 CACM-2289 45  11.190112328631695 BM25
10 Q0 CACM-3044 46  11.182361739524511 BM25
10 Q0 CACM-1200 47  11.135349895173205 BM25
10 Q0 CACM-1603 48  10.896185144939775 BM25
10 Q0 CACM-2740 49  10.68793815814108 BM25
10 Q0 CACM-1613 50  10.559257021405742 BM25
10 Q0 CACM-1554 51  10.543839490519654 BM25
10 Q0 CACM-1957 52  10.293007925885206 BM25
10 Q0 CACM-0320 53  10.12077107008931 BM25
10 Q0 CACM-1380 54  10.064585011949482 BM25
10 Q0 CACM-1959 55  9.923271298658207 BM25
10 Q0 CACM-2514 56  9.866172741481865 BM25
10 Q0 CACM-2060 57  9.772109967085811 BM25
10 Q0 CACM-2898 58  9.733698236891492 BM25
10 Q0 CACM-3175 59  9.700625008489212 BM25
10 Q0 CACM-2114 60  9.489813437496114 BM25
10 Q0 CACM-2376 61  9.44874587822524 BM25
10 Q0 CACM-1341 62  9.063267071188646 BM25
10 Q0 CACM-1960 63  8.812759980777917 BM25
10 Q0 CACM-2723 64  8.612869062998401 BM25
10 Q0 CACM-1325 65  8.593413766106114 BM25
10 Q0 CACM-1409 66  8.474010382540435 BM25
10 Q0 CACM-2515 67  8.460222861928203 BM25
10 Q0 CACM-1854 68  8.231365510651827 BM25
10 Q0 CACM-1928 69  8.010002881335787 BM25
10 Q0 CACM-2497 70  7.50107355632792 BM25
10 Q0 CACM-2967 71  7.136193471445639 BM25
10 Q0 CACM-2692 72  6.27152174946153 BM25
10 Q0 CACM-0034 73  5.166249078597159 BM25
10 Q0 CACM-0035 74  5.047099524488663 BM25
10 Q0 CACM-1411 75  4.976626366633242 BM25
10 Q0 CACM-1708 76  4.893282874295575 BM25
10 Q0 CACM-3147 77  4.562932534089418 BM25
10 Q0 CACM-1819 78  4.556675269166616 BM25
10 Q0 CACM-2135 79  4.543617376375546 BM25
10 Q0 CACM-3166 80  4.512872594024569 BM25
10 Q0 CACM-2824 81  4.46373127476674 BM25
10 Q0 CACM-1644 82  4.446501594873445 BM25
10 Q0 CACM-2340 83  4.434296522564498 BM25
10 Q0 CACM-2918 84  4.129782741929862 BM25
10 Q0 CACM-2081 85  4.127227686362951 BM25
10 Q0 CACM-2707 86  4.086672334827997 BM25
10 Q0 CACM-1363 87  4.0595027854786085 BM25
10 Q0 CACM-1696 88  4.043076467041309 BM25
10 Q0 CACM-1498 89  3.9770091445028504 BM25
10 Q0 CACM-1010 90  3.97006199216345 BM25
10 Q0 CACM-1934 91  3.944412208611296 BM25
10 Q0 CACM-2634 92  3.8998474987183096 BM25
10 Q0 CACM-1309 93  3.867900395557247 BM25
10 Q0 CACM-1933 94  3.8641437360442525 BM25
10 Q0 CACM-1474 95  3.8589922539991566 BM25
10 Q0 CACM-2847 96  3.8589922539991566 BM25
10 Q0 CACM-2914 97  3.8322648411665137 BM25
10 Q0 CACM-3085 98  3.8315689341924877 BM25
10 Q0 CACM-1199 99  3.811450547660108 BM25
10 Q0 CACM-2263 100  3.800454019051438 BM25
