4 Q0 CACM-3128 1  31.60629257962517 BM25
4 Q0 CACM-3043 2  28.51123488638987 BM25
4 Q0 CACM-2342 3  27.3881907164153 BM25
4 Q0 CACM-2377 4  24.480333314627124 BM25
4 Q0 CACM-2519 5  24.070433280892015 BM25
4 Q0 CACM-3141 6  22.027810497395876 BM25
4 Q0 CACM-2895 7  21.85549049900174 BM25
4 Q0 CACM-2371 8  21.80048070548943 BM25
4 Q0 CACM-1135 9  21.462145324809672 BM25
4 Q0 CACM-2939 10  21.270445744281048 BM25
4 Q0 CACM-2931 11  20.663587655213746 BM25
4 Q0 CACM-2920 12  19.927494957370786 BM25
4 Q0 CACM-2376 13  19.886953809626295 BM25
4 Q0 CACM-2969 14  19.61372868840459 BM25
4 Q0 CACM-3148 15  19.578619652049788 BM25
4 Q0 CACM-2060 16  19.367283352835305 BM25
4 Q0 CACM-3103 17  19.161607218968328 BM25
4 Q0 CACM-2905 18  19.02006656055537 BM25
4 Q0 CACM-1846 19  18.931558563692715 BM25
4 Q0 CACM-2816 20  18.90128490568006 BM25
4 Q0 CACM-2721 21  18.847378845893854 BM25
4 Q0 CACM-2940 22  18.74039132930178 BM25
4 Q0 CACM-2912 23  18.61490504535375 BM25
4 Q0 CACM-3073 24  18.611131981553864 BM25
4 Q0 CACM-3082 25  18.575309737589123 BM25
4 Q0 CACM-1748 26  18.572804088417694 BM25
4 Q0 CACM-3105 27  18.546670554645644 BM25
4 Q0 CACM-2870 28  18.489067092062523 BM25
4 Q0 CACM-2767 29  18.409282322474947 BM25
4 Q0 CACM-1199 30  18.316444954687036 BM25
4 Q0 CACM-2438 31  18.2793377778994 BM25
4 Q0 CACM-1272 32  18.27165514442278 BM25
4 Q0 CACM-2958 33  18.247765897807742 BM25
4 Q0 CACM-2276 34  18.16094245751514 BM25
4 Q0 CACM-2742 35  18.160143330463626 BM25
4 Q0 CACM-1145 36  18.14973690202489 BM25
4 Q0 CACM-2848 37  18.08831627200196 BM25
4 Q0 CACM-1485 38  18.024520524641346 BM25
4 Q0 CACM-3039 39  17.816456718703776 BM25
4 Q0 CACM-2632 40  17.8035508733332 BM25
4 Q0 CACM-2684 41  17.79437145662026 BM25
4 Q0 CACM-2626 42  17.78499725294802 BM25
4 Q0 CACM-2080 43  17.77037918194235 BM25
4 Q0 CACM-0616 44  17.70487089108259 BM25
4 Q0 CACM-2949 45  17.678892074293586 BM25
4 Q0 CACM-2851 46  17.67810456167596 BM25
4 Q0 CACM-1198 47  17.61597050433329 BM25
4 Q0 CACM-2314 48  17.61299764501731 BM25
4 Q0 CACM-3013 49  17.539656827400027 BM25
4 Q0 CACM-2378 50  17.497885180912334 BM25
4 Q0 CACM-1550 51  17.444903985784496 BM25
4 Q0 CACM-2320 52  17.43589388198904 BM25
4 Q0 CACM-1012 53  17.421059102692805 BM25
4 Q0 CACM-2946 54  17.413580125270887 BM25
4 Q0 CACM-2900 55  17.389595554373983 BM25
4 Q0 CACM-1854 56  17.311477946465818 BM25
4 Q0 CACM-2150 57  17.29516199132188 BM25
4 Q0 CACM-1829 58  17.291466375697308 BM25
4 Q0 CACM-3049 59  17.288677263648665 BM25
4 Q0 CACM-2619 60  17.235412615952473 BM25
4 Q0 CACM-2929 61  17.141721046476714 BM25
4 Q0 CACM-2865 62  16.989484921159107 BM25
4 Q0 CACM-1727 63  16.87002911281506 BM25
4 Q0 CACM-0435 64  16.864152274093374 BM25
4 Q0 CACM-2840 65  16.857458161901697 BM25
4 Q0 CACM-2546 66  16.850881032307306 BM25
4 Q0 CACM-1623 67  16.82726225775157 BM25
4 Q0 CACM-3064 68  16.79693993358538 BM25
4 Q0 CACM-1677 69  16.78401829480935 BM25
4 Q0 CACM-3018 70  16.770068979022493 BM25
4 Q0 CACM-1928 71  16.758650011133213 BM25
4 Q0 CACM-1323 72  16.62997637176878 BM25
4 Q0 CACM-3120 73  16.60119378889009 BM25
4 Q0 CACM-1385 74  16.60027551969896 BM25
4 Q0 CACM-3127 75  16.55218894210268 BM25
4 Q0 CACM-2196 76  16.541300957071726 BM25
4 Q0 CACM-0724 77  16.53717221074611 BM25
4 Q0 CACM-2020 78  16.51080837405327 BM25
4 Q0 CACM-1710 79  16.38593911145751 BM25
4 Q0 CACM-2406 80  16.32790233627563 BM25
4 Q0 CACM-1978 81  16.32689911318608 BM25
4 Q0 CACM-0409 82  16.31980519275898 BM25
4 Q0 CACM-1484 83  16.30379131180731 BM25
4 Q0 CACM-1098 84  16.274941118882055 BM25
4 Q0 CACM-1665 85  16.20772117382249 BM25
4 Q0 CACM-1749 86  16.199105281199824 BM25
4 Q0 CACM-1698 87  16.196749878703898 BM25
4 Q0 CACM-3137 88  16.168876108556475 BM25
4 Q0 CACM-2849 89  16.168747923945745 BM25
4 Q0 CACM-2794 90  16.164291065588984 BM25
4 Q0 CACM-1143 91  16.150305144712217 BM25
4 Q0 CACM-1253 92  16.144887184422185 BM25
4 Q0 CACM-1678 93  16.137200329047815 BM25
4 Q0 CACM-1206 94  16.13451805986586 BM25
4 Q0 CACM-2216 95  16.12563549273016 BM25
4 Q0 CACM-3081 96  16.068099807556376 BM25
4 Q0 CACM-0321 97  16.067834533420257 BM25
4 Q0 CACM-0040 98  16.029558757476284 BM25
4 Q0 CACM-0527 99  16.011095928031093 BM25
4 Q0 CACM-2932 100  15.976652106927904 BM25
