37 Q0 CACM-2265 1  99.87339635301774 BM25
37 Q0 CACM-2958 2  90.19151919201246 BM25
37 Q0 CACM-2956 3  89.51946030750399 BM25
37 Q0 CACM-3105 4  87.63809880720902 BM25
37 Q0 CACM-2651 5  86.83373750929655 BM25
37 Q0 CACM-2632 6  84.97325908464437 BM25
37 Q0 CACM-3031 7  81.93539405776738 BM25
37 Q0 CACM-1847 8  80.31564616039785 BM25
37 Q0 CACM-1768 9  80.08652482327128 BM25
37 Q0 CACM-2341 10  79.73852364509946 BM25
37 Q0 CACM-2470 11  79.29177454009816 BM25
37 Q0 CACM-2941 12  79.18691840094529 BM25
37 Q0 CACM-3103 13  77.87476829386857 BM25
37 Q0 CACM-1398 14  77.82366751003349 BM25
37 Q0 CACM-2184 15  77.71331110429117 BM25
37 Q0 CACM-2289 16  76.67296617895572 BM25
37 Q0 CACM-2939 17  76.59193364343517 BM25
37 Q0 CACM-3002 18  76.57511882813809 BM25
37 Q0 CACM-2940 19  76.49779674427923 BM25
37 Q0 CACM-2060 20  76.41326366426998 BM25
37 Q0 CACM-1827 21  76.20497190366397 BM25
37 Q0 CACM-2178 22  76.09145950722922 BM25
37 Q0 CACM-0982 23  75.47622858317293 BM25
37 Q0 CACM-3128 24  75.37632047791912 BM25
37 Q0 CACM-0867 25  75.19449535999874 BM25
37 Q0 CACM-1625 26  75.1143017621637 BM25
37 Q0 CACM-0794 27  74.77007083750706 BM25
37 Q0 CACM-2003 28  74.67155720330389 BM25
37 Q0 CACM-2560 29  74.41797479218492 BM25
37 Q0 CACM-1474 30  74.29751063311649 BM25
37 Q0 CACM-2794 31  74.21161269218358 BM25
37 Q0 CACM-1844 32  73.37904158106919 BM25
37 Q0 CACM-1543 33  73.32643198566284 BM25
37 Q0 CACM-3142 34  72.99897294836993 BM25
37 Q0 CACM-2033 35  72.97838967032028 BM25
37 Q0 CACM-2002 36  72.96576569816129 BM25
37 Q0 CACM-2850 37  72.76161740426264 BM25
37 Q0 CACM-1589 38  72.59049359262919 BM25
37 Q0 CACM-2083 39  72.53629375430253 BM25
37 Q0 CACM-3153 40  72.40321927149978 BM25
37 Q0 CACM-3048 41  72.23269634719439 BM25
37 Q0 CACM-1482 42  72.16219403668366 BM25
37 Q0 CACM-2051 43  72.14969660211405 BM25
37 Q0 CACM-0243 44  72.07122231015975 BM25
37 Q0 CACM-2527 45  71.87619339523077 BM25
37 Q0 CACM-2342 46  71.71144273584592 BM25
37 Q0 CACM-2167 47  71.62250381071034 BM25
37 Q0 CACM-1614 48  71.58879790325808 BM25
37 Q0 CACM-2810 49  71.36934701280767 BM25
37 Q0 CACM-2053 50  71.3258382780525 BM25
37 Q0 CACM-2202 51  71.30047798418913 BM25
37 Q0 CACM-0605 52  71.22272256314024 BM25
37 Q0 CACM-1748 53  71.14442498925385 BM25
37 Q0 CACM-1379 54  71.09358058838139 BM25
37 Q0 CACM-1003 55  71.00721729705594 BM25
37 Q0 CACM-2937 56  70.87042873731794 BM25
37 Q0 CACM-1856 57  70.86692478187928 BM25
37 Q0 CACM-2218 58  70.779655023895 BM25
37 Q0 CACM-1591 59  70.563613808172 BM25
37 Q0 CACM-2264 60  70.51809135190558 BM25
37 Q0 CACM-0849 61  70.45949587367255 BM25
37 Q0 CACM-1874 62  70.45746953527743 BM25
37 Q0 CACM-2092 63  70.4025430894918 BM25
37 Q0 CACM-2020 64  70.38695362761203 BM25
37 Q0 CACM-2864 65  70.35696444987248 BM25
37 Q0 CACM-2931 66  70.2860370981923 BM25
37 Q0 CACM-2535 67  70.21417021186632 BM25
37 Q0 CACM-2376 68  70.18519305241622 BM25
37 Q0 CACM-3082 69  70.0387272895341 BM25
37 Q0 CACM-1143 70  69.99031625756784 BM25
37 Q0 CACM-1159 71  69.96987558310073 BM25
37 Q0 CACM-2195 72  69.86493796429093 BM25
37 Q0 CACM-1854 73  69.84621835212315 BM25
37 Q0 CACM-2513 74  69.82886331396921 BM25
37 Q0 CACM-2572 75  69.77218262404486 BM25
37 Q0 CACM-3199 76  69.69804329220914 BM25
37 Q0 CACM-1366 77  69.66192960963255 BM25
37 Q0 CACM-1455 78  69.63185039773364 BM25
37 Q0 CACM-2046 79  69.61951887201715 BM25
37 Q0 CACM-1433 80  69.61708606065287 BM25
37 Q0 CACM-1719 81  69.60842866552875 BM25
37 Q0 CACM-2985 82  69.59693607977817 BM25
37 Q0 CACM-1534 83  69.5967971583923 BM25
37 Q0 CACM-1553 84  69.5824842170588 BM25
37 Q0 CACM-0670 85  69.40395657458339 BM25
37 Q0 CACM-3080 86  69.37777077250226 BM25
37 Q0 CACM-2082 87  69.3666912819895 BM25
37 Q0 CACM-2867 88  69.31181824042383 BM25
37 Q0 CACM-1886 89  69.26642017439353 BM25
37 Q0 CACM-2878 90  69.20732672061654 BM25
37 Q0 CACM-1637 91  69.166259721059 BM25
37 Q0 CACM-0730 92  69.09405493089652 BM25
37 Q0 CACM-2177 93  69.05467734489504 BM25
37 Q0 CACM-2198 94  68.98917931208824 BM25
37 Q0 CACM-1626 95  68.91640742148368 BM25
37 Q0 CACM-1939 96  68.86864710491588 BM25
37 Q0 CACM-2846 97  68.84303569266717 BM25
37 Q0 CACM-2369 98  68.8346897950374 BM25
37 Q0 CACM-2554 99  68.77579768912875 BM25
37 Q0 CACM-2353 100  68.66001244398012 BM25
