11 Q0 CACM-2699 1  20.18544748506973 BM25
11 Q0 CACM-1923 2  15.816598467110119 BM25
11 Q0 CACM-2906 3  15.766227720093102 BM25
11 Q0 CACM-2782 4  15.004917401417107 BM25
11 Q0 CACM-2717 5  14.397046203033987 BM25
11 Q0 CACM-2647 6  13.897752130779818 BM25
11 Q0 CACM-2923 7  12.95889966729392 BM25
11 Q0 CACM-3148 8  12.636644759575844 BM25
11 Q0 CACM-3171 9  11.766656246052177 BM25
11 Q0 CACM-2527 10  11.448755659836031 BM25
11 Q0 CACM-1835 11  11.333831195809784 BM25
11 Q0 CACM-3150 12  11.31995577745112 BM25
11 Q0 CACM-1043 13  11.29025324818905 BM25
11 Q0 CACM-2267 14  10.675343955301264 BM25
11 Q0 CACM-2316 15  10.388278415720023 BM25
11 Q0 CACM-2956 16  9.667819341297276 BM25
11 Q0 CACM-2716 17  9.506336279003348 BM25
11 Q0 CACM-3077 18  9.46569916302563 BM25
11 Q0 CACM-2815 19  9.374559071152229 BM25
11 Q0 CACM-2198 20  9.270349411420748 BM25
11 Q0 CACM-2246 21  9.115400893893748 BM25
11 Q0 CACM-0724 22  8.809286909896581 BM25
11 Q0 CACM-2320 23  8.702398353414804 BM25
11 Q0 CACM-3080 24  8.665651176937622 BM25
11 Q0 CACM-1860 25  8.575033290975629 BM25
11 Q0 CACM-1872 26  8.291650156812318 BM25
11 Q0 CACM-1861 27  7.901687706177358 BM25
11 Q0 CACM-0265 28  7.8788750395768545 BM25
11 Q0 CACM-2091 29  7.839875364235727 BM25
11 Q0 CACM-2705 30  7.711840983936503 BM25
11 Q0 CACM-2081 31  7.699810806748379 BM25
11 Q0 CACM-1358 32  7.4771755256488674 BM25
11 Q0 CACM-1903 33  7.451723422067051 BM25
11 Q0 CACM-2787 34  7.396140515814958 BM25
11 Q0 CACM-2398 35  7.211535715764024 BM25
11 Q0 CACM-1627 36  7.108985600053014 BM25
11 Q0 CACM-2954 37  6.9949506540892195 BM25
11 Q0 CACM-2003 38  6.94302781506684 BM25
11 Q0 CACM-2208 39  6.888338381094267 BM25
11 Q0 CACM-2938 40  6.686909026475583 BM25
11 Q0 CACM-0281 41  6.684333316336371 BM25
11 Q0 CACM-2034 42  6.527624559111033 BM25
11 Q0 CACM-3127 43  6.514771641171418 BM25
11 Q0 CACM-3026 44  6.387530346929449 BM25
11 Q0 CACM-2317 45  6.367395974305319 BM25
11 Q0 CACM-3057 46  6.291965901267796 BM25
11 Q0 CACM-1552 47  6.272564908964196 BM25
11 Q0 CACM-1642 48  6.265205651852881 BM25
11 Q0 CACM-2898 49  6.170604352702817 BM25
11 Q0 CACM-0731 50  6.108569435470839 BM25
11 Q0 CACM-2826 51  6.023730718766457 BM25
11 Q0 CACM-2593 52  5.999928853672736 BM25
11 Q0 CACM-3027 53  5.929638630556035 BM25
11 Q0 CACM-0795 54  5.896097484093053 BM25
11 Q0 CACM-0081 55  5.820871255311069 BM25
11 Q0 CACM-0074 56  5.775423427777088 BM25
11 Q0 CACM-2922 57  5.728570587319541 BM25
11 Q0 CACM-1676 58  5.72831400843701 BM25
11 Q0 CACM-0198 59  5.686624105388209 BM25
11 Q0 CACM-0232 60  5.643240624522989 BM25
11 Q0 CACM-3123 61  5.639890412019916 BM25
11 Q0 CACM-1641 62  5.569372597332212 BM25
11 Q0 CACM-1472 63  5.562021300047303 BM25
11 Q0 CACM-0205 64  5.489239231646532 BM25
11 Q0 CACM-2603 65  5.4112600763279675 BM25
11 Q0 CACM-2867 66  5.4082480633701175 BM25
11 Q0 CACM-3101 67  5.348303258257163 BM25
11 Q0 CACM-2489 68  5.331020538457002 BM25
11 Q0 CACM-2301 69  5.251260079374154 BM25
11 Q0 CACM-1769 70  5.239653863071874 BM25
11 Q0 CACM-3185 71  5.179249496602084 BM25
11 Q0 CACM-2542 72  5.1285474733006495 BM25
11 Q0 CACM-2560 73  5.090099527188664 BM25
11 Q0 CACM-0249 74  5.077428040188271 BM25
11 Q0 CACM-1713 75  4.981442980922579 BM25
11 Q0 CACM-1098 76  4.955329519754409 BM25
11 Q0 CACM-2873 77  4.931269891805231 BM25
11 Q0 CACM-1703 78  4.907410342338739 BM25
11 Q0 CACM-1462 79  4.882655810879034 BM25
11 Q0 CACM-2897 80  4.878434093555019 BM25
11 Q0 CACM-1366 81  4.862308883544208 BM25
11 Q0 CACM-1788 82  4.8427890558524815 BM25
11 Q0 CACM-1223 83  4.841674097486353 BM25
11 Q0 CACM-3052 84  4.7688937591916165 BM25
11 Q0 CACM-2295 85  4.670349923511676 BM25
11 Q0 CACM-1188 86  4.6356051523457715 BM25
11 Q0 CACM-1720 87  4.633235080014595 BM25
11 Q0 CACM-1459 88  4.58757370511464 BM25
11 Q0 CACM-2456 89  4.540996642022997 BM25
11 Q0 CACM-3130 90  4.527795468858916 BM25
11 Q0 CACM-2957 91  4.484158243389442 BM25
11 Q0 CACM-0479 92  4.473540029417349 BM25
11 Q0 CACM-1179 93  4.447942146136321 BM25
11 Q0 CACM-1678 94  4.440335739486063 BM25
11 Q0 CACM-1425 95  4.4393283312013345 BM25
11 Q0 CACM-2765 96  4.424886443760922 BM25
11 Q0 CACM-1466 97  4.424434625017643 BM25
11 Q0 CACM-2928 98  4.412350798043817 BM25
11 Q0 CACM-0321 99  4.3988782720019515 BM25
11 Q0 CACM-3103 100  4.375997564331001 BM25
